Growth over next 10 years,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
Argentina,0,0,0,0,0,0,0,0,0,0,0,0.1403789714,0.2809550054,0.4217283786,0.562699368,0.7038682511,0.8452353055,0.9868008096,1.128565042,1.270528281,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.412690807,1.173721819,1.737349047,0.7386702272,0.7250098608,0.0673360855,-0.2234939826,1.706253653,2.442838518,2.698815029,3.922786941,3.737732195,3.392774531,5.548048679,6.089573903,5.359838884,4.58980054,4.02356459,3.420002173,4.209882194,3.609992957,4.650381646,1.728403362,1.033914193,1.772968011,1.37628431,2.837284704,0.7906786657,1.606576416,1.204597768,1.453231006,0.7594478662,3.013836407,2.983696849,1.615051987,3.518464294,2.725319985,3.660211619,2.233052775,-0.09496260067,-1.430996975,-1.933261832,-2.693420122,-1.682721707,-1.521574627,-1.245533136,-1.073918507,-1.000380941,0.06182881252,2.097086071,2.097681867,2.791907522,4.3038703,3.062920227,3.054252142,1.770928827,0.8862487718,-0.1327940409,-0.6185873063,-0.4986996157,0.09794887697,-0.1817352494,-0.05530363337,-0.5200881169,-0.4815760076,0.2356747344,1.529236838,2.024254006,1.509349558,1.856359424,1.111549534,1.835867682,2.132899126,2.581049224,1.975508813,1.856539616,1.666260636,0.9679961033,1.52799621,0.812153521,1.820389726,1.267823878,0.7556114906,0.8754182638,0.392300363,1.113061798,1.47767952,1.896630386,1.157520443,1.787839813,2.022213262,1.839851726,1.620894247,1.472360247,3.03959951,2.806766242,2.475456197,2.844943264,3.464954962,2.972979396,1.986506992,1.908798372,2.269549576,1.487683981,1.330958046,0.9506504064,0.0146070878,-0.4817048326,-0.4176814568,-0.7113009777,-1.349532718,-0.626031676,-0.9735527196,-0.8179030912,-2.197273498,-2.518483149,-0.9364705532,0.3398592076,0.5320448588,0.9331552972,1.410887418,1.27428105,1.839637022,2.454324676,2.881211262,3.025535481,1.540778085,-0.5627669327,-0.27088569,0.02465696467,1.211574628,1.478978419,1.516244576,1.787606997,2.223768519,3.200940568,4.551744933
Armenia,0,0,0,0,0,0,0,0,0,0,0,0.03700703598,0.07402776716,0.1110621986,0.1481103354,0.1851721827,0.2222477454,0.2593370286,0.2964400376,0.3335567772,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,0.3706872527,-0.08325552277,1.43145576,0.9788462434,0.1874795593,0.08667474559,-0.8468163355,-0.004711668805,1.193750947,2.440215509,1.588388791,2.978938765,1.209883516,1.870168756,3.224584486,3.04312251,4.207932703,4.130794516,2.103836417,1.821061326,1.369200987,-0.05829877616,-0.2879137919,0.3305484693,0.1118532185,0.982698692,-0.06010103754,-0.1172729809,1.096514062,-0.3763745793,1.13735127,1.293660285,-0.1173215785,-2.760923359,-4.854725493,-5.939284691,-5.662280474,-5.605690659,-5.283380847,-4.048696721,-3.523208483,-2.424916614,0.1807444679,2.855987552,5.602670769,6.59900908,7.227331925,6.171714258,5.679555571,5.726243739,6.262642268,6.076002443,6.036978772,5.126833172,4.668656818,3.765188789,3.475442184,3.440332092,2.864069647,1.771886014,0.2272835655,-0.6185403966,-0.363403285,0.8883811533,1.37887607,2.62771203,2.692745686,3.35729177,3.818020365,4.333454796,5.206824008,6.186467379,5.101579726,4.397011545,3.180443085,3.105110453,3.650698176,3.308942811,2.676038214,3.495380681,3.296517543,2.930930144,3.262984272,3.20614278,3.57569533,3.518066573,3.295592083,3.144934562,4.279026207,3.27041783,2.672773863,2.591654325,2.317128412,1.914244547,1.648190508,0.8362438908,0.5945810723,0.7135285767,0.1437521412,-0.0143721968,0.05157196186,0.00006759512685,-0.0998721829,-0.1303049541,0.09970037067,-0.1411860823,-1.476864109,-6.576078324,-7.154964054,-6.306670072,-5.424224126,-5.082357084,-4.720203857,-4.058924364,-3.755118019,-2.802438372,-0.4529952865,6.435780531,8.389315827,8.579256434,9.1087861,9.806885666,10.83559848,10.73701203,8.593281385,8.082167415,7.42892581
Aruba,0,0,0,0,0,0,0,0,0,0,0,0.06588259211,0.1318085894,0.1977780204,0.2637909138,0.3298472982,0.3959472022,0.4620906546,0.528277684,0.5945083192,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.8383724119,1.016275546,1.194492544,1.37302396,1.551870348,1.731032265,1.910510266,2.090304909,2.270416753,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,2.450846358,3.005819426,3.564816097,4.130392219,4.707062388,5.296835911,5.90332101,6.524733108,7.148010686,7.756043487,8.339336555,8.294834776,8.211151757,8.125997357,8.084694066,8.114399403,8.238692426,9.110804698,10.2272685,10.60616008,9.95981546,9.523761331,8.732738665,8.032895325,7.451291629,6.366010134,5.215318804,4.127033702,2.782401946,1.605690883,1.675088004,1.030479305,0.5238206385,0.1980846551,0.4336350908,0.5398404053,0.5659324015,0.06084670173,-0.974569845,-1.778368043,-2.685616845,-1.629024291
Australia,0.2155998608,0.2155998608,0.2155998608,0.2155998608,0.2155998608,0.2155998608,0.2155998608,0.2155998608,0.2155998608,0.2155998608,0.2155998608,0.2844610007,0.5532327366,0.8672746728,1.39601509,1.851789619,2.021054722,2.304994699,2.537026144,3.070716269,5.059286139,5.310591203,5.23855008,4.926431494,4.885270293,6.404285612,6.018769225,6.200896468,5.805210562,4.506952059,4.936903096,2.942394778,1.774212534,3.254969949,4.05863366,2.383158739,3.594647173,4.621215852,6.174363455,6.785324623,3.697575093,7.180042234,9.908632129,9.278863639,6.465724813,5.609234273,6.659863076,3.810654719,0.8019424302,3.533942309,3.895058408,1.974743395,-0.03565833586,-0.9702193834,0.9444742915,0.9950034093,-0.7074259927,1.442877261,3.228813794,0.4238322707,1.237551492,1.469862803,2.635469651,3.424684004,2.848887354,4.126394883,3.490675389,2.645153955,3.085556012,3.116558433,2.730936988,3.050790274,1.348131211,1.586127309,1.16002931,0.6661006828,0.7763127292,1.386092936,0.5169845501,1.219498025,0.3949401765,0.4652022966,-0.1666254198,-1.863552326,-1.326731375,-2.347300318,-1.598956156,-2.987496558,-1.45112378,-2.098780727,-1.044481593,-1.933634836,-0.4412055845,0.951685735,1.32366177,2.074114211,2.035095289,3.04535618,1.891273733,2.635934925,2.643504851,2.889335031,2.921993157,2.379323724,1.586319921,1.350319767,0.7939400373,0.3721007532,-0.1968373706,-0.5452919544,-0.88730823,-0.3846545575,-0.06844288843,0.06808311079,0.7512617059,1.266077398,1.339458121,1.469866173,1.709938153,1.104304652,-0.1208566885,-1.197140896,-1.034091833,-0.6947061213,-0.6804887381,-0.4324060185,-0.1022372599,0.3582810553,0.7698544367,1.055388505,2.734168233,4.541980213,5.100642961,4.751178497,3.821158614,2.664352419,1.802819252,1.494421717,1.700481745,2.157907824,1.856729388,1.012001171,-0.1173521445,-0.2595062189,0.5674108237,1.500087795,2.087384316,1.957700788,1.772161751,1.774413501,1.721396886,1.43053881,1.982497102,2.276493762,2.372139683,2.375726587,2.362838753,2.866734772,2.987481741,2.968954202,3.181034477,3.57051485,3.229603829,3.19835063,2.803007331,2.636885495,2.845858871,2.355507013,2.133509136,2.162941745,1.828345712,1.779635967,1.49641501,0.9796848141,1.449742068,1.672543287,1.438661795,1.787906314,1.906299227,1.786042039,1.72854093,1.441021864,1.862727447,2.271366904,2.016632944,1.948370001,2.136131499,2.119971591,2.268837836,2.279761189,2.362607578,2.754957652,2.737497714,2.777638866,2.621427069,2.541308545,2.416562269,2.391877233,2.031529858,1.724917432,1.780268543,1.612253602
Austria,0.3879636663,0.3879636663,0.3879636663,0.3879636663,0.3879636663,0.3879636663,0.3879636663,0.3879636663,0.3879636663,0.3879636663,0.3879636663,0.5095685362,0.631320712,0.7532203722,0.8752676954,0.9974628606,1.119806047,1.242297433,1.364937199,1.487725525,1.610662591,1.551348168,1.492068369,1.432823174,1.373612564,1.314436517,1.255295013,1.196188033,1.137115556,1.078077563,1.019074032,1.025352192,1.031630742,1.037909683,1.044189013,1.050468734,1.056748845,1.063029347,1.069310238,1.075591521,1.081873193,1.070089321,1.058306823,1.046525698,1.034745946,1.022967568,1.011190563,0.9994149313,0.987640672,0.9758677853,0.964096271,0.9363163051,0.9085439827,0.8807793018,0.8530222603,0.825272856,0.7975310869,0.7697969509,0.7420704458,0.7143515696,0.6866403201,1.252063152,1.190575457,0.8146190147,1.119603778,1.033147356,1.122587724,1.326827627,1.523146392,1.318248255,1.324170145,1.028092773,1.017719554,1.668382876,1.49499922,1.383453331,1.483619135,1.826127962,1.474444077,1.451548801,1.849603566,1.788168014,1.930021362,1.567630893,1.856770281,2.17377853,1.985080202,1.498636612,2.062337956,2.354469859,1.885070054,1.563396877,1.731603706,1.756612637,1.338622089,1.623944431,1.854753426,2.252639533,1.738927501,1.494626008,1.554870168,1.825032834,1.932108317,1.80957109,-0.1447989925,-1.405601674,-1.793178933,-2.456074972,-2.54254503,-3.627806158,-3.05647556,-2.36049734,-1.953656629,-1.96317353,0.9563284,2.411785037,2.64990559,3.087565555,3.652495042,5.053692281,4.04333442,2.179136096,0.2139756329,-0.03188560692,-1.030401666,-1.459238242,-1.299113862,-1.045440689,-0.2706103199,1.025751031,0.9958012493,2.521506088,3.083590636,3.675256577,2.930040558,-5.086237864,-4.167631941,-3.691365464,-2.495936285,-2.157647872,-0.6585446708,-0.6292514879,-0.03926690688,0.1766837454,1.811251465,11.34975192,10.67905608,10.18824219,7.887886987,6.272805694,5.80924472,5.599110793,5.766371633,5.677140705,5.207186309,4.34779094,4.160123328,3.79591306,3.853071583,4.200132365,4.105587608,4.096898118,4.478752304,4.569658682,4.416625482,4.178489334,4.165764869,4.404014361,3.975599663,3.94739582,3.507109009,3.007347638,2.628450958,2.509052208,2.162904974,2.39225997,2.141640005,1.835003091,2.153935305,1.979325957,2.074079499,2.340356481,2.273801727,1.901532301,2.087642492,2.036571207,2.058756849,2.077656234,2.136390999,2.062468996,2.047952657,1.872622064,1.829634602,1.991320252,1.993254472,2.02249035,2.090646537,2.246928562,1.999680278,1.265819797,1.130365701,1.300485623
Azerbaijan,0.01022053384,0.01022053384,0.01022053384,0.01022053384,0.01022053384,0.01022053384,0.01022053384,0.01022053384,0.01022053384,0.01022053384,0.01022053384,0.06294466957,0.1156966008,0.1684763422,0.2212839084,0.2741193141,0.3269825739,0.3798737026,0.4327927149,0.4857396254,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.5387144488,0.08031349138,1.59375026,1.136679262,0.3403677859,0.2357051482,-0.7028452253,0.1367818448,1.333195738,2.577587393,1.720859505,3.113222748,1.341860661,2.003006909,3.35918879,3.177490189,4.343819288,4.266580513,2.236979272,1.953835443,1.501385881,0.07202466567,-0.1578897668,0.4613789659,0.2423985376,1.114379589,0.07022005415,0.01297355893,1.228343373,-0.2464659066,1.269233833,0.5395171676,-0.3630101521,-5.966381977,-7.698066158,-8.258037829,-8.343506871,-7.683814148,-6.830291797,-4.158877685,-2.280267434,0.02723714022,1.751517646,7.408372189,9.139817387,9.578491553,10.65206783,8.845051067,7.714539276,6.124018726,5.184825382,4.660093476,5.067435458,4.510650713,4.805144185,3.900498038,3.610373605,3.575217729,2.998203842,1.904596007,0.3579794052,-0.4889475069,-0.2334776978,1.019939061,1.51107358,2.761538016,2.826656476,3.492069124,3.953398506,4.469505061,5.344013141,6.324933962,5.238631621,4.533144688,3.314989829,3.239558964,3.772334207,3.41670021,2.769742194,3.576334028,3.363844654,2.984597708,3.303362162,3.233044803,3.589193626,3.518066573,3.295592083,3.144934562,4.279026207,3.306394809,2.744323871,2.698913223,2.459782437,2.091890879,1.860846641,1.082403829,0.8752813982,1.029744939,0.493176803,0.3345007327,0.4006749858,0.3489909084,0.2487024174,0.2181634593,0.4489713257,0.2072443642,0.02823820901,-2.748104363,-5.545040191,-7.672031485,-8.847062942,-9.015716932,-8.526931226,-7.747426243,-7.149585488,-5.851570606,-4.777585477,-1.210935616,2.573296386,6.054144609,9.777926829,12.85006216,14.63734591,14.59896286,14.67056236,13.92027639,12.75247002
Bahamas,0,0,0,0,0,0,0,0,0,0,0,0.06588259211,0.1318085894,0.1977780204,0.2637909138,0.3298472982,0.3959472022,0.4620906546,0.528277684,0.5945083192,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.9506032516,1.241258361,1.532750319,1.825081535,2.118254426,2.412271414,2.707134931,3.002847414,3.299411307,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.59682906,3.231399785,2.86725953,2.504403751,2.142827915,1.782527509,1.423498032,1.065735002,0.709233952,0.3539904299,0,0,0,0.7804334176,1.566957598,2.359620077,3.158468758,3.963551921,4.774918222,5.592616697,6.416696765,7.247208228,8.08420128,7.797684034,7.481003537,7.175835048,6.886714389,6.617853744,6.244613254,5.9495259,5.574924482,5.297529562,3.562062451,2.931266051,1.846346512,1.886015688,-0.6623170818,-2.943916917,-3.067106003,-2.908447539,-2.237635103,-0.6712648026,0.6255388185,0.2134697809,1.190512709,1.102073387,3.200977497,5.289623434,5.048701552,4.549158236,3.444734907,1.344693876,0.5824228422,0.4765757839,-0.5007674881,-1.102830676,-1.011152141,-0.9686083565,-0.7976643435,-0.6644900356,-0.2129830279,-0.02047125652,0.3690462644,0.9307330663,1.615822352,1.751354016,1.628807154,1.497717143,1.379445513,1.079079808,0.2179444217,-0.6384040667,-0.7770898575,-0.6707688489
Bahrain,0.02359668614,0.02359668614,0.02359668614,0.02359668614,0.02359668614,0.02359668614,0.02359668614,0.02359668614,0.02359668614,0.02359668614,0.02359668614,0.07931844074,0.1350712371,0.1908550927,0.2466700246,0.3025160502,0.3583931869,0.414301452,0.4702408628,0.5262114366,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,0.5822131909,1.635773374,2.700369197,3.776116253,4.863131348,5.96153251,7.071439004,8.192971343,9.326251305,10.47140194,11.62854759,11.62854759,11.62854759,11.62854759,11.62854759,11.62854759,11.62854759,10.82227109,10.01648958,9.207010328,8.395978214,7.566284259,6.725585073,5.859754642,4.956139737,4.02183461,3.055070911,2.809413975,2.599037596,2.448528321,2.350937986,2.341278101,2.365301144,2.437803657,2.539433322,2.687026639,2.90973497,3.285831816,3.659352699,3.867301156,4.057665946,2.14104578,2.767168296,2.708407355,2.290240577,1.478722513,1.482073381,0.8004241521,0.5043050039,0.3728290672,-0.03748508107,1.09617123,0.006739858439,-0.4301947496,-0.3391046494,0.0317259195,-0.6672136722,-0.3370990175,-0.09176670502,0.1510942205,-0.1680866921,0.3739293064,0.6808272854,0.9157582425,1.156442139,1.465276733,2.113557869,2.232542695,2.087267989,2.094020627,2.78348182,3.261329116,3.544894439,4.077182166,4.23345754,1.365950943,0.8722684719,0.6046899503
Bangladesh,-0.02601111286,-0.02601111286,-0.02601111286,-0.02601111286,-0.02601111286,-0.02601111286,-0.02601111286,-0.02601111286,-0.02601111286,-0.02601111286,-0.02601111286,-0.02347119741,-0.02093121743,-0.01839117292,-0.01585106388,-0.0133108903,-0.01077065219,-0.008230349546,-0.005689982361,-0.003149550637,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.0006090543706,-0.000424209513,-0.0002393643138,-0.00005451877287,0.0001303271097,0.000315173334,0.0005000198999,0.0006848668076,0.0008697140569,0.001054561648,0.001239409581,0.001239409581,0.001239409581,0.001239409581,0.001239409581,0.001239409581,0.001239409581,0.001239409581,0.001239409581,0.001239409581,0.001239409581,0.02404694341,0.04685967901,0.06967761756,0.09250076026,0.1153291083,0.1381626628,0.1610014251,0.1838453963,0.2066945775,0.22954897,0.22954897,0.22954897,0.22954897,0.22954897,0.4977557199,0.1334495957,0.5392013967,0.5894295345,0.2712897947,0.6868247572,-0.3201137919,0.4122371217,0.6231192122,0.7358478873,0.1768042541,-0.2660419629,0.9719235659,0.9014780248,0.3638628326,0.2544789062,1.38903653,1.374304882,1.219667517,1.069090864,1.091630124,2.111700264,-0.2563005396,-0.1777913159,1.895212894,1.517753921,1.286672706,0.5099461396,0.1911797401,0.7296616105,0.7183917451,0.7760489021,1.274467542,-0.1924642627,-0.1351480358,-0.9216642231,-0.1646969232,0.1776112854,-0.01845403125,-0.1632095577,0.109036434,0.03848807479,0.1327730394,1.520978453,0.5304101558,1.343148326,0.4569742174,0.1148777551,0.4176017422,-0.006744742234,-0.2584877621,-0.2252131172,-0.4311719946,-0.5452033519,-0.7695438213,-0.5557220003,-0.2914087541,-0.4258659269,-0.02379325875,-0.1995636289,-0.2441410429,-1.135578907,-0.9014615572,-0.7976373505,-0.7574724163,-1.455038937,-1.488861646,-1.198657264,-1.488393177,-1.271667328,-1.730963842,-0.2654478167,-0.5848328616,-0.9669331845,-0.7729932476,0.08864377053,0.4094959872,0.03061034072,0.8231691048,0.7302610427,1.811793248,0.9034892217,0.8655185358,1.958841446,1.566685822,1.457580028,0.3852032416,-0.8492216594,-1.76904031,-0.7310384868,-1.380165676,-1.093904775,-0.8844990143,-1.160653725,-0.927593965,-1.376229903,-0.6262672701,0.7181050947,1.120123088,0.4557640001,0.8731069174,0.8799989729,1.315123962,1.001373209,0.8936284602,1.567729475,1.669797548,2.154348634,2.217603044,2.162061398,2.40646599,2.46918236,2.607811297,2.848608617,3.086149778,3.021128112,3.200811387,3.095140368,3.108948124,3.284660591,3.341109413,3.570857045,3.724972354,3.87627969,4.062826841,4.188840046,4.403013282
Barbados,0,0,0,0,0,0,0,0,0,0,0,0.06588259211,0.1318085894,0.1977780204,0.2637909138,0.3298472982,0.3959472022,0.4620906546,0.528277684,0.5945083192,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.6607825888,0.7433280524,0.8259412063,0.9086221059,0.9913708069,1.074187365,1.157071835,1.240024274,1.323044737,1.406133279,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.489289957,1.841514904,2.194962269,2.549636296,2.905541241,3.262681376,3.621060989,3.980684381,4.341555868,4.703679782,5.067060471,5.294726275,5.646433858,4.532384785,4.481280882,5.059112947,4.921168573,5.437857865,5.5962564,5.807898352,6.204756469,5.562713981,4.734508082,5.474311038,6.277146747,4.902607426,4.925542923,4.257283128,4.066459818,4.094905222,3.619113937,3.243352645,2.599327393,2.411518337,1.442002866,1.715534834,1.73749409,1.550718969,1.342172674,0.8859539149,0.06896755581,-0.1571751248,-0.3777463518,-0.3032812286,-0.2068782963,-0.008624918655,-0.1518284062,0.08578730826,0.390672657,0.1252182367,0.7128871382,0.8955975554,1.720522106,1.853745866,1.829285097,1.986271161,2.261721018,1.995097376,1.438715296,0.9850469237,0.7992270874,1.137443911
