GDP per capita,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Georgia,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,571.4982026,574.1306346,576.7751922,579.431931,582.1009074,584.7821776,587.4757982,590.1818261,592.9003186,595.631333,598.3749269,601.1311584,603.9000856,606.681767,609.4762614,612.2836278,615.1039255,617.937214,620.7835532,623.6430031,626.5156243,629.4014773,632.3006231,635.2131229,638.1390383,641.078431,644.0313632,646.9978971,649.9780954,652.9720212,655.9797375,659.0013079,662.0367963,665.0862668,668.1497837,671.2274117,674.319216,677.4252616,680.5456143,683.68034,686.8295048,689.9931753,693.1714183,696.3643009,699.5718905,702.7942549,706.0314621,709.2835806,712.5506789,715.8328261,719.1300916,722.4425449,725.770256,729.1132951,732.471733,735.8456405,739.2350888,742.6401497,746.0608949,749.4973967,752.9497277,756.4179608,759.9021693,763.4024267,766.918807,770.4513844,739.5428581,863.3989456,829.2649388,769.8889839,765.5270371,700.1142131,765.2475791,865.8603838,982.9243531,908.1557105,998.6695799,980.4266743,1004.934866,1064.716277,1040.219508,1064.513203,1154.96318,1073.600804,1185.415619,1047.598591,999.6858697,959.1079719,1045.789151,1084.084803,1154.965671,1065.404354,1149.334396,1205.532688,1149.392665,1181.095501,1178.11294,920.5128894,719.2383268,561.9734137,537.7538397,514.5780656,576.5756908,646.0429417,723.8797772,811.0945851,908.8172466,1018.313774,1141.00271,1152.479527,1202.63055,1211.635279,1191.081668,1233.955106,1345.098034,1535.565511,1637.457444,1770.550672,1762.816313,1831.361517,1752.360244,1716.797902,1681.957262,1647.823676,1614.382796,1581.620564,1549.523207,1718.98293,1939.067598,2114.575323,2286.884417,2254.712566,2356.136906,2413.306743,2484.372763,2645.548697,2843.571602,2846.67807,3002.257729,2911.866092,3126.226842,3247.06081,3280.644554,3157.80715,3517.313144,3671.637021,3902.399945,4102.810928,4244.400636,4406.522154,4893.407828,4969.830376,5066.191775,5348.936792,5773.457315,6153.401784,6484.055933,6887.29427,7353.125525,7843.760552,8144.479624,8508.987978,8612.181467,8909.942776,9312.239695,9683.023218,8801.956409,8821.682593,9230.036469,8527.896802,7278.991247,5793.519205,3240.52955,2335.473095,2135.11048,2231.402096,2520.848278,2824.277066,2946.946593,3065.927461,3158.186253,3348.433806,3571.662416,4009.895751,4288.811167,4746.305578,5097.566322,5735.096677,5884.681953,5658.227763,5942.925491,6322.499298,6670.973304,6907.87237
Germany,2120.15411,2134.787547,2149.521984,2164.35812,2179.296656,2194.338298,2209.483759,2224.733754,2240.089006,2255.550241,2271.118191,2286.793591,2302.577184,2318.469716,2334.47194,2350.584611,2366.808494,2383.144355,2399.592967,2416.155108,2432.831562,2449.623118,2466.530571,2483.55472,2500.69637,2517.956334,2535.335426,2552.834471,2570.454294,2588.195731,2606.059621,2615.484368,2624.9432,2634.43624,2643.963611,2653.525437,2663.121844,2672.752956,2682.418898,2692.119797,2701.855779,2711.626971,2721.4335,2731.275495,2741.153082,2751.066392,2761.015553,2771.000695,2781.021948,2791.079442,2801.173309,2762.102039,2797.47405,2773.237337,2831.929207,2787.033967,3004.676054,3128.456571,3088.759932,3071.037589,3216.461657,3105.701795,3227.797315,3431.345773,3492.290934,3472.062528,3474.828225,3464.597397,3651.837836,3649.742446,3608.394553,3564.213424,3789.485895,3921.526797,4167.348861,4144.572544,4062.791001,3988.15101,4126.220457,3980.377847,3907.269983,3973.742048,4011.406384,4205.25264,4274.217738,4348.399811,4338.869133,4464.174169,4592.770917,4668.180982,4763.519636,4702.179941,4844.949669,5033.608713,5096.665253,5270.272573,5375.35866,5443.966651,5587.613539,5699.984675,5856.293394,5633.743435,5677.172486,5902.203202,6049.741693,6090.340758,6184.700074,6366.654151,6385.172199,6425.187262,6568.304443,6687.513075,6913.718023,7157.627704,6002.528498,5688.052288,5757.687974,5792.172673,5853.150412,5074.434867,5485.141892,6038.897018,6535.611848,5394.853666,6276.312778,6929.384621,7072.532496,7732.695185,8024.836861,7949.124994,7795.987917,7164.509844,6595.831684,6976.688745,7570.064862,8083.342752,8732.64692,9192.125716,9797.764026,10607.40454,10600.07077,11205.65014,11262.11338,11555.87535,11936.7109,8857.320339,4349.592162,4779.770292,5559.938951,6440.409279,7614.555076,8252.078318,8932.503605,9624.103437,10294.56485,11374.03918,12118.96325,12738.14965,13217.9751,14081.13359,15118.17273,15602.65999,16132.34197,16452.94692,17310.03606,18023.00284,18419.08485,18436.90438,19354.69774,20484.67173,21267.11326,21733.34666,22526.17838,23478.98773,23668.45869,23624.46147,24886.53958,25647.92958,26400.21978,27455.77341,27692.65301,27760.47746,27546.69575,28114.15623,29005.57545,29705.20551,30351.21991,30807.12355,31707.20464,32488.11888,31253.43836,32667.45663,33140.38705,32657.95384,33409.63279,33941.41718,34179.61527,34745.28742,35373.84595,36062.85056,37168.42104,37586.68146,37554.67713,37451.06809,37835.82571,38130.07672,39661.07434,41056.49353,41457.51103,39471.88856,41119.43984,42380.9808,42656.77355,42739.38791
Ghana,859.9956868,860.5671125,861.1385382,861.7099639,862.2813896,862.8528153,863.424241,863.9956667,864.5670924,865.1385181,865.7099438,866.2813696,866.8527953,867.424221,867.9956467,868.5670724,869.1384981,869.7099238,870.2813495,870.8527752,871.4242009,871.9956266,872.5670523,873.138478,873.7099037,874.2813294,874.8527551,875.4241808,875.9956065,876.5670323,877.138458,877.7098837,878.2813094,878.8527351,879.4241608,879.9955865,880.5670122,881.1384379,881.7098636,882.2812893,882.852715,883.4241407,883.9955664,884.5669921,885.1384178,885.7098435,886.2812692,886.852695,887.4241207,887.9955464,888.5669721,889.1383978,889.7098235,890.2812492,890.8526749,891.4241006,891.9955263,892.566952,893.1383777,893.7098034,894.2812291,894.8526548,895.4240805,895.9955062,896.5669319,897.1383577,897.7097834,898.2812091,898.8526348,899.4240605,899.9954862,901.9002385,903.8049909,905.7097432,907.6144956,909.5192479,911.4240003,913.3287526,915.233505,917.1382573,919.0430097,920.947762,922.8525144,924.7572668,926.6620191,928.5667715,930.4715238,932.3762762,934.2810285,936.1857809,938.0905332,939.9952856,936.6782766,942.5926106,929.9237874,935.7518029,904.6687946,910.2952177,906.95477,903.6045491,882.4179113,853.0024942,898.6202206,920.1118298,960.2104685,983.1244281,1054.951117,1090.454399,1105.653413,1164.569329,1157.810387,1378.99143,1366.751139,1434.262639,1421.451325,1671.121455,1558.681145,1711.200916,1363.224052,2383.850921,1852.657958,1853.725017,2194.7094,2321.463056,2477.986497,2404.525967,2449.825832,2234.422229,2298.046778,2341.107351,1976.054798,2012.944262,2057.499377,2102.966638,2149.362056,2217.622794,2287.967885,2360.45718,2113.52821,2056.911951,2001.735574,1947.963696,1895.561779,1844.496116,1794.733809,1746.242749,1512.102524,1294.590267,1347.615865,1478.895437,1751.016208,1769.344217,1691.971479,1875.900425,2056.310715,1872.482332,2221.839794,1980.811564,2135.709538,2185.439455,2283.609033,2300.287297,2345.664969,2360.086756,2343.10523,2307.596129,2243.598411,2218.080444,2184.041305,2244.168432,2456.036569,2526.769032,2394.461436,2455.490893,2554.311043,2184.816729,2066.785687,2078.52358,2217.915299,2121.024413,2080.396235,1949.982634,1755.878377,1617.959121,1698.260899,1727.734534,1764.343566,1797.863715,1848.596555,1891.098975,1901.109403,1945.918577,1964.635123,2002.40832,2011.742374,2038.257582,2079.059167,2114.652412,2162.335355,2205.663325,2244.479704,2290.571007,2342.841255,2405.844925,2473.542347,2563.688322,2616.215389,2718.765737,2878.055815,2941.279672,3063.045863,3445.73921,3625.672463,3727.976323
Gibraltar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Greece,1089.357304,1091.084921,1092.815278,1094.548379,1096.284229,1098.022832,1099.764191,1101.508313,1103.2552,1105.004858,1106.757291,1108.512503,1110.270498,1112.031282,1113.794858,1115.56123,1117.330405,1119.102384,1120.877174,1122.654779,1124.435203,1133.520345,1142.678892,1151.911438,1161.21858,1170.600922,1180.059071,1189.593639,1199.205244,1208.894508,1218.662059,1228.508529,1238.434556,1248.440782,1258.527857,1268.696432,1278.947166,1289.280724,1299.697775,1310.198992,1320.785057,1331.456654,1342.214475,1353.059216,1363.99158,1375.012274,1386.122013,1397.321515,1408.611507,1419.992719,1431.465888,1436.874078,1442.302701,1447.751833,1453.221553,1458.711938,1464.223066,1469.755015,1475.307865,1480.881693,1486.47658,1492.092605,1497.729848,1503.388388,1509.068307,1514.769686,1520.492604,1526.237144,1532.003388,1537.791416,1543.601313,1566.282836,1589.297639,1612.65062,1636.346747,1660.391062,1684.788682,1709.544799,1734.664679,1760.153668,1786.01719,1812.260748,1838.889927,1865.910391,1893.327892,1921.148263,1949.377423,1978.02138,2007.086228,2036.578153,2066.503428,2095.017464,2123.924943,2153.231293,2182.942017,2213.062697,2243.598987,2274.556624,2305.94142,2337.759271,2370.01615,2400.087648,2430.540703,2461.380155,2492.610908,2524.237926,2556.266238,2588.700935,2621.547173,2654.810175,2688.495227,2722.607686,2757.152975,2792.136585,2862.155552,2933.930399,3007.505158,3082.924965,3160.236091,3239.485963,3320.7232,3403.997639,3489.608011,3538.025379,3666.113475,3819.254567,3896.183265,3974.517073,4005.664414,4204.781771,4060.279237,3843.34188,4126.70681,4324.58866,4373.243063,4491.327506,4453.170532,5029.15676,4869.101876,4804.820507,4055.257574,3423.563685,2888.835994,2431.347992,2047.75961,1722.871363,2551.217725,3248.640167,3319.137621,3453.488611,3544.571571,3821.733324,3811.426309,4293.268219,4390.485504,4686.373204,5052.242176,5345.859549,5548.622732,5701.340108,5907.510333,6380.731985,6590.588589,7244.153252,7822.367004,8529.472425,8996.79094,9392.241544,10004.6291,10971.17961,11834.09358,12639.88231,14141.15527,14650.49491,14086.00007,14820.12857,15577.9018,15890.42817,16760.4643,17188.65613,17344.11309,17223.8132,17215.8921,17215.06879,17630.95633,18141.25274,18410.03267,18309.05494,19136.16557,19805.41571,19645.87785,20044.3415,20068.02061,19665.9578,19998.22344,20393.56331,20861.2232,21604.14581,22321.21817,23087.02738,24103.55257,25164.86466,26133.52364,27434.47474,28664.17995,29751.70173,31325.15715,32359.90901,31776.10844,30684.87791,29083.81148,26944.45413,25064.78336,24230.35747
Greenland,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,414,421.3763441,428.7526882,436.1290323,443.5053763,450.8817204,458.2580645,465.6344086,473.0107527,480.3870968,487.7634409,495.1397849,502.516129,509.8924731,517.2688172,524.6451613,532.0215054,539.3978495,546.7741935,554.1505376,561.5268817,568.9032258,576.2795699,583.655914,591.0322581,598.4086022,605.7849462,613.1612903,620.5376344,627.9139785,635.2903226,642.6666667,650.0430108,657.4193548,664.7956989,672.172043,679.5483871,686.9247312,694.3010753,701.6774194,709.0537634,716.4301075,723.8064516,731.1827957,738.5591398,745.9354839,753.311828,760.688172,768.0645161,775.4408602,782.8172043,790.1935484,797.5698925,804.9462366,812.3225806,819.6989247,827.0752688,834.4516129,841.827957,849.2043011,856.5806452,863.9569892,871.3333333,878.7096774,886.0860215,893.4623656,900.8387097,908.2150538,915.5913978,922.9677419,930.344086,937.7204301,945.0967742,952.4731183,959.8494624,967.2258065,974.6021505,981.9784946,989.3548387,996.7311828,1004.107527,1011.483871,1018.860215,1026.236559,1033.612903,1040.989247,1048.365591,1055.741935,1063.11828,1070.494624,1077.870968,1085.247312,1092.623656,1100,1162.162162,1224.324324,1286.486486,1348.648649,1410.810811,1472.972973,1535.135135,1597.297297,1659.459459,1721.621622,1783.783784,1845.945946,1908.108108,1970.27027,2032.432432,2094.594595,2156.756757,2218.918919,2281.081081,2343.243243,2405.405405,2467.567568,2529.72973,2591.891892,2654.054054,2716.216216,2778.378378,2840.540541,2902.702703,2964.864865,3027.027027,3089.189189,3151.351351,3213.513514,3275.675676,3337.837838,3400,3731.738332,4063.476664,4395.214996,4726.953328,5058.69166,5390.429992,5722.168323,6053.906655,6385.644987,6717.383319,7049.121651,7380.859983,7712.598315,8044.336647,8376.074979,8707.813311,9039.551643,9371.289975,9703.028307,10034.76664,11077.32359,11545.57091,12162.61063,12728.42038,12719.97668,13423.31944,14588.8072,15461.61129,16186.19329,17510.22636,17483.50817,16524.27878,16872.60494,15786.0923,16161.17072,17111.93232,17865.85204,18692.33822,19786.81196,17371.44489,17294.81397,16390.77551,15569.16704,16499.81486,17117.49338,17372.16943,17613.47304,18955.49744,19182.05402,20498.57046,20698.64339,20426.19612,20277.63412,21086.45117,21845.59039,23031.1938,23858.22489,24412.64305,23789.48233,24966.32898,25730.27174,26213.44634,26687.63224
Grenada,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1008.958528,1013.096035,1017.250509,1021.422019,1025.610636,1029.81643,1034.03947,1038.279828,1042.537575,1046.812781,1051.10552,1055.415862,1059.743879,1064.089645,1068.453232,1072.834713,1077.234162,1081.651651,1086.087256,1090.54105,1095.013108,1099.503505,1104.012316,1108.539616,1113.085482,1117.64999,1122.233215,1126.835235,1131.456128,1136.095969,1140.754837,1145.43281,1150.129967,1154.846385,1159.582145,1164.337324,1169.112004,1173.906263,1178.720183,1183.553843,1188.407325,1193.28071,1198.17408,1203.087516,1208.021101,1212.974918,1217.949049,1222.943578,1227.958588,1232.994164,1238.05039,1243.12735,1248.225129,1253.343813,1258.483488,1263.644239,1268.826153,1274.029318,1279.253819,1284.499744,1289.767182,1295.056221,1300.366949,1305.699454,1311.053827,1316.430158,1321.828535,1327.24905,1332.691793,1338.156855,1343.644329,1349.154305,1354.686876,1360.242136,1365.820176,1371.42109,1377.044973,1382.691917,1388.362019,1394.055372,1399.772073,1405.512216,1411.275898,1417.063216,1422.874266,1428.709146,1434.567954,1440.450787,1446.357745,1452.288925,1458.244428,1464.224353,1470.2288,1476.25787,1482.311664,1488.390283,1494.493829,1500.622405,1506.776112,1512.955054,1519.159335,1525.389058,1531.644328,1537.925249,1544.231927,1550.564466,1556.922975,1563.307558,1569.718322,1576.155376,1582.618827,1589.108783,1595.625352,1602.168645,1608.73877,1615.335837,1621.959958,1628.611243,1635.289803,1641.99575,1648.729197,1655.490256,1662.279041,1669.095665,1675.940242,1682.812888,1689.713716,1696.642844,1703.600386,1710.586459,1717.601181,1757.058888,1797.423041,1838.714462,1880.954452,1924.164804,1968.367808,2013.586269,2059.843514,2107.163407,2155.570359,2205.089342,2255.745905,2307.566178,2360.576896,2414.805406,2470.279684,2527.028349,2585.080677,2644.466615,2705.216801,2902.479593,3127.785662,3411.758988,3648.889704,3787.083892,4174.366374,4474.044244,4898.816611,5044.125807,5028.420962,5023.64348,5037.003392,4964.20312,5096.354818,5332.429874,5842.809217,6435.934071,6680.495029,7160.39536,7596.327559,7879.91802,7933.232422,7776.487944,7974.876733,8168.145195,8364.994372,8702.110184,9840.969363,10585.28857,11258.10856,10822.52483,10881.62152,11527.4197,10765.38856,11873.33371,11365.74776,12023.10074,12095.5654,11249.51205,11168.03991,11220.93516,10982.68601,11113.20552
Guadeloupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,902.1821955,909.4140363,916.7038471,924.0520927,931.4592413,938.9257652,946.4521404,954.0388465,961.6863673,969.3951901,977.1658064,984.9987115,992.8944048,1000.853389,1008.876173,1016.963267,1025.115186,1033.33245,1041.615584,1049.965115,1058.381575,1066.865501,1075.417434,1084.037919,1092.727504,1101.486746,1110.3162,1119.216431,1128.188006,1137.231496,1146.347479,1155.536535,1164.799249,1174.136213,1183.548022,1193.035275,1202.598578,1212.238539,1221.955774,1231.750901,1241.624546,1251.577337,1261.609909,1271.722902,1281.91696,1292.192733,1302.550876,1312.992049,1323.516918,1334.126154,1344.820433,1355.600436,1366.466852,1377.420372,1388.461695,1399.591524,1410.810569,1422.119546,1433.519175,1445.010183,1456.593301,1468.26927,1480.038832,1491.902739,1503.861746,1515.916615,1528.068116,1540.317022,1552.664115,1565.110182,1577.656016,1590.302416,1603.050189,1615.900147,1628.85311,1641.909904,1655.071359,1668.338317,1681.711621,1695.192125,1708.780688,1722.478176,1736.285463,1750.203427,1764.232958,1778.374948,1792.6303,1806.999922,1821.484729,1836.085647,1850.803604,1865.63954,1880.594399,1895.669136,1910.864712,1926.182094,1941.622259,1957.186192,1972.874884,1988.689336,2004.630556,2177.767931,2034.323258,2214.098339,2369.385057,2300.477179,2299.714166,2425.171335,2453.586786,2710.597164,2797.806321,2552.989605,2174.345144,2138.871571,2381.912982,2697.429274,3632.205627,3475.971641,3504.157817,3870.575073,4320.422339,4450.583247,4410.686065,2890.417577,2743.593298,2728.696443,3154.760504,3111.745345,3131.882484,3325.325795,3284.728816,3235.638943,3208.682537,3230.99896,3196.742778,3181.364248,3370.83723,3458.319755,3515.01467,3581.548541,3563.341831,3611.473378,3634.341941,3869.609693,3935.883131,4037.150787,4187.72826,4284.692874,4580.055731,4711.722973,4889.523989,5062.383963,5327.118077,5574.985151,5810.920997,5803.907201,6106.486784,6448.440802,6632.110081,6805.295459,6919.007785,6801.922824,6369.819977,6062.569812,5930.695834,5731.519537,5577.62016,5611.322564,5662.163805,5714.906963,5720.268225,5759.557296,5866.307066,5924.01633,5988.271396,6107.749794,6114.312073,6189.869913,6329.714209,6396.20542,6454.688633,6437.927856,6419.838684,6396.540877,6419.527824,6470.91425,6652.076237,6899.328195,6952.844235,6819.504032,6847.101169,6957.282035,6988.751557,7056.934454
Guernsey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,473.8636119,474.7626022,475.6632979,476.5657025,477.469819,478.3756508,479.2832011,480.1924731,481.1034702,482.0161955,482.9306525,483.8468443,484.7647742,485.6844456,486.6058618,487.529026,488.4539416,489.3806119,490.3090403,491.23923,492.1711844,493.1049069,494.0404008,494.9776694,495.9167162,496.8575445,497.8001577,498.7445592,499.6907524,500.6387406,501.5885273,502.5401159,503.4935098,504.4487124,505.4057272,506.3645576,507.325207,508.2876789,509.2519768,510.2181041,511.1860643,512.1558608,513.1274972,514.100977,515.0763036,516.0534805,517.0325112,518.0133994,518.9961484,519.9807619,520.9672433,521.9555962,522.9458241,523.9379307,524.9319195,525.927794,526.9255578,527.9252145,528.9267678,529.9302211,530.9355781,531.9428424,532.9520177,533.9631075,534.9761155,535.9910454,537.0079007,538.0266851,539.0474024,540.0700561,541.0946499,542.1211875,543.1496726,544.1801089,545.2125001,546.2468499,547.283162,548.3214402,549.3616881,550.4039095,551.4481082,552.4942879,553.5424523,554.5926053,555.6447506,556.6988919,557.7550331,558.813178,559.8733303,560.9354939,561.9996725,563.0658701,564.1340904,565.2043373,566.2766146,567.3509262,568.4272759,569.5056676,570.5861052,571.6685925,572.7531335,573.839732,574.9283919,576.0191172,577.1119118,578.2067796,579.3037245,580.4027504,581.5038614,582.6070613,583.7123542,584.819744,585.9292347,587.0408302,588.1545346,589.2703519,590.3882861,591.5083411,592.630521,593.7548299,594.8812718,596.0098507,597.1405707,598.2734358,599.4084501,600.5456178,601.6849428,602.8264293,603.9700813,605.1159031,606.2638986,633.0720648,643.062393,656.6719078,685.1493921,697.4471981,712.6735203,726.3390817,735.7991107,764.9408459,783.2024519,820.0834348,865.1198192,803.6809352,840.2444366,881.1301287,882.9628587,893.3354369,902.8279054,911.4508993,924.7855278,934.5649024,934.8117212,956.2855792,1002.80076,1023.634004,1100.947744,1102.472466,1108.330611,1087.295106,1101.212293,1084.201405,1080.496387,1069.695829,1050.164961,1017.987363,1009.910189,1015.360492,1048.55551,1063.336753,1051.791762,1005.154942,1001.213484,1020.40994,1027.523175,1040.474996,1056.731791,1095.872778,1130.891339,1146.906001,1142.72538,1178.192446,1191.833443,1177.701321,1181.609793,1192.358303,1197.312321,1192.610148,1223.74515,1190.552497,1184.00408,1200.277049,1215.660433,1216.222148
