"Inflation, GDP deflator (annual %)",1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,-3.655831681,2.091562474,0.4035999074,4.083105227,10.5890553,23.64185119,0.2628748403,15.93990156,22.94621374,-11.39440813,-7.496523932,3.710516469,19.88984172,10.82215416,-14.16990027,15.20458907,8.254016681,12.68148944,21.88907084,11.76291541,7.158615175,6.138602356,18.6293396,18.33123063,41.13735898,81.98835306,62.01290026,34.49030307,80.87733895,106.3889117,92.65458764,165.5339468,143.6583346,65.4086147,38.04492887,22.91276204,25.96954523,19.49074427,21.35214538,30.03857177,24.29956122,20.48821498,20.5106705,19.14321485,17.01866156,13.29364655,12.81038988,12.33122274,10.73635963,11.71598346,13.48019481
Zimbabwe,-2.041298387,0.4696201462,-2.347738385,6.144004124,2.704147562,-3.729969395,0.5765624803,3.866208383,5.080333771,-12.05314317,6.163250109,13.45357305,20.45065307,12.8537562,11.933752,-1.667907331,8.509998099,2.481225956,15.18072887,12.74093665,6.599080155,3.858761446,-10.50150403,-16.5947481,-17.01665836,8.025882767,7.189361643,7.785115868,0.7929333356,-0.920431497,-6.777299399,-14.12965879,-3.791121858,-3.89567271,3.03853837,8.984383185,-2.879048062,-27.04864951,8.006813084,0.6279007212,-0.1308899807,2.712949121,8.801276122,7.611525198,5.136600924,-2.017679346,0.8948878236,1.349222478,24.7066016,17.50953032,21.15629318
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Trade Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
U.S. Pacific Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wake Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
