GDP (constant 2000 US$),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Sierra Leone,488526149,497363800.223358,519948926.57497,528786577.367394,564137222.771778,604643154.22855,614922087.850435,615145191.130082,627570655.452055,681073857.838416,739785783.692084,765426141.191624,772316772.536014,789745013.766933,817384733.406474,831028654.454415,827295870.3382,827682017.389169,847598796.009321,885836228.978983,928741740.002856,955502769.796045,1001192576.37558,980139482.682833,1020256927.58127,966067608.195962,978008657.0217,1048731091.21823,974480929.959976,981594640.748684,1014478061.21377,1038318295.65229,840933987.648789,852538876.678342,835914368.583114,769057937.383837,807510834.253029,672333654.07191,666703294.85034,612555159.651901,635876870.130491,751415299.601966,957766830.812083,1046724724.88505,1125375032.20185,1206157644.07058,1293976843.30015,1377335079.35112,1453557724.74718,1500071571.93909,1574302613.6765,1668760770.49709
Singapore,3705795365,4217950558.18505,4216235949.08709,4591736529.56014,4617455666.02957,5250605184.32029,5820947343.23755,6535267252.19881,7423671459.25922,8440042997.74471,9603756794.5347,10761031618.6193,12214093125.8119,13569873937.2658,14449518821.0963,15119171982.4613,16238161022.8919,17449848066.7756,18963876783.999,20745905986.7998,22830334871.7036,25278942771.4246,27095545197.0402,29416997888.0197,32013064063.5714,31804986630.2886,32214412480.3331,35684612707.2197,39636111641.6465,43690170069.2554,48105739108.5784,51225740432.5577,54827446525.4192,61121397323.072,67585023752.8275,72504108855.9626,78033678182.0886,84672375058.9161,82834715452.2908,87967794882.5461,95922652585.622,94815323306.5769,98799423165.8727,103324686776.24,112788294399.096,121101240196.863,131714117434.494,143379969740.134,145818948185.179,144390308367.256,165706962574.315,173808582448.064
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,25397205025.3926,26285694970.2128,27380932820.4002,28054474187.7871,28599163478.9214,28944720185.7174,28171611566.5695,24065936364.53,22448347451.4679,21617758595.7635,22959255151.8847,24300878164.8689,25987692368.1335,27141951768.6878,28325599406.0845,28336290313.872,28724041827.8976,29724210072.1606,31086438645.0801,32570824493.5798,34218193031.4832,36495488120.9069,39541185361.9993,43690611893.4676,46203030728.0283,43924489377.4449,45761806913.6237,47294463920.3226
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16709399038.274,15222244612.8166,14390547008.1536,14799730411.4642,15588184207.845,16155992416.9132,16745318458.0728,17575439822.3876,18193202384.6451,19162102396.0758,19979467790.4398,20566790943.1662,21353851323.2099,21979529730.5689,22947026191.5305,23866572257.7742,25262671896.795,26998265241.5445,27967310657.2186,25727727934.2561,26082652065.4858,26037113239.0156
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340865987.838564,361332195.734629,407186864.058722,423378484.229659,462303139.120591,500321063.281951,508352106.886736,501033494.569472,509971268.90383,507510142.637847,435101217.233417,400386383.586928,389175564.846495,414471976.561517,434774351.440912,458344309.157495,490183884.101841,542633559.700738,582245809.558892,575258859.844186,615526980.033279,670924408.236274
Somalia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,38336071006,39810250010.22,42269436972.9571,45386200940.4155,48989793258.4041,53347940265.1974,55715759234.2195,59725342237.2871,62205953376.0195,65139570532.1041,68558449203.8473,71492066359.932,72675108212.3684,75997832835.363,80642114219.6601,82009298220.6551,83854496457.626,83775592976.0096,86301014759.541,89572293904.2244,95502508097.5803,100622149784.448,100236410771.475,98385496370.2475,103402247100.493,102149590533.357,102167759769.745,104314077373.816,108695313127.938,111298413500.745,110944725837.355,109814966801.741,107468175151.235,108793916961.368,112312420210.158,115811733478.944,120799393016.096,123996668248.526,124638205611.992,127577334783.61,132877648090.737,136512414037.537,141519467703.418,145692982131.422,152328632238.685,160367192373.549,169353717105.787,178749049656.75,185217195736.416,182369831415.992,187639624488.963,193499101149.641
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,113021529146,126401779751.76,138983102660.465,152320614542.602,160406569971.712,170437009178.879,182786977653.701,190720551066.216,203302424226.563,221410602776.667,230977558793.231,241716799131.623,261416103994.77,281776406454.503,297608819074.593,299222463973.924,309108150346.027,317882414864.927,322533045314.498,322667046530.842,329793884331.166,329357010934.396,333462320000.318,339364989095.631,345421593730.252,353440334464.508,364938885629.609,385182493101.76,404804938151.209,424344995165.535,440391149058.797,451603510207.156,455799879732.951,451098341465.482,461848895995.916,474584351740.953,486055114048.995,504859099130.394,527417014906.914,552447896215.248,580345494748.48,601640869725.447,617946434914.208,637037529120.397,657800500119.27,681373742384.276,709148044935.776,733820614902.305,740341770865.04,712647416141.204,712152291145.903,717193989758.722
Sri Lanka,2708601390,2823071267.55042,2930856681.3283,3004618974.82893,3121994086.0552,3201197958.18681,3362019679.18335,3578500632.42313,3786093205.64099,4078258886.44911,4235134590.59232,4290483611.62392,4272872021.2901,4574425143.28695,4750350420.65147,5041367313.56612,5209502382.27817,5475218413.25154,5784778418.14409,6155209085.23413,6515044618.63213,6886370990.99544,7171570535.68275,7516808381.95006,7900102158.2126,8295059639.23014,8656355059.74244,8805730046.23028,9023468716.49127,9230944960.50476,9821725437.97707,10273524808.124,10725559899.6815,11465623532.7595,12107698450.594,12773621865.3768,13259019496.261,14108314847.408,14771179511.718,15406424815.0149,16330810303.9159,16078438392.6604,16715893244.8383,17708862282.2132,18673120685.2821,19838649830.4125,21359771931.3257,22811733077.2151,24169041085.6632,25024372772.5984,27030316335.594,29260877188.4763
Sudan,3292300613,3322278876.03184,3552042477.15518,3450916780.1045,3412251040.38364,3643501793.71817,3513241284.41405,3563272664.93948,3633227616.80035,3683705861.63056,3901968151.15895,3989657649.01819,3787342666.03916,3811286056.18649,4247498788.4185,4914928084.07479,5734011626.51177,6090888087.49413,5729638366.78045,5442090768.53797,5525045072.71144,5935973821.88176,6289678678.70483,6419403473.49152,6097861522.56615,5714852210.55911,6024243459.36475,6880944178.35128,6858161938.53197,7470691384.65809,7062040511.03749,7592464085.41287,8091885904.21858,8461583799.31812,8546726693.2884,9059281793.03606,9595511990.13207,10609444484.4442,11066552696.0975,11410069395.2038,12366140065.8,13128567103.6806,13832329600.4432,14820625397.0719,15088237416.8954,16042683060.5644,17854598587.3157,19669066107.7666,21013966787.482,21846767398.1343,22819076997.7008,21700942224.8135
Suriname,,,,,,,,,,,,,,,,907505602.482957,878210986.619276,968362652.333103,1040421999.59142,979146529.58427,927624938.990791,928794914.705248,911722852.147818,884191580.172116,850268218.377891,836172405.562556,808389565.535649,699731518.738873,758798086.201544,838092030.729892,833961022.229684,857156435.673106,855438256.899519,793369048.703696,819141730.307498,828162168.868829,838686013.857048,886795019.517478,900540449.706172,892722736.286352,892164328.184937,932756301.710924,977794062.813568,1036491345.16623,1126695730.77953,1178026321.64044,1223312566.96799,1285842039.68301,1339119702.65958,1379476734.79452,1436104190.95225,
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,257078585.938441,292410532.170041,308271744.179921,336073763.778788,355376107.02046,404803396.380858,396223848.258525,400224081.846282,405535575.527093,418135335.828036,470189234.808918,539031708.71099,545352233.610187,551909285.428689,585916600.270942,608136990.301177,682721812.18859,782444189.44433,833849373.239883,941508542.676736,1139394803.28578,1159452440.00801,1196858779.75723,1234034571.95792,1263659931.94421,1324639758.53076,1375533129.86907,1418213244.79095,1455144080.22132,1498083561.1353,1524452436.99858,1542103733.68301,1569510073.51468,1604668574.66572,1651311225.57798,1691988458.67199,1747867420.74729,1809106613.32595,1851757909.80426,1874121022.01181,1911603442.45204,1936454287.20392
Sweden,85028727553,89859666462.0015,93686585669.7763,98678111216.4834,105409395859.48,109437566535.853,111725727098.459,115485854141.769,119687520925.795,125683446286.166,133277251110.134,134536249651.018,137615432995.26,143075987405.334,147651837382.362,151421186026.51,153023380962.65,150580732109.073,153218225974.93,159101811235.84,161806496552.817,161479205872.849,163405836616.982,166363076144.015,173468954448.99,177267361611.454,182339143634.388,188642802914.447,193672781454.894,199055234724.514,201066288111.33,198811754928.95,196419066334.932,192377179376.904,200096549277.32,207977423363.739,211330470498.134,217054182928.456,226181208631.872,236720886164.245,247260155857.763,250381346603.92,256599359724.735,262592755596.961,273713195656.777,282364681256.964,294498396948.405,304258796391.372,302392423837.85,287188905095.798,304858727344.932,316798617621.227
Switzerland,,,,,,,,,,,,,,,,,,,,,180443573548.081,183333081216.248,180932485875.178,182088788225.367,187566850047.963,194457298195.76,198071545302.582,201211926408.1,207806840967.551,216806527277.949,224773355503.908,222646556202.037,222868802727.972,222455843363.335,225104895207.84,225893296078.28,227312869348.65,232031125325.675,238153464127.783,241275975775.699,249918732454.998,252797994166.272,253918245869.848,253416009483.065,259834269511.487,266695570075.793,276377653101.61,286450319615.703,292452808698.484,286960456155.85,294748691280.199,300938413797.083
Syria,2203477369,2442181479.5897,3041036057.77685,2777902912.79046,3035452396.06448,3105248795.54171,2867415755.89533,3104197850.73391,3219955878.65077,3824274467.1051,3678653011.36351,4043428383.89873,5055401755.13901,4623408750.13281,5738909209.97338,6859408729.50466,7611317847.16895,7514369603.02045,8170120907.72468,8466888755.40838,9481493125.62148,10382966156.4273,10603308414.0431,10754848135.7518,10316938481.2022,10947826495.3882,10406379514.8882,10604886043.5726,12011760884.0238,10935721637.1201,11771295228.9809,12701377130.4452,14412295022.0416,15158705922.4597,16318792154.6732,17257125197.0435,18016438705.7135,18340734602.4163,19503035377.8522,18809964412.8114,19325894913.1254,20331023655.0136,21530554050.6594,21659737374.9634,23154259253.8358,24589823327.5737,25819314493.9523,27291015420.1076,28519111114.0125,30230257780.8532,31197626029.8405,
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,2087356037.2025,2160413498.50459,2134488536.52254,2431182443.09917,2273155584.29772,2259516650.79193,2099090968.58571,1490354587.69585,1245936435.31373,980551974.591909,858963529.742513,715516620.275514,727680402.820195,766247464.169667,794598620.343944,860550294.273467,948326437.027405,1034624142.7969,1140155805.36218,1261012320.73057,1393235590.93855,1175016606.00347,1430152675.43226,1733997805.17718,1801623719.57909,1918729261.35173,2060715226.69176
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6794262917.11312,7050029099.65105,7546708700.56625,7703075615.25982,7748086391.03684,7841512879.38628,7964441278.57423,8248764813.07222,8623618942.83119,8927625500.66469,9258707527.6669,9706864370.39329,10185786170.7327,10796712193.0032,11570140451.1804,12366886532.6936,13335003310.958,14317775888.1269,15282420026.2719,16374822017.8074,17592588001.5284,18652005227.0243,19965679448.7682,21228077944.0511
Thailand,8764726641,9234702981.96319,9932315403.05758,10726883845.802,11459639925.6818,12397227907.6934,13776112395.572,14963060547.257,16178399797.2073,17238191546.4542,19204716560.9107,20144859060.027,21006757943.4006,23157099913.154,24191357185.304,25393763440.4938,27762192462.358,30494953638.014,33634638293.4627,35441410411.7104,37274986913.5173,39476772125.6852,41589706661.2913,43912159722.247,46438174778.8723,48596267188.2765,51285501317.3808,56167342576.79,63630922388.3885,71387853266.2568,79359850155.5992,86151673510.0468,93115648058.0059,100798662359.309,109857624322.703,120005700843.93,127087651038.977,125344804675.296,112171099813.342,117160062361.446,122725247705.559,125385028150.521,132052469495.688,141480983231.291,150456640790.213,157384716142.48,165400160325.429,173743467321.815,178059776977.337,173911253778.412,187494613810.623,187589623452.591
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278200000,316200000,276900000,283600000,283900000,295700000,314100000,304215734.265734,339579440.559441,389275332.167832,438971223.776224,480540052.447553,531477298.006993
Togo,278575742,312474881.78874,324266598.942888,340478937.527321,389119796.951785,449276599.638286,491547772.874112,518584726.696835,544636825.40965,603625722.90399,618863062.921407,618863062.921407,666052346.610442,691611998.740229,725036563.198313,742731379.112103,727494077.150836,778121010.939682,864067857.689019,819415054.464082,938860827.38891,907735843.860199,875217091.888146,827832770.429557,873823475.669405,922369194.718477,937002621.689056,941782854.710247,1004339554.33793,1045115958.1079,1042569468.87631,1035271821.52225,994060892.629794,843999175.240751,970450628.735637,1046590557.81418,1139069514.40102,1302837839.27973,1272874177.2292,1304463750.23902,1294243542.77752,1273188707.65101,1261447985.01746,1323945134.42972,1352000396.66563,1367959503.35847,1423394865.93377,1455997068.99374,1490639146.89354,1538732720.96132,1595792895.06499,1658132199.61106
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,120953144.03016,126687844.524801,129199320.615735,131445316.419495,140066096.542268,143033612.390311,147304098.972951,144532028.735097,145095563.57781,142129676.443185,151247214.158523,151628333.098393,157296255.793886,165086392.073354,171214197.654485,171231689.972007,171006374.892236,175655710.925062,182474154.764476,188623258.458914,195417047.051819,202718153.059468,207980248.81996,210125331.112132,208129393.614022,208373017.431462,206383106.849527,211928828.502575,211643620.273869,210629397.151959,213070903.269142
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,2811586619,3206251028.17464,3294181287.40685,3478806874.08118,3744257234.64301,3770236777.1842,3923188550.31501,4003320232.98436,4212099333.41362,4327118341.2078,4480022976.33362,4526630109.85678,4788285048.29299,4867599455.48279,5052938288.93602,5127618867.69082,5456050479.25957,5953740037.69776,6550094967.09682,6785857161.93895,7490962394.6484,7833839691.66244,8150005669.24408,7399928179.06027,6974242085.78336,6686947973.71092,6467666525.77073,6172490289.08522,5930636563.64011,5881644247.06465,5970341067.78484,6130454891.86634,6029472931.77768,5942107678.42592,6153767073.50469,6397137667.44129,6649611422.86495,6829447788.23268,7360039023.97187,7683040987.54558,8154315708.34827,8488206225.9841,9168418142.39571,10491745685.9716,11320593595.1634,11973198488.8101,13553660689.333,14204236402.421,14587750785.2864,14106355009.3719,14103533738.3701,13906084266.0329
Tunisia,,2957595859.46744,3099883114.02582,3472635640.05199,3642979536.35427,3737795915.02396,3866931819.16946,3873194382.25404,4276383394.53866,4479418248.50627,4688590613.09811,5183714987.7545,6103446975.32647,6063491111.00981,6553104840.58036,7022051566.87134,7575168218.39405,7833564437.85073,8338083138.10498,8885688503.24718,9544894531.7686,10071206990.0348,10021481642.7393,10490679115.2456,11093771860.2793,11720411662.9484,11550818722.7028,12324881908.9298,12333775383.3916,12549209349.126,13546848859.1688,14075791707.7604,15174509838.9101,15506805689.5644,15999675713.0567,16375935319.3009,17546172836.3245,18500850172.8069,19419465919.2465,20588036338.4733,21473261837.0176,22514700517.9835,22897529290.3674,24150166366.5145,25589278230.0946,26612888891.121,28117653870.4558,29877676522.0886,31228376125.9798,32195585570.0163,33161453137.1168,32564546980.6487
Turkey,44566050533,45081264989.9579,47592935467.9699,51907856545.5801,54741536059.2346,56287179430.3188,62598556528.913,65561039656.8246,70004764348.6916,72861760698.0058,75217752385.3623,79404894949.2383,85301334432.2789,88084149121.997,93011994443.1024,99684779522.8184,110112983273.625,113864169357.532,115575471186.415,114854149223.134,112043265797.353,117484813541.968,121671065034.858,127719432121.036,136291980543.204,142072580798.046,152034754423.101,166456070030.551,170319077300.562,170813418317.428,186641240190.046,187985577936.716,197451845375.529,212559409689.118,202636823219.328,218601092942.578,234733120142.471,252520406456.209,258349119484.42,249654780791.612,266567531989.763,251379908800.546,266874563573.829,280926215534.274,307228800117.145,333040988666.588,355999132580.237,372619233719.763,375074194704.613,356973581802.801,389661484658.408,422738755425.99
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,3568056335.98811,3961385380.90018,3792815790.22358,3820910722.00302,3641327918.06887,3448337538.41122,3103503784.57009,2566597629.83948,2381802600.49104,2222221826.25814,1971110759.89097,2103175180.80366,2449271103.73262,2904662604.82053,3497984789.26589,4050666385.96989,4743330337.97075,5559183156.10171,6281876966.39495,6998010940.56396,7823776231.55052,8973871337.58845,9521277489.18135,10397235018.186,11426561284.9864
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10303724.4328154,10675616.8118965,10973331.1962282,11424413.5967309,12599232.6487067,11968719.6933375,11255225.0965251,12381097.9401056,14300308.4716504,14076705.5912267,13940067.4077395,15776371.9950413,16650385.219091,16117572.8920801,15905983.1508752,15253887.7201643,15648727.4222308,16503167.0585124,17754310.5660117,17446568.5208095,16574240.094769,16739982.4957167
Uganda,,,,,,,,,,,,,,,,,,,,,,,2525527942.19199,2670608352.23558,2661403388.02452,2573407278.59727,2583445804.4411,2685799415.78411,2907836428.71914,3092831273.8934,3293065505.21714,3475965508.06662,3594786414.54892,3894098846.97056,4143462752.56261,4620924067.6882,5040139593.85244,5297186807.08135,5557027883.11418,6004588040.08952,6193246632.3273,6514283550.47463,7083155462.73458,7541666437.92774,8055045270.39805,8565136257.31832,9488864308.9798,10287107993.9557,11182997488.1864,11993479807.8256,12701095116.4873,13552068489.292
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,72112790854.9577,73963539143.7936,76828223357.8163,71953291930.009,65901556790.2327,59509765723.3159,51043842843.8538,39337424682.6197,34538258871.3401,31084432984.2061,30151899994.68,29579013894.7811,29519855866.9915,31261527363.144,34137587880.5532,35912742450.342,39288540240.6742,44042453609.7958,45231599857.2602,48533506646.8402,52367654044.5918,53572110087.6174,45643437794.65,47514818744.2307,49985589318.9307
United Arab Emirates,,,,,,,,,,,,,,,,29899277858.1594,34840688593.6677,42310298855.886,41637732956.1522,50349834438.7623,62370744062.633,65276707224.3628,60890558869.6446,58000802115.1372,60330666086.791,58162094453.685,49462128951.1936,51134929099.6139,49795752493.7406,55939498315.2659,66192081450.266,66761387588.9516,68994519207.6616,69864671839.1003,74682643385.8465,79677333794.0054,84297347540.679,91201636369.6208,91467939985.1243,94122535023.5118,104337375342.526,105797143934.258,108371671742.296,117908964948.073,129188651375.734,135460942808.335,148879963946.289,153663846359.676,158726511688.564,156171920100.647,158408504665.184,166170521393.778
United Kingdom,525328308407,540685152092.259,547865414029.335,569540291077.481,598235339601.582,614919984601.969,627521608579.366,642023413952.075,667606364862.544,681308622664.556,698034860534.241,712164697965.528,737563854132.885,790136598710.653,779390904885.551,774506863836.181,794985820712.234,814021126299.222,840405929357.815,862994117013.347,844981955753.674,834702785337.98,853087644936.952,884575705039.151,908384297621.769,941301820438.177,979088489570.556,1023755772168.63,1075271265415.86,1099802690059.72,1108373235034.1,1092939524264.46,1094542217420.94,1118865516281.64,1166755632863.11,1202368820763.07,1237061020916.04,1313849464800.98,1364288187529.4,1414162353492.74,1477200786805.87,1523742447714.47,1564235998289.97,1619369390629.92,1667227104394.84,1702001557851.33,1746374722576.21,1806906922656.32,1786979190485.25,1708828582043.52,1744580105044.86,1756002097874.62
United States,2479391093100,2536417088241.69,2691138530624.43,2809548625971.9,2972502446278.28,3162742602840.08,3368320872024.69,3452528893825.31,3618250280728.92,3730416039431.52,3737876871510.38,3867133210851.31,4080667877147.54,4321881320296.47,4299436671117.84,4291008838422.31,4523528306790.58,4733336983895.11,4999656497073.87,5157035183409.36,5142219940670.9,5272895704465.81,5168479293069.61,5401885901721.62,5790542060028.14,6028650512183.97,6235265484267.03,6432742911427.57,6696489717783.49,6935219168137.94,7063943223308.63,7045490705406.83,7285373438130.15,7494649831064.43,7803019793692.48,8001916645307,8304875052204.23,8679070823885.79,9061073430064.26,9502248293168.19,9898800000000,10007031114616.3,10189959441123.5,10450068972316.1,10813707774621.1,11146296666995.3,11442690235792.8,11660926745592.9,11619053724200.4,11209194913112.4,11547905073444.4,11744219459693
Uruguay,10614613898,10879240249.8317,10707941295.0238,10726193928.8745,10987968920.3806,11102859567.1331,11442924162.2461,11024475409.2192,11232718018.9973,11891487796.3464,12168941584.0343,12138310953.0811,11978137460.0711,12011101245.2422,12358864021.2983,13112373367.6286,13628406909.8067,13826763085.5804,14569811305.1833,15473010914.2299,16377160976.6263,16632572596.8347,15009587543.7135,13467442600.3144,13313561255.8373,13508809424.5976,14698909639.9628,15873813653.5141,16108894904.6533,16286721165.2734,16335149464.9935,16913219121.8734,18254706048.6664,18739833279.3008,20104344754.2967,19813314465.0125,20918492778.75,22706539276.0293,23732622829.581,23272396922.8821,22823255805.9664,21945900192.3338,20249041605.0781,20412103881.0425,21433558291.4868,23032530046.2432,23976536116.9493,25544963828.3674,27378107386.2999,28040043322.3545,30534154732.5947,32274699322.2045
USSR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,12285308446.0473,13408011465.8702,13822492516.5271,14043652396.7915,13974557626.9993,12409407172.7754,12123990807.8016,11493543285.7959,11390101396.2237,11583733119.9595,12186087242.1974,12710088993.6119,13256622820.3372,13760374487.51,14338310215.9855,14911842624.6249,15538140014.8592,16734576796.0032,17905997171.7235,19213134965.2593,21038382786.959,22931837237.7853,24789316054.0459,26896407918.6398,29128809775.8869
Wallis et Futuna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vanuatu,,,,,,,,,,,,,,,,,,,,139843102.093933,123901258.829354,129104682.024543,142919034.081848,162689159.412696,178284601.999182,180038903.453143,179801032.069555,174597595.553568,171609336.297244,174240788.478186,194638259.620855,200748580.786771,205952017.302757,207498181.296079,226290020.599529,228579532.666563,233901904.874344,245394066.093937,255949608.740653,256806497.86822,272014693.050806,262525439.378867,250979651.800768,260354653.589032,272033735.031418,286308873.163988,307381998.375251,327382425.345338,347592314.102164,359588761.888094,370549549.600915,386483180.233754
Venezuela,41118729573,42431452970.3261,46052100592.5443,47848570686.7957,53173803147.2569,55387357767.148,56223845460.8776,57817155664.4669,62059334863.2819,62497496637.6614,67317250051.0812,68313068112.5509,69189391661.3099,74108728186.1144,75642284607.1598,77833080426.68,83847818124.3389,89105733312.1383,91196952546.4624,91894021273.778,87831090370.2177,87512429634.7376,85700041807.0529,82473592071.0337,83662996973.9042,83824717711.1654,89281995939.8547,92479764606.6856,97863352351.6474,89476578649.589,95263870747.2953,104532938619.388,110868129421.781,111173447020.576,108561418117.643,112851399251.396,112628137002.049,119803598482.404,120155887146.23,112982030193.716,117147614565.563,121123881198.562,110397577419.511,101835914043.14,120458247112.484,132887025219.739,146005830495.295,158786565931.769,167167089250.137,161813893108.632,159404822025.478,166062245436.4
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2907788315.41748,3082508701.55401,3171895902.01652,3573173158.0027,4003988813.39283,4355166734.01169,4113261232.92671,3504929190.6726,3151496301.34161,3344165596.52436,3552819407.49858,3775940953.30183,,,,,,
West Germany,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Western Sahara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,11453473961.7551,11889376649.7412,12221006030.9648,12658942070.8875,13308980223.6565,14289121788.1742,15017998193.5695,15913197627.5608,17289060246.775,18684759513.642,20336301848.0562,22276482694.1765,24357110075.3051,26342722183.5203,27861236671.7786,29191217010.3097,31172517272.2098,33321830052.2719,35681076633.4434,38300485720.4024,41283942095.669,44769045610.3933,48453031029.1805,52550385537.2255,55866678638.5356,58840794626.5553,62832215474.3606,66530108957.5728
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
North Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Yemen (former),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yemen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5553970146.15644,5903508917.69982,6388045205.37674,6643692625.05894,7090278264.42886,7492252464.96133,7839515920.56616,8249609780.88527,8745138645.22856,9075314020.7287,9636342274.82408,10002874610.567,10396510882.4312,10786109544.037,11214608928.4517,11841701606.4035,12217132023.8492,12624992173.6963,13085486427.3619,13591425749.8823,14638265256.5694,13104223693.2847
Yugoslavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zambia,1666817402,1680283119.63222,1638429961.49395,1692045829.63417,1898713119.0197,2214800544.00129,2091429299.08764,2257064143.7587,2285239763.72064,2275255181.22967,2384401745.68447,2382350216.84672,2601737630.32138,2576707653.94776,2742342498.61882,2680109733.87947,2846838693.3011,2716902250.44055,2731947474.50871,2649335272.98275,2729759075.19308,2898129461.4623,2816611374.68691,2761217379.03571,2751916639.49066,2796368638.5637,2816611374.68691,2891974365.50557,3073612018.14645,3042153544.48933,3027518592.22582,3026424647.28974,2974039594.56348,3176193214.83987,2902232519.13781,2820351878.42908,3016243929.06434,3115744351.30411,3057831836.97128,3125850011.52551,3237716324.83103,3396364424.74775,3508444450.76442,3687375117.75341,3885776053.15719,4093330085.16847,4348147615.28573,4617450196.35594,4879795903.24311,5192250555.0022,5587389858.07043,5917195990.60587
Zimbabwe,1459732283,1551931300.0183,1574193281.9836,1672491323.42006,1653990694.51582,1735211093.98356,1761640601.72749,1909037241.65153,1946647825.52467,2188581822.04903,2682438619.8623,2921647386.43374,3165014037.01394,3247453649.22815,3462602451.9764,3395731870.91043,3411516509.93211,3177462512.46868,3091451041.12403,3193377319.72201,3653884132.72613,4111548671.50318,4219859085.84149,4286756718.33008,4204992856.00985,4497003856.86521,4591397251.68669,4644232161.94646,4994981979.09132,5254709383.64442,5621937534.70805,5932930867.00848,5398043355.21063,5454801525.25915,5958563295.2104,5967979332.97207,6586303609.91923,6762855657.1298,6957978372.05691,6901074576.25003,6689957610.05549,6786267276.59266,6182695057.3124,5131941405.41204,4833901971.45187,4557833783.58928,4400064590.25522,4239315809.08327,3490273375.90532,3699144987.01638,4032423428.54365,4407438807.39821
Åland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coastline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Curaçao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sint Maarten (Dutch part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antarctica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Virgin Islands, British",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaiian Trade Zone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
