pwt 7.1 rgdpl,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,9645.737979,9732.485511,10134.19168,10756.41677,11067.27395,11261.23241,11464.98934,11824.952,11911.57522,12103.06315,12507.81312,13198.63177,13481.02984,13950.28859,14530.86318,15278.37987,15783.01319,16746.45082,16910.96166,17405.89459,17909.77635,18904.47349,19453.75293,20385.46094,21143.55597,22072.04574,23355.84624,24150.18071,24346.91764,25242.39798,26256.89779,26550.84821,26671.13491,27253.18777,28823.02198,30283.25184,31807.48548,31931.31301,31700.91112,32055.66238,32594.89238,33363.10492,34290.29923,35133.69766,36909.19045,38424.44555,40419.21181,42815.43896,43879.65687,44223.4319,45304.83066,45812.25289,46179.07363,46298.52542,48101.05246,49293.47971,50508.97076,51791.63234,51570.08467,50354.55748,50490.91217
Oman,,,,,,,,,,,,,,,,,,,,,6111.372291,6178.832835,6249.107835,5019.972658,6718.188728,8542.57474,9414.072811,9997.994269,11079.81205,10596.73052,10424.11273,11653.26345,12219.53505,12828.63323,13712.0935,15676.94079,15328.32927,13235.76646,13399.11768,13339.62045,13707.77284,14144.97591,15043.79391,15635.43393,15396.14951,15428.55064,15627.62657,16856.96017,17329.84242,16605.60157,17017.90954,17709.48402,17585.23618,17523.0826,18213.29136,17927.26169,18771.44933,20084.51407,22514.6359,21429.06069,22381.8782
Pakistan,631.4372047,623.7518688,620.3741594,652.1843252,631.8043194,617.3429182,637.8908692,625.0670423,621.921084,632.9609592,617.3448991,646.4060213,655.584639,704.0592402,740.2999288,801.4328431,794.8475309,827.3489842,864.7147593,851.1119641,963.0749281,946.0087866,946.6767081,990.5572668,1005.550738,1003.789931,1026.841594,1042.618643,1085.307892,1072.145822,1169.606901,1188.608576,1229.687011,1268.038284,1303.465257,1367.972946,1389.392182,1431.53857,1504.137882,1527.135773,1552.213096,1569.252629,1643.818053,1637.458373,1660.433598,1705.865908,1741.289511,1722.68102,1732.493306,1761.640806,1780.822578,1756.881675,1776.000794,1815.013977,1924.45079,2025.753027,2118.123487,2190.455247,2208.940355,2245.830346,2297.184838
Palau,,,,,,,,,,,,,,,,,,,,,12239.74415,12155.09791,12044.55094,11875.20218,11621.9665,11538.95388,11840.14905,11977.77014,11854.70765,11756.50624,11786.11459,11687.6656,11560.41458,11698.20557,12235.57122,12996.7993,13643.49934,14193.74853,14374.84792,14582.37783,16365.73872,16144.0153,16169.70043,11906.08562,12199.74497,13872.45161,15757.04842,15743.62343,14551.02086,13195.6914,13310.899,14026.2639,13954.07608,13298.26977,14007.45317,14108.71039,14888.68115,15048.05323,14770.24582,15128.32619,15402.27103
Panama,1828.527573,1674.643872,1825.255203,1934.714974,1891.86195,1995.627923,1975.911112,2012.286732,1898.930971,1821.000518,2141.620681,2321.063578,2490.294067,2536.618864,2593.306155,2736.264269,2897.934575,3079.433149,3302.388707,3285.006453,3418.618456,3555.3853,3537.858684,3766.152356,3624.471451,3824.480526,3885.390441,4089.32759,4259.88252,4320.014608,5200.412439,5515.87706,5685.181497,5291.831215,5306.741152,5629.055896,5752.531897,5716.164856,5214.524485,5244.375947,5531.001063,6187.632416,6276.725887,6293.242893,6264.243429,6319.021122,6244.656225,6490.921047,6758.105045,6845.018832,6949.92363,6844.703912,6854.360595,6954.061698,7389.841538,7785.974577,8333.153559,9302.477087,10188.04335,10310.98821,10849.33174
Papua New Guinea,,,,,,,,,,,1452.84749,1676.780799,1742.798639,1757.350069,1842.423038,1958.509716,2008.160911,2038.076306,2074.352575,2128.036083,2181.742879,2224.26958,2474.783907,2503.179992,2509.218119,2429.951605,2249.365842,2038.878263,2119.195638,2115.987942,1969.997612,1885.708553,1816.444579,1834.099714,1795.069105,1861.668603,1939.942552,1926.122448,1874.7903,1858.21961,1794.45361,1871.924875,2134.010829,2594.851076,2587.582042,2406.443608,2518.093392,2341.710874,2374.185191,2360.12018,2218.480023,2172.187459,2191.240362,2185.16458,2196.188042,2234.376083,2257.283587,2424.178652,2526.567932,2581.334793,2783.876248
Paraguay,,1732.582778,1693.897882,1610.758059,1672.944588,1748.626112,1727.629616,1759.54928,1808.883563,1775.957737,1782.859797,1859.45738,1798.275361,1813.327335,1827.13711,1882.043862,1822.673629,1924.599674,1912.112322,1939.621186,2012.215289,2048.318368,2142.74196,2209.521327,2310.352503,2425.908631,2507.798616,2686.661165,2940.360516,3381.89373,3557.824934,3668.076294,3548.987477,3390.655592,3408.982224,3491.866444,3386.16173,3394.654643,3597.605441,3791.979648,3651.175658,3591.157307,3505.05527,3569.070509,3411.659242,3488.801214,3449.801295,3490.331888,3481.989955,3474.555166,3287.311587,3306.283695,3266.780594,3341.84159,3422.973321,3435.351221,3498.962217,3658.382979,3768.358471,3614.563649,4068.754577
Peru,2679.818697,3037.79532,3139.06976,3096.695642,3076.669817,3247.461279,3431.9794,3432.616918,3301.928279,3123.138363,3462.63859,3635.159567,3887.035436,4046.994196,4153.378252,4301.746365,4601.929535,4637.924708,4626.201599,4712.948142,4949.127511,5027.620687,5010.513451,5199.870256,5530.712165,5566.822575,5495.096853,5340.332006,5053.313009,5141.78366,5314.155376,5457.209115,5337.671673,4569.402678,4619.973053,4608.081318,5050.664477,5424.294495,4874.337026,4077.803645,3839.573285,3851.933337,3754.584671,3855.051487,4273.680096,4550.752226,4585.897712,4826.44689,4721.967958,4703.450588,4779.28925,4731.669469,4914.839467,5053.52661,5256.105671,5561.445908,5917.107833,6374.043041,6932.466031,6888.995251,7410.974683
Philippines,1007.923141,1018.587153,1109.016173,1167.012814,1240.886071,1256.30632,1370.994751,1344.001229,1390.316428,1471.150466,1466.488356,1507.923952,1534.396537,1602.732783,1611.055616,1649.584377,1665.99054,1695.594899,1717.662656,1744.002474,1760.28251,1804.554147,1861.30922,1985.455007,2005.558556,2126.074877,2275.69056,2327.286842,2361.590703,2386.720688,2449.905245,2503.923654,2481.771959,2502.422057,2277.97042,2031.995903,2099.460615,2093.187173,2185.374341,2271.25236,2334.270944,2268.022092,2272.088491,2279.15489,2372.44502,2365.185088,2430.622037,2560.591916,2393.244299,2413.206955,2464.294915,2489.787682,2532.138261,2602.742913,2715.039589,2787.847583,2864.198219,2987.59846,3057.830576,3032.382066,3193.631967
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,,,,,,,,,,,,,,,,,,,,,6004.308813,6403.806257,6650.425906,6865.556598,7280.564726,7634.048191,8197.755021,8672.317797,9040.46218,9278.373079,8638.987987,7948.550328,7206.597352,7545.729671,7869.458102,8035.059827,8309.783706,8430.352739,8729.159702,8704.574874,7627.434584,7459.113189,7604.161377,7907.30172,8278.046438,8785.941506,9298.371307,9894.84888,10344.76144,10818.39889,11271.10438,11467.59626,11664.81622,12134.24546,12789.02059,13249.96678,14064.44995,14997.43666,15775.9764,16085.50925,16700.89861
Portugal,2712.500519,2941.097663,3061.242522,3216.099527,3330.381019,3427.306734,3569.439663,3740.916841,3729.346262,3905.949492,4181.731806,4477.39414,4695.657853,4956.311772,5179.981521,5557.820418,5733.118553,6112.737689,6915.649295,7125.453586,7768.614551,8358.392563,9033.957827,10185.7548,10282.74373,9033.19531,9505.399147,10128.40647,10240.13869,10657.10721,11181.08244,11369.30956,11613.16366,11279.93313,10805.53246,10993.94426,11699.58449,12596.2508,13685.49219,14308.48703,15213.11467,15661.38821,15917.31962,15597.23108,16094.65167,16340.40121,16881.48119,17630.22283,18527.37787,19227.73014,19822.19112,20095.25858,20060.0199,19695.80702,19925.36058,19949.4889,20150.30173,20550.72845,20468.52166,19574.19245,19785.70347
Puerto Rico,3263.174694,3389.125818,3630.281935,3893.702408,4038.68154,4277.267365,4529.701112,4621.932752,4957.322431,5455.349056,5703.735953,6101.114043,6567.791018,6908.516931,7382.484035,7821.82732,8323.467916,8583.300402,8684.771806,9837.195632,10418.44567,10928.15213,11449.89242,11321.3087,10548.53879,10638.4567,11523.13617,12086.6777,12825.26913,12710.04989,12555.79734,12039.82297,11764.04626,12717.32245,12841.60416,13776.89716,14509.87543,15505.266,16565.75763,17426.1507,17870.49337,18204.19105,18444.90385,19043.84986,19732.03179,19392.96015,19889.04619,21095.25354,22228.02511,23080.00733,25283.76204,24972.77123,25539.23739,26252.09568,26139.94294,26053.65767,25383.33866,24590.77958,23975.16633,23270.50165,22824.04593
Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44566.52444,41813.78752,43484.86175,44991.63426,46059.6024,43522.44328,47650.56166,44804.29066,44483.30919,43021.55253,42564.94722,52656.74747,59691.9997,60412.86333,62547.48493,60151.3409,60612.43622,58578.7358,69179.40096,71158.08034,81515.41339,100110.9728,109972.6251,118835.4786,136311.0084
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Romania,,,,,,,,,,,1362.354185,1551.157914,1680.155928,1852.644951,1921.819621,2096.475926,2210.118406,2479.466144,2591.436849,2731.403774,2910.499118,3207.532251,3526.284881,3778.679604,4278.665327,4780.764832,4969.236709,5621.750798,6394.31238,6710.292246,7027.521575,6848.239848,6896.71768,7045.417453,7326.390793,7275.096406,7452.584058,7383.27976,7242.990064,6645.826397,6391.23325,5442.011545,5005.198263,5058.644752,5226.374721,5620.943316,5843.65346,5638.950092,5622.302118,5615.088579,5831.543664,6228.533855,6575.159517,6984.17934,7727.161987,8137.130129,8863.713406,9425.464669,10168.91533,9620.320806,9376.188017
Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12393.58913,11491.77866,9881.515277,8431.848295,8320.31441,8061.450095,7755.800977,7854.589664,7403.475046,7713.88294,8525.829269,9070.790192,9621.022679,10418.26959,11353.54486,12214.86125,13228.9171,14374.0049,15140.59028,14544.10848,15062.24322
Rwanda,,,,,,,,,,,758.4011474,727.5043937,776.4140168,691.7558044,588.7027375,599.4541907,592.416408,644.4389779,645.5992471,709.2837963,714.5613496,691.3748741,678.5141909,731.2125278,595.9775045,691.6164209,763.6121101,792.337759,725.6748327,747.5896595,724.3736549,913.4265422,758.9778341,808.9691635,670.2865622,681.6656073,690.0063626,697.754439,644.5770217,644.8155587,714.9326562,768.0567057,817.4912521,681.441115,335.4099224,616.201407,619.5932705,568.4939946,591.6527399,618.0607311,632.513703,663.1888354,732.1440839,734.8219849,765.9501034,813.8927928,862.2639212,887.6968133,944.8541256,981.2475392,1025.138433
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,1929.641961,2067.650568,2180.393189,2281.346149,2417.481108,2504.444477,2663.926834,2820.066128,3105.69197,3355.418321,3569.745116,3726.648227,3689.3408,3606.478763,4063.16886,4349.332353,4843.677427,5217.977303,5661.086826,6135.117056,6346.33386,6438.197092,6722.069393,7060.675386,7447.682546,7543.393863,7916.174863,8425.084406,8425.948208,8672.936504,8124.048812,8594.610467,8524.955956,9140.668907,10108.64834,10494.75698,10642.40634,10822.3313,10989.88959,9938.048871,9637.378127
Saint Lucia,,,,,,,,,,,,,,,,,,,,,3760.102599,3862.761516,3891.72252,3878.415397,4001.852321,4157.285084,4837.111707,5044.914886,5756.396652,5755.58173,5431.762879,5524.745498,5517.910494,5465.863457,5780.909813,6176.302151,7077.974761,7165.242503,8249.353246,8949.99021,9016.864634,9052.480024,9520.589984,9306.091647,9793.602227,9582.997234,10303.74171,10271.89356,10775.72929,10936.07681,10817.04416,10097.99547,10126.51733,10376.34613,10905.709,11735.87501,12526.53053,12633.38601,12354.42204,12214.65816,12364.77593
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,2041.36114,2105.361822,2607.321006,2288.594465,2066.430919,1873.39227,2049.030927,2099.680594,2243.213583,2393.153142,2444.084705,2540.086481,2639.092239,2731.330728,2794.445835,2835.827454,3019.596646,3241.676952,3393.417705,3854.931017,4289.466342,4447.228978,4316.005503,4395.59196,4336.987469,4562.805974,4648.633306,4926.132478,5164.221718,5313.059051,5339.956412,5381.173454,5604.198824,5803.350695,6168.955334,6318.151117,6945.627818,7171.487036,7333.955887,7193.272302,6973.360832
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,3949.814977,4389.400792,4365.377187,4654.218836,4143.060686,3962.104296,4322.677407,4218.076922,4429.832616,4968.959013,4599.400722,4135.108355,4138.467106,4076.906971,4171.233999,4330.755837,4565.610201,4602.90719,4539.468792,4807.506821,4563.76446,4394.148885,4405.675083,4557.741397,4381.522735,4578.279355,4872.910699,4796.603917,4930.530947,5022.55559,5338.04513,5699.208017,5815.091335,6078.795389,6277.932852,6540.891276,6504.407811,6872.694677,6571.054211,6404.404266,6442.458116
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,1308.65106,1377.606253,1377.266206,1375.282236,1399.965258,1585.294223,1613.881747,1866.083515,2000.163557,2336.249038,1810.655916,1584.069192,1604.005113,1507.788839,1407.707136,1474.218383,1361.022002,1243.152011,1149.908221,1595.155862,1531.577737,1462.630478,1440.791532,1425.771356,1333.191752,1351.612101,1363.872404,1307.436271,1293.952106,1265.812186,1388.693965,1210.710934,1207.973102,1259.583702,1290.902434,1297.600234,1439.642907,1432.600946,1539.357093,1584.335509,1615.135626
Saudi Arabia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15635.46492,13893.84609,15251.52197,14538.97701,15624.0634,17775.61628,18345.91843,17818.18017,17267.74439,17177.62793,17113.0421,17266.47397,17491.4888,16734.41218,17031.65277,16585.7333,16090.10285,17588.59662,18365.66433,19552.50912,19926.39532,20361.69566,20658.05234,19821.4166,20188.28987
Senegal,,,,,,,,,,,1413.109208,1413.974035,1396.358076,1342.355943,1343.729966,1338.644952,1349.550976,1287.392259,1332.631747,1205.615211,1261.38732,1215.755501,1236.098201,1142.558699,1155.615328,1219.824852,1312.748583,1253.146666,1157.898851,1230.926393,1155.577349,1107.866189,1266.595637,1261.106822,1170.911505,1186.523445,1207.571324,1217.897699,1251.109315,1195.986542,1204.127436,1173.60103,1160.481718,1108.525758,1130.850375,1143.766996,1169.149413,1181.905555,1218.141963,1267.611258,1282.472893,1309.724986,1276.139304,1330.599179,1373.156765,1415.500169,1409.629776,1442.443781,1452.229945,1443.359641,1468.905098
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10612.20268,9415.996383,6801.598082,4735.02456,4862.298547,5142.947015,5375.316737,5775.153557,5846.053308,5198.283722,5522.349856,5871.258944,6098.671038,6247.093365,6768.123799,7177.238938,7576.283571,8114.792976,8603.309727,8398.060695,8594.697236
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,6014.517557,5954.827767,6347.132317,7234.783545,7288.961285,5855.858361,5672.038733,6843.444123,7765.246554,7119.096099,7881.93231,8873.290873,9274.704761,9926.861041,9888.924876,10202.44584,11232.472,12132.20055,14162.10452,16081.03972,15485.99106,14740.9658,14828.0735,14837.37218,15033.49609,16302.71179,17104.41013,17101.11389,17755.6518,19851.77462,20855.31726,21187.80175,22862.45307,24211.29644,23139.29387,22304.13724,23041.24546,24398.14397,27063.07706,25960.91931,25953.00957,26814.09045,24722.05846,21780.66441,21572.75817,22861.27779,24083.844,25840.71524,26165.33523,27414.21723,32300.07972
Sierra Leone,,,,,,,,,,,,433.4031859,530.4467313,601.8545919,612.8333284,609.1521197,639.6278136,598.9578693,640.9730187,669.4410032,748.2752096,767.5648712,788.323878,783.0721578,759.0455082,765.1453148,784.324382,786.1776095,790.7830204,770.9219969,734.9744985,811.2617779,881.931197,914.2390274,983.8392077,982.3793656,971.2218407,1017.992166,994.0504034,980.6795363,958.068126,828.9316591,754.9577207,810.7298523,857.2780858,800.2002049,601.7451693,513.611803,511.4667027,476.1193179,476.9088194,530.9675909,635.7103721,640.8556884,683.9713327,727.0988185,776.5397455,808.0192437,829.8439943,847.9586673,932.0959811
Singapore,,,,,,,,,,,4398.079941,4514.374642,4677.469406,4872.601,4630.273562,4778.294859,5034.49939,5320.035834,5894.935162,6384.700996,7205.338077,8036.940515,8781.892504,9599.577262,10523.04586,10545.11936,11126.09163,11486.77827,12506.05014,13868.66603,15341.06523,15783.50588,16467.02295,17748.05392,18752.39464,18001.01946,17973.2859,19294.37943,20435.52099,21853.22872,23546.69909,24410.85431,25295.60085,27843.81689,29203.52201,31132.21682,32746.46695,34899.85472,32381.97737,34189.48691,37052.95333,35425.89406,36258.54744,36223.00083,39878.95654,41988.61672,45148.82213,49532.69711,50418.35901,48685.47784,55838.62847
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11700.52043,11906.7081,12071.36913,11930.71569,9572.043788,8593.282138,9491.596611,9728.185937,10252.4103,11009.03139,11652.05311,12165.76339,12116.25441,12283.13398,12708.25564,13295.03492,13889.42075,14486.58009,15375.88336,16623.88541,18342.15654,19395.61775,18530.96697,19288.38012
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15533.55411,13873.7411,13037.61291,13807.9475,14616.25881,15499.75337,16015.51006,16792.56095,17416.08787,18420.53922,19182.2373,19683.9045,20431.98642,21097.42752,22059.05358,22908.74196,24328.05161,26195.33025,27128.93401,24544.44643,24901.64983
Solomon Islands,,,,,,,,,,,,,,,,,,,,,1208.824467,1314.801,1223.951201,1302.972249,1511.636655,1345.022716,1469.310229,1575.642533,1646.824193,1949.716872,1745.882879,1827.763722,1748.203871,1579.499283,1616.146635,1619.523324,1591.628126,1591.437998,1588.261216,1635.403943,1680.889639,1690.053925,1758.441294,1825.100902,1926.724434,2025.944915,1729.639073,1622.158753,1641.755024,1671.549948,1400.886911,1217.194627,1197.975301,1238.433308,1300.905474,1586.086676,1560.545899,1589.795465,1826.426746,1700.436852,1976.045435
Somalia,,,,,,,,,,,,,,,,,,,,,739.7903932,779.236186,800.2754375,819.0553714,875.380549,876.1173707,737.0284886,776.1240809,862.76365,722.1242709,663.9591494,646.1045021,699.7081579,638.2246981,635.7145203,677.9544504,689.9809557,694.6060833,607.8215141,695.8404792,689.7019457,689.2523624,642.5026739,645.5763939,497.5351711,486.8220351,490.137406,463.8728681,458.9831986,459.3747591,454.3998561,452.4722767,453.184048,453.7248496,452.2747733,451.7780751,452.154209,452.0954334,453.1163203,457.3556314,461.7703184
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,3279.665246,3329.825738,3226.56143,3425.157861,3569.253997,3609.665818,3704.154253,3793.960505,3747.940529,3806.136942,3937.991627,4084.736579,4180.048939,4386.150586,4507.515848,4593.005602,4683.285589,4820.736287,4944.001102,5037.148338,5206.377452,5315.681592,5312.489806,5409.501606,5414.578173,5521.220134,5480.813193,5521.769451,5452.411492,5596.618727,6017.052524,6036.80956,5760.938563,5907.603726,5798.324402,5520.064755,5264.777043,5276.550985,5428.769091,5495.881621,5407.729644,5273.060779,5107.940665,5123.735171,5228.220834,5385.302289,5476.701574,5568.28165,5577.095457,5679.829818,5873.624751,5995.739154,6141.263916,6244.035211,6503.455288,6766.794533,7092.037074,7442.442526,7600.022336,7302.614682,7508.778065
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,3809.855219,4413.687605,4582.713969,4386.430851,4951.189993,5207.088567,5561.885169,5755.34746,5962.850359,5737.255338,6333.992786,7101.448227,7808.2431,8519.107094,8896.876261,9444.27519,10078.13487,10358.73891,10883.70552,11812.29434,12152.59114,12514.55862,13513.41918,14507.93638,15250.21955,15136.83034,15481.8032,15574.31436,15527.92378,15464.16536,15698.61429,15497.47725,15593.3339,15744.25585,15904.96924,16228.21888,16760.56214,17700.23079,18615.79764,19535.80337,20244.89012,20715.22091,20836.26322,20442.70487,20901.88547,21504.87486,22017.14896,22829.42956,23891.76083,24981.07201,26045.01312,26713.7907,27032.67654,27424.44083,27848.8097,28325.37741,28932.76596,29391.24213,29145.14171,27664.41834,27332.00782
Sri Lanka,618.6951623,642.1575433,659.7395824,614.3134608,638.941042,652.2382949,560.1340964,567.4763038,589.1471229,585.4224777,607.339121,653.2981737,641.9083418,675.0464517,683.6677193,683.1001769,703.8448659,749.2935212,770.4285082,823.9265355,871.585491,869.8955405,920.3523545,921.8068364,1012.870038,1033.204668,1087.687121,1061.937395,1248.459743,1208.063447,1318.682438,1420.500623,1477.479891,1471.08931,1485.118625,1611.703122,1636.402367,1647.186655,1665.726626,1698.151397,1848.362037,1840.339353,1978.911909,2098.524801,2186.599361,2286.964273,2367.75675,2461.539329,2556.296181,2627.694041,2732.959959,2683.728564,2768.861502,2902.783821,3024.087613,3176.353014,3380.938113,3570.960197,3757.147931,3858.824936,4065.55761
Sudan,,,,,,,,,,,,,,,,,,,,,1119.314209,1134.799704,1032.535729,969.8756682,1066.21462,1184.141731,1345.771168,1454.675041,1347.591946,1223.880882,1203.907627,1228.027237,1298.650108,1185.678167,1154.088563,1121.834823,1192.405734,1213.483881,1239.077244,1205.560779,1212.172733,1245.868312,1200.0496,1170.338015,1172.414627,1177.808852,1174.962229,1247.828566,1267.610726,1377.091235,1464.306997,1498.316611,1519.129543,1580.875983,1643.069528,1832.723858,1935.51514,2005.000895,2053.239106,2214.162574,2289.053814
Suriname,,,,,,,,,,,,,,,,,,,,,7330.649912,7472.141257,7967.401453,7937.347439,7330.036913,8784.817322,10007.16653,10640.31093,11141.00883,10605.53282,9904.429181,10884.9655,10550.10041,9839.913853,9708.322134,11150.46728,10925.94858,10046.3563,10901.78133,10729.43405,8130.339592,8854.793649,8590.781526,6572.627193,6722.877569,6736.696376,7794.543689,8854.586804,9337.239744,6957.730903,6629.447338,6688.652346,7361.88453,7998.531878,8361.117168,9658.513353,9861.76413,10631.82444,10923.00027,10692.32535,10644.82946
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,,,,,,,,,,,,,,,,,,,,,1385.683083,1333.028188,1697.825777,1620.001147,2420.887175,2773.773075,2737.685951,2645.425416,2751.139636,2558.901674,2452.48617,2539.621254,2509.545269,2794.729571,2958.22242,2897.169223,3023.363325,3522.836135,3591.336315,3687.83893,3561.527308,3517.059412,3508.395975,3515.66315,3494.599298,3647.691979,3646.123493,3647.543409,3670.917161,3486.166212,3440.671545,3245.098502,2944.853645,3341.773634,3094.137492,3284.107029,3223.958236,3298.429233,3439.216251,3662.330924,3680.748082
Sweden,11013.74482,11309.99856,11587.16311,11841.63403,12364.6157,12665.26727,12967.92327,13128.46005,13349.10622,13918.11423,14312.62249,15000.14957,15537.9059,16314.89181,17221.39681,17712.43902,17829.66048,18171.03745,18720.81771,19408.61144,19548.95574,19454.30459,19886.43573,20518.35018,21153.39952,21651.47669,21960.55877,21393.82334,21366.73257,22040.90349,22187.78918,21965.21591,22168.7245,22211.38562,22981.32911,23585.32907,24390.25443,25355.2681,25939.51001,26373.97984,26228.93547,25749.36105,25132.30796,24280.7537,24946.75145,25667.43338,26000.45067,26559.5581,27600.35047,28827.693,29990.39579,30323.86495,31037.13011,31695.16373,32973.23275,33958.51735,35367.84273,36503.39038,36212.52237,34264.37704,36132.55862
Switzerland,14866.71206,15962.82529,15621.33871,16002.87108,16870.77027,17880.53144,18955.95194,19342.3239,18367.63352,19773.26591,21029.95453,22183.96065,22682.69089,23237.144,24209.35416,24633.84858,25081.65778,25617.45729,26385.56636,27627.51669,29439.14054,29923.62144,30428.59318,30990.73835,31684.95022,28803.13788,28913.54892,30178.81447,30005.78324,30997.35062,30010.41411,30083.51935,29537.50439,29652.61166,30451.80699,31191.6405,31688.73515,31914.46499,32572.74835,33555.18187,34295.94619,33535.87592,33100.28102,32739.80176,33002.71943,32990.70434,33033.6951,33581.61424,34554.96938,34738.31889,35788.02657,35952.51156,35851.80786,35521.70823,36226.69167,36993.95293,38164.72245,39374.88389,40003.39752,39069.54111,39985.62348
Syria,,,,,,,,,,,1541.798794,1519.251523,2023.842837,1781.748951,1986.835944,1925.721472,1721.614365,1767.941776,1786.782319,2067.419355,1756.764296,1831.289711,2220.273609,1952.813782,2252.470237,2610.875312,2780.897891,2514.413315,2718.418698,2693.843556,2935.289739,3160.004049,3158.384085,3086.059624,2816.346078,2855.280057,2647.811809,2666.197093,2997.098744,2465.04443,2487.05449,2603.871441,2802.146494,2875.393067,3017.314512,3135.534654,3368.378904,3490.169382,3602.384105,3443.170052,3383.254965,3458.223538,3631.482711,3427.739995,3653.543518,3722.747478,3896.53492,3832.463278,3780.462876,3798.509655,3791.494999
Taiwan,,1236.380206,1336.189464,1419.272607,1507.689914,1565.057903,1594.407778,1653.009057,1710.667491,1791.608052,1858.934735,1914.936367,2005.685014,2141.895465,2321.369614,2509.853623,2658.320861,2875.109656,3071.921635,3267.095499,3542.732214,3906.939854,4336.570606,4766.346892,4794.651279,4938.564789,5505.187129,5978.140953,6658.902797,7075.082069,7426.499313,7749.908743,7890.525716,8415.802982,9067.186343,9275.498311,10210.33885,11239.35922,11791.80802,12825.89377,13651.56458,14618.09043,15592.19479,16487.01933,17549.90738,18508.62482,19345.05376,20296.85469,20839.61392,21869.63172,23022.825,22253.13582,23303.33748,24080.25295,25610.33929,26692.99139,28031.01347,29568.94741,29629.73538,28824.64363,32117.69983
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1798.386982,1363.063678,1067.399037,818.7915212,1145.265234,1062.240327,992.6893616,1028.231446,1090.374452,1163.887337,1321.443488,1395.576617,1493.448083,1476.704265,1618.81064,1562.252906,1725.642648,1764.82122
