Population growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
St. Kitts and Nevis,,-0.9229320527,-0.9229320527,-0.9229320527,-0.9229320527,-0.9229320527,-1.624824707,-1.624824707,-1.624824707,-1.624824707,-1.624824707,-0.6703935722,-0.4494389588,-0.6779686985,-0.682596507,-0.4576667027,-0.6904515347,1.004179078,0.1507882397,-0.2674623547,1.62117848,0.7851975283,0.7635579098,-0.8843011662,-2.326844374,-2.129315776,-0.3411546274,-0.3411546274,-0.3411546274,-0.3411546274,-0.3411546274,-0.5368339764,-0.5153431141,-0.4938522518,-0.4723613895,-0.4508705272,-0.3175769128,-0.3185886778,-1.508622652,5.171682791,4.682758783,4.038293324,1.290674126,0,3.849172857,1.289468929,1.28911508,1.284600674,1.274178547,1.263944335,1.24816798,1.230895649
St. Lucia,1.548477842,1.561096802,1.581953795,1.557317248,1.533436303,1.510276723,1.593235938,1.568249501,1.544034695,1.520556317,1.992097624,1.3712261,1.256662181,1.430639475,1.317046236,1.299925372,1.283243926,1.356872835,1.250016198,1.234583504,1.219527232,1.63163764,1.68922925,1.413744871,1.475436508,1.53414384,1.510963044,1.410681612,1.467774423,1.370927706,1.426986197,1.406909456,0.8427622376,1.990255384,1.968237174,1.907556523,1.111126271,1.755187705,1.515853582,1.145748667,1.480819606,1.211255582,0.779740884,0.9300996205,1.123043866,1.160483577,1.243979914,1.165746266,1.176973982,1.189972635,0.9411970048,1.142869582
St. Martin,4.005302952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Vincent and the Grenadines,1.661701643,1.466683148,1.285767421,1.147144153,1.074205422,1.048831882,1.029887138,1.005712814,1.000212462,1.014883816,1.042277981,1.077466309,1.107086584,1.122773531,1.115595178,1.088642179,1.059323121,1.031828741,0.9979644601,0.957969058,0.9110564094,0.8584254214,0.8051122128,0.7607937208,0.7299726485,0.7045701057,0.6882260789,0.659899428,0.6086205216,0.5162063355,0.4037960398,0.2843815229,0.1808025341,0.09351809238,0.03516239511,-0.001850344164,-0.03516304585,-0.06480641625,-0.0667018729,-0.03522171177,0.02039302936,0.08893912889,0.150830289,0.1884492299,0.1954638277,0.1739362948,0.1497659613,0.1302883962,0.1081388315,0.08331540856,0.05855390328,0.02926409956
St.-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,3.088595598,3.031363251,2.958450907,2.88259401,2.803442434,2.715959018,2.634933257,2.531377943,2.362253443,2.116194197,1.822569297,1.515634732,1.23910847,1.023244187,0.8889246722,0.8132840426,0.7625154121,0.7030217994,0.6297587366,0.5286962511,0.4169541283,0.3040220825,0.2203528463,0.1865666202,0.2156241938,0.2935753821,0.3892515648,0.4806529403,0.5650818087,0.6330938377,0.6905030764,0.7387035926,0.7882502643,0.8402235702,0.8980454166,0.9524763052,1.012349507,1.051701794,1.029232187,0.932581491,0.7847236033,0.6188718601,0.4734195228,0.3651833189,0.3110023686,0.2989422568,0.2930725665,0.2822870981,0.2930437311,0.3250874613,0.3721117782,0.4322062566
San Marino,2.45318277,2.527557736,2.564082688,2.554160364,2.478802578,2.36151498,2.262193586,2.1572998,1.961219998,1.638112558,1.267404097,0.8481903329,0.4962019795,0.360268017,0.51242746,0.8600780773,1.278905705,1.612898169,1.805103165,1.777845901,1.620689389,1.433732946,1.295301539,1.19788979,1.161505129,1.152559622,1.156788769,1.134978199,1.13921232,1.16412804,1.196321139,1.268132936,1.328990725,1.319529042,1.219720491,1.064922757,0.8492537712,0.6926567886,0.7411969441,1.060174255,1.55464845,2.113452357,2.538043537,2.661515021,2.414350693,1.929320293,1.376574456,0.9266525613,0.614100475,0.5147317022,0.5565021597,0.6353843943
Sao Tome and Principe,1.230871502,0.4859692054,-0.1394938151,-0.3542576732,0.02956945341,0.8336739021,1.772692006,2.507635195,2.927009798,2.919099417,2.643628864,2.287900874,2.052229943,1.981639675,2.146741371,2.449263015,2.791750169,3.019700304,3.057179565,2.856081653,2.510985914,2.124326916,1.824630716,1.671202266,1.719325143,1.898468204,2.110416123,2.261468486,2.329489557,2.287899679,2.173875635,2.041591779,1.941175736,1.887157804,1.89125798,1.931218597,1.984324146,2.01257689,1.997166645,1.922680467,1.814100593,1.701630146,1.612118277,1.550070348,1.523748348,1.525779518,1.526727358,1.531097912,1.570585824,1.652191804,1.757833938,1.874139598
Saudi Arabia,2.940224832,3.147193193,3.333097233,3.455363645,3.497387997,3.498377314,3.501841187,3.55482115,3.672501919,3.867128872,4.111822468,4.353728239,4.579769952,4.815687219,5.057716812,5.290954093,5.450549729,5.572191225,5.735928194,5.949445176,6.148121814,6.319330376,6.360975337,6.187417063,5.788071351,5.267624091,4.739958238,4.286237617,3.906380896,3.6198208,3.395094476,3.235455248,3.06774681,2.814421239,2.448598826,2.042561585,1.580694611,1.238788257,1.233175093,1.659722679,2.353988454,3.124974061,3.709062137,3.979291533,3.861871552,3.502002337,3.105537976,2.802129249,2.564307533,2.425628983,2.355487012,2.285162777
Senegal,2.655726504,2.684902528,2.719225808,2.772788594,2.851420499,2.942361609,3.020141786,3.077764837,3.128044493,3.170196268,3.198090487,3.237476183,3.254429462,3.192228518,3.03684255,2.831756782,2.612387128,2.442246714,2.363921571,2.402564535,2.519188572,2.648906822,2.751801553,2.838595936,2.898835333,2.937817211,2.970773886,3.000681017,3.016353489,3.016663679,3.003303818,2.992699778,2.974771241,2.925664249,2.840605435,2.737348399,2.626602078,2.537793576,2.495324748,2.511188757,2.565023034,2.626498243,2.672816396,2.70436216,2.714437539,2.709241038,2.700902155,2.694997677,2.686645139,2.676498267,2.664013302,2.649448556
Serbia,,0.7087415628,0.614188134,0.5361943141,0.4889985294,0.4277608116,0.689405004,0.5684732166,0.5074313171,0.432901109,0.3880151451,0.5863441897,0.5687488671,0.5373316096,0.5204315847,0.4898197464,0.7094694849,0.608072631,0.5358995993,0.4785025194,0.4083304979,0.5823812763,0.4715401125,0.3756376834,0.2808051588,0.2000934437,0.425532557,0.2915067653,0.185062842,0.1187883727,0.06593261925,0.1269428577,0.6664261407,0.6892162205,0.4578547919,0.05619051049,-0.3898070187,-0.7715299344,-1.076224227,-0.3619773049,-0.3190148641,-0.1717989034,-0.04533924672,-0.2591989286,-0.2330564524,-0.2999802898,-0.3932045934,-0.4054585418,-0.4257191567,-0.4009813002,-0.4020059009,-0.4182948391
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,2.811332135,2.811331958,2.653472158,2.540617219,2.50530262,2.512133447,2.492303376,2.458306142,2.42122626,2.379264586,2.330834578,2.278033616,2.222727166,2.146467253,2.042540311,1.920881585,1.835401852,1.696129619,1.550538159,1.403656188,1.260079596,1.123365859,0.996903419,0.8882676973,0.802703474,0.7418977439,0.705531332,0.6975547941,0.7218230713,0.7813281469,0.87878483,1.072776604,1.266768378,1.460760152,1.654751926,1.8487437,1.467192934,1.173453574,1.955686066,1.964196243,0.8926585104,0.08747451233,3.029910009,-1.08109161,-0.3629768051,0.4836768801,2.029920447,0.5105149828,2.236282715,0.3925309481,-0.8894163554,-0.6086093268
Sierra Leone,1.553211882,1.578026739,1.603480804,1.630779366,1.660594227,1.691547613,1.725716229,1.758148827,1.781510891,1.793369972,1.799071911,1.801597132,1.811454783,1.837961789,1.885667229,1.94710935,2.011238879,2.068598832,2.118248279,2.157035627,2.187392821,2.166260376,2.137293898,2.183697406,2.327821736,2.505563349,2.757769684,2.903052185,2.711049572,2.105058987,1.25738004,0.344070692,-0.3946665891,-0.8255509526,-0.8081804367,-0.4275466109,-0.004771347291,0.3969355397,1.017475062,1.868140696,2.811339944,3.806205058,4.5792231,4.862722887,4.588916397,3.984488784,3.319307412,2.793626919,2.41373225,2.240588358,2.20987522,2.190559721
Singapore,6.332336547,3.34559279,2.781175778,2.5389234,2.584691589,2.413632855,2.460213064,2.249583617,1.704301904,1.52900636,1.554183785,1.814758495,1.828890367,1.887282714,1.673111604,1.468978118,1.316963722,1.385903516,1.23959698,1.266374037,1.250537347,4.811924834,4.402255223,1.276293601,1.884408245,0.1463058052,-0.1097092814,1.525084025,2.526375247,2.942916206,3.881383827,2.85035715,3.003776052,2.530620053,3.134307811,3.039047157,4.064379734,3.356550117,3.397882301,0.798898478,1.732945979,2.696743099,0.9141271257,-1.476362031,1.253412533,2.350538102,3.129293551,4.165229452,5.321577945,3.016408604,1.770661207,2.08576428
Slovak Republic,0.8714155093,2.992367593,1.103731257,1.028834086,1.052910536,1.003466098,0.9264469293,0.8509442973,0.7734709872,0.7707211763,0.4331765236,0.4227511422,0.8558648741,0.9704054267,1.032645526,1.049610388,1.057918406,1.05907444,1.019963776,0.9939549318,0.8235326902,0.7260994374,0.7743700725,0.726754862,0.6874626598,0.6739544398,0.6193766454,0.556839233,0.530027872,0.4815647648,0.4396170947,0.07747243698,0.0324651149,0.3817198867,0.39405443,0.2926322065,0.2116743964,0.1846299912,0.1341215985,0.102053161,-0.1353764878,-0.183012271,0.003513689399,0.01024290844,0.05261082007,0.08473979514,0.08179314474,0.1095402746,0.1723074889,0.2210395593,0.2121731818,0.1821695044
Slovenia,0.9018789508,0.5921024606,0.595289739,0.827298842,0.9321461056,1.038996033,1.250067121,1.16824614,0.8849599633,0.5457505603,0.640755486,0.7763898476,0.7963215982,0.8220727015,0.5326264578,0.9776213927,1.475912486,1.208328081,1.088885702,1.07078262,0.9892483091,0.2739608305,0.1992735535,0.625521425,0.5102132628,0.4898049054,1.244921845,1.203935932,0.2720221543,0.05787230025,0.09062434279,0.06343822366,-0.1466994029,-0.2383004775,-0.1156940932,0.02156149999,-0.06253613375,-0.134454343,-0.2181176567,0.07143084451,0.2960749601,0.157498742,0.1239154423,0.06029677926,0.06406620226,0.1732089051,0.3191145366,0.5592078155,0.1581408436,0.9038755352,0.4360794846,0.1666592673
Solomon Islands,2.93715326,2.957837512,2.976685121,2.987526731,2.992633549,2.999117509,2.991842016,2.999813366,3.067856035,3.206586355,3.383140775,3.561878479,3.695608885,3.762490231,3.747243877,3.678841811,3.595856384,3.523716292,3.459330038,3.408187624,3.364360545,3.324495006,3.276341536,3.207993222,3.118238973,3.01798712,2.915117621,2.830081893,2.779515024,2.770474887,2.789519474,2.817204362,2.835923135,2.838762817,2.820426316,2.789642677,2.755972629,2.732261811,2.723450619,2.733261045,2.754530462,2.774725518,2.786630304,2.792579446,2.790709507,2.78115827,2.769893866,2.754668864,2.728062289,2.68862403,2.640340978,2.589800972
Somalia,2.269927986,2.289943528,2.313703311,2.34430342,2.382891403,2.426342917,2.612238473,2.814717743,2.786325019,2.467463017,2.042002775,1.258073294,0.7304074776,1.394439521,3.581035382,6.445222022,9.337839291,10.9181673,10.54882592,8.385722587,5.457725025,2.488061569,0.1573094016,-1.324357625,-1.568444992,-0.8744782122,0.1343735537,0.8476377697,1.206093207,1.00404812,0.4410059223,-0.2149522593,-0.635248055,-0.6896319942,-0.2184764859,0.6221748614,1.579216551,2.356870348,2.851464719,2.96549821,2.822430236,2.6393586,2.525892054,2.418154639,2.339557061,2.286262139,2.219693063,2.152691282,2.138387336,2.190385955,2.287533516,2.393210906
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,2.456945719,3.134768092,2.798800377,2.549615934,2.371388088,2.251077509,2.177578,2.141167279,2.133160467,2.145699824,2.171634972,2.30656861,2.291456155,2.264343349,2.231969143,2.200363211,2.160629908,2.104805893,2.107956016,2.197146522,2.3304241,2.431237912,2.506606681,2.563065003,2.594750797,2.59673899,2.564924056,2.495857568,2.386547253,2.234223242,2.036073836,2.061300974,2.086528113,2.111755251,2.13698239,2.162209528,2.225178277,2.288147026,2.351115775,2.414084524,2.477053273,1.829571823,0.962056194,1.272692272,1.181883826,1.137194394,1.121849502,1.096678804,1.104057215,1.074540882,1.351627063,1.184083238
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,1.119571742,0.9290155346,0.9200322865,0.8770432517,0.9936964262,1.085844742,1.024027852,1.230665818,1.307655786,0.9854305596,1.110631449,1.109165978,0.9055445636,0.9070085718,0.9640212103,1.064979053,1.143740112,1.191041752,1.372054472,0.8872770521,0.6374927709,0.8021395507,0.5344622088,0.4722902289,0.4087543598,0.3657025425,0.3035564908,0.2467472959,0.2198647604,0.1951403353,0.1518819227,0.2278303796,0.3299613025,0.3109111583,0.269014245,0.2339799718,0.231202196,0.2636637255,0.3497830605,0.5151719091,0.840384465,1.129296043,1.446951382,1.657650711,1.622698513,1.641238788,1.641587259,1.713622904,1.49673505,0.7716228349,0.3530722692,0.3554031681
Sri Lanka,2.259996821,2.71148988,2.668636361,1.322254698,2.988353624,2.365633495,2.433425387,2.281664965,2.439454161,2.144942817,2.115882861,1.396626415,1.338519456,1.772549491,1.463533232,1.583304173,1.624259425,1.626992757,1.763162411,1.967825692,1.882392418,0.6758152369,2.323441069,1.443856135,1.199240678,1.520143758,1.783024496,1.513875066,1.370881593,1.352342295,1.122943242,1.470185748,0.9166178379,1.254578499,1.378866431,1.36011201,1.096742733,1.257332844,1.156577467,1.437656897,0.2411029,-1.609575898,0.6575133715,1.323062299,1.357252497,1.069638387,1.083500043,0.9073426161,0.884345986,1.145904786,0.9877704817,1.040421697
Sudan,2.362200173,2.365015071,2.369437404,2.37491473,2.381971455,2.394241798,2.404480193,2.426057593,2.480192676,2.573220987,2.689552411,2.809268133,2.913512216,2.99738521,3.054650095,3.091929308,3.106688643,3.11790348,3.146953485,3.200551527,3.258487011,3.330377883,3.364034064,3.296519805,3.109030735,2.855017104,2.580716105,2.361876994,2.245172373,2.260352365,2.362438591,2.481669202,2.566519102,2.619818609,2.626944271,2.601706533,2.580646642,2.568306866,2.537587854,2.486110363,2.424901305,2.354510951,2.298590416,2.283643864,2.320395075,2.388799191,2.464557128,2.520522815,2.546980714,2.534678911,1.900952717,2.104691124
Suriname,2.920155572,2.81248989,2.712710119,2.663621844,2.6805357,2.715366793,2.803816578,2.80990808,2.558770801,1.990401034,1.233479147,0.4015595967,-0.3073244448,-0.758001803,-0.8327487266,-0.6208448088,-0.3052690783,-0.04376470075,0.1625759424,0.2561186408,0.2732376786,0.2787642808,0.3421356446,0.4757337766,0.704953201,0.9897208378,1.29704875,1.552663662,1.699036104,1.705373958,1.614127071,1.493134835,1.398610746,1.334565861,1.32163968,1.343635041,1.361582,1.362268539,1.367304284,1.376665596,1.386249437,1.400673984,1.405488743,1.379229502,1.313440021,1.220733928,1.11910366,1.029121963,0.9617690957,0.9266420358,0.9143220641,0.9075490044
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,2.442666842,2.343025784,2.26422471,2.233616263,2.266944077,2.345236228,2.429929191,2.506072331,2.588454051,2.675239881,2.760676746,2.847775115,2.927650445,2.98813633,3.026132947,3.046774169,3.081104414,3.117974408,3.122057614,3.087000597,3.038480186,2.933262535,2.861555621,2.95580582,3.253243602,3.645719609,4.071711403,4.347295257,4.329347147,3.969133086,3.412706744,2.801806204,2.304703471,1.990932326,1.922634516,2.011289003,2.160103658,2.228813358,0.1309202769,0.130947225,0.1309738433,0.1309013296,0.1309275504,0.1309534445,0.1308805968,0.1309060983,0.1309312759,0.1318383994,1.135085967,1.133559035,1.143120048,1.155489833
Sweden,0.6700325952,0.4710813773,0.5515349039,0.5636337844,0.7471171646,0.9418455488,0.9515663775,0.7672280991,0.5619967487,0.7027458111,0.9334849218,0.6880955907,0.2955003786,0.1723640797,0.2901648161,0.3972757346,0.3636860994,0.3551576999,0.2911455757,0.2182232475,0.2029967918,0.1199203994,0.05719172226,0.04527360465,0.09086961473,0.1651706186,0.2325688846,0.3336788914,0.4595983698,0.6671829207,0.7726026757,0.6816431176,0.5865299288,0.5808388143,0.7107054616,0.5247039416,0.1591470806,0.05726220342,0.05551212221,0.07792715087,0.1605754846,0.268470528,0.3254380677,0.3720929428,0.3932989914,0.3999427628,0.5624839065,0.7415525146,0.7790332908,0.8519044129,0.8525246288,0.7952195166
Switzerland,2.172273752,1.978615059,2.535012537,2.137662821,1.654258245,1.154842514,1.045151743,1.239047247,1.259256348,1.12542046,0.7224038306,0.5247918416,0.7624799904,0.7382255295,0.5385208329,-0.04373804342,-0.5715957548,-0.3390109065,0.008978810014,0.2008094915,0.3970744186,0.5470649101,0.5842916754,0.42878792,0.3591116524,0.4414426676,0.5203916113,0.6281157545,0.7349430561,0.8085360556,1.026873072,1.249826024,1.102521072,0.9107155658,0.797158411,0.6682423262,0.4416364067,0.2408912102,0.2971357657,0.4769199313,0.5619546174,0.632771238,0.7564691458,0.7419196034,0.6874259602,0.6406015402,0.6275584733,0.8936909778,1.270618074,1.249484631,1.057454743,1.027736927
Syria,3.270012878,3.285720354,3.299451438,3.31825143,3.345484912,3.376788479,3.404132208,3.424263549,3.440362307,3.452129439,3.459515805,3.469196141,3.475583918,3.467630985,3.443160904,3.410666533,3.366132005,3.331255596,3.33247105,3.377857866,3.445130733,3.515920824,3.557635886,3.549925621,3.482774564,3.37831511,3.263508699,3.16322644,3.082405274,3.028375979,2.990421246,2.970330691,2.94117114,2.873488824,2.757314846,2.619826612,2.453671655,2.325398794,2.314548065,2.450664867,2.669398689,2.917040424,3.087172802,3.107873303,2.94276695,2.662207188,2.038598317,2.038599457,2.038602603,2.03860152,2.038600243,1.811195097
Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tajikistan,3.430915242,3.670533384,3.84752241,3.892904381,3.781881885,3.577845185,3.349491398,3.171035187,3.067452262,3.061414336,3.115057615,3.184909907,3.219845947,3.201609597,3.115510715,2.991103554,2.862424248,2.766562726,2.715950003,2.722476456,2.767268596,2.793619214,2.805523293,2.85371693,2.943983907,3.0444629,3.161129739,3.221166714,3.139910486,2.889606812,2.537354804,2.157025981,1.832886891,1.597975145,1.485420772,1.457376202,1.459838788,1.437437688,1.378055472,1.26266685,1.116547908,0.9637817668,0.8503057528,0.806736273,0.8547611235,0.967280337,1.100252942,1.215517066,1.30854806,1.365146606,1.394354486,1.419248331
Tanzania,2.894427184,2.922670093,2.94807214,2.967910056,2.981282455,2.991533321,2.996043532,3.004269478,3.028575609,3.072706843,3.126568581,3.182712504,3.225274399,3.242990702,3.230623555,3.199382762,3.16296114,3.134622499,3.117645643,3.116040131,3.12384441,3.136630593,3.144294061,3.140042059,3.12071344,3.094256765,3.050971634,3.016883205,3.027561411,3.093274832,3.184419082,3.291259962,3.357138319,3.329149194,3.187873361,2.981205291,2.764760426,2.595054321,2.489053316,2.465999677,2.501357964,2.549362973,2.587922807,2.6324208,2.678435569,2.725581569,2.774833841,2.826588098,2.87886861,2.930704586,2.979847338,3.025190844
Thailand,2.998285709,3.019425278,3.034483861,3.043767259,3.047338181,3.044713549,3.032557309,3.012841624,2.990370308,2.966218017,2.93707981,2.9074847,2.866364576,2.798167477,2.698274488,2.579174621,2.456120341,2.343889294,2.246626516,2.16965518,2.107793492,2.038044532,1.966149148,1.918389237,1.900094669,1.895326107,1.913778614,1.910441185,1.826096187,1.638015959,1.388705477,1.114214476,0.887466833,0.7617126129,0.7733845816,0.8814350647,1.014043835,1.115002232,1.18543927,1.206207738,1.188877011,1.170933678,1.157693843,1.118891841,1.050154267,0.9612991329,0.8627044781,0.7700594628,0.6931023446,0.639743545,0.6038137236,0.571725078
Timor-Leste,1.704540279,1.750336054,1.792881174,1.834724216,1.877634861,1.917734924,1.886307491,1.833969115,1.872444966,2.031085363,2.227537834,2.571623484,2.777276034,2.441906047,1.433615003,0.02670192745,-1.656268803,-3.105358829,-3.770522163,-3.170763092,-1.544221771,0.5250464842,2.253254334,3.340192962,3.527568467,3.129952527,2.577262129,2.224895865,2.098280931,2.302471825,2.685559848,3.194366985,3.495491057,3.290507561,2.471337468,1.313677638,-0.06298762097,-1.173019096,-1.522077187,-0.7539041989,0.8107817438,2.666609132,4.088420799,4.752400636,4.482871437,3.663296617,2.753306151,2.114836681,1.773354721,1.847884054,2.879661709,2.879620912
Togo,1.26658535,1.005821434,0.87949809,1.09847982,1.765807736,2.688898286,3.684698645,4.4191648,4.688969936,4.415183492,3.819954608,3.193715447,2.720520224,2.370105635,2.194519664,2.152645869,2.098764103,2.043525315,2.131308123,2.386440218,2.737124805,3.10947461,3.400229231,3.553907182,3.537563878,3.405550368,3.283648446,3.18443323,3.01991577,2.785133821,2.524401818,2.218845291,1.977280504,1.940942275,2.164820616,2.545606785,2.972067859,3.286333844,3.408966175,3.291351651,3.023231101,2.729445792,2.501408101,2.335122315,2.257029746,2.239574726,2.228370407,2.198176469,2.170335751,2.141108496,2.111438389,2.085260745
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tonga,2.841904844,3.414989343,3.871312206,4.057987758,3.917834944,3.567260709,3.206340122,2.903255836,2.556572473,2.174807472,1.781832275,1.352684455,0.964718156,0.7327139035,0.7148288051,0.8377476545,1.023686408,1.156288295,1.171535718,1.021539437,0.7631276544,0.4762884322,0.2458369309,0.09923229171,0.06716597177,0.122488339,0.2073553377,0.2683910358,0.2983087484,0.2784635683,0.2230546777,0.1627681439,0.1268802829,0.1204396717,0.1568775422,0.2254721777,0.3008804839,0.3683589383,0.4289035446,0.4784033569,0.5159558143,0.550887036,0.5842196752,0.6099298268,0.6271745282,0.6361471068,0.649846739,0.6573871534,0.6394905886,0.5900350889,0.519326526,0.4324756102
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,2.392365925,1.776660445,1.238375017,0.9327052843,0.9483131669,1.181665237,1.489871901,1.70491519,1.768881816,1.621630903,1.340719791,1.030267624,0.8016436347,0.6876020571,0.73313655,0.8930146829,1.063707626,1.198494964,1.338877186,1.475291859,1.594918212,1.734727105,1.841889248,1.821846053,1.643010138,1.363091822,1.041427342,0.7671685063,0.5916450766,0.5577048167,0.6232493407,0.716394693,0.7746217922,0.7941614626,0.7538317915,0.671562786,0.5855462777,0.5195131306,0.4643210775,0.4263581858,0.4022605504,0.3788310531,0.3551231384,0.3442961999,0.348303378,0.3628324991,0.3818194459,0.3971147546,0.4041090871,0.3980676992,0.38210318,0.3634926793
Tunisia,1.800145979,1.333738729,1.702369519,1.9535744,2.100823889,2.165057474,2.16632592,2.123137469,2.05224163,1.968683206,1.885994245,1.570478117,1.640999662,1.767034681,1.930016797,2.11229714,2.313759205,2.53373987,2.67781487,2.70946265,2.671813742,2.646140886,2.619677678,2.581243511,1.970485954,3.045920748,3.149066709,2.531780798,2.224560895,1.278133436,2.429269257,1.98882264,2.043133642,1.953722486,1.808574547,1.599097818,1.460672733,1.37346936,1.275605895,1.305023524,1.131488354,1.144675675,1.11332136,0.5901646448,0.9366755043,0.9678755409,0.9813095629,0.9551490097,1.010030967,1.066047605,1.043428068,
Turkey,2.613917018,2.572357047,2.526188635,2.467642203,2.393855396,2.313698855,2.231020049,2.162519987,2.123920802,2.122632883,2.146217342,2.179867443,2.205854346,2.21709819,2.20721454,2.184702925,2.151477638,2.127124765,2.131020184,2.171214547,2.229868218,2.2969339,2.338970044,2.32715094,2.247846523,2.125586811,1.992001828,1.87855085,1.793671649,1.748829387,1.732004042,1.719125348,1.698313419,1.678115693,1.656300695,1.632866033,1.61323948,1.594059616,1.566161411,1.526834476,1.480778262,1.430986638,1.386657374,1.355659031,1.342324604,1.340343517,1.341575365,1.336480094,1.321335189,1.292281589,1.253297411,1.21220059
Turkmenistan,3.418028721,3.478968292,3.501611975,3.46796524,3.373144188,3.24264497,3.095762823,2.9678447,2.883167395,2.854994443,2.862139804,2.877417807,2.874484412,2.84805335,2.790385291,2.714036586,2.640038561,2.579813314,2.527820322,2.486953554,2.456526138,2.428946572,2.407951158,2.404662137,2.421619479,2.452400932,2.463899716,2.469630421,2.510787226,2.595169562,2.69246683,2.805159504,2.864538011,2.792803711,2.562017336,2.233394077,1.884701647,1.587749124,1.358400709,1.224112826,1.161735656,1.111623795,1.056760233,1.034156581,1.045716484,1.081431583,1.131106841,1.179970816,1.218211736,1.238156432,1.243781168,1.247757459
Turks and Caicos Islands,1.19509331,0.6269613014,0.03471619545,-0.3651225477,-0.6290427871,-0.6330247972,-0.708092886,-0.7131426194,-0.4662849194,0.1795977494,1.053111027,2.073523595,2.98120416,3.45090646,3.430373215,3.102948292,2.668030741,2.395588143,2.45296671,2.863524097,3.557553764,4.291946107,4.833539132,5.038312776,4.796596566,4.356229978,3.830541094,3.483979318,3.508457302,3.990346569,4.706855408,5.614771478,6.258733098,6.280691897,5.588987738,4.59766732,3.372979406,2.589302558,2.954388855,4.718955656,7.136869604,9.3753114,10.59199886,10.61630056,9.543434061,7.973978281,6.526293197,5.416734384,4.423437291,3.580833476,2.864328049,2.140967536
Tuvalu,2.085823012,2.235634987,2.359010682,2.335217845,2.192241396,1.954749047,1.686822023,1.460088922,1.284874718,1.185426335,1.144129925,1.13118753,1.07832289,1.053553787,0.9900417479,0.9413064666,0.8680497598,0.8222040152,0.8535627337,0.9594821746,1.149294349,1.344786166,1.508177456,1.545218504,1.463152946,1.291842231,1.069651926,0.9110642678,0.7679314983,0.6727236941,0.6127128844,0.5758598416,0.5176508062,0.4931246637,0.4363008666,0.423568377,0.4001952234,0.3663402438,0.3864324259,0.4276251973,0.478902634,0.5505572403,0.6210219422,0.6276171229,0.5822432751,0.4963815776,0.3912287498,0.3077872544,0.2455495402,0.2041650362,0.2139256151,0.2033140885
Uganda,3.036086577,3.169577895,3.284233708,3.362389049,3.395350648,3.392981172,3.391699468,3.383603142,3.330907189,3.228471807,3.100342218,2.964760624,2.856507963,2.80017344,2.808918685,2.861222266,2.930903232,2.989181726,3.026912796,3.03532654,3.029248262,3.009669411,3.010079659,3.06475682,3.185343876,3.3388155,3.496044271,3.609908664,3.652911147,3.611037078,3.514725851,3.415541993,3.334633163,3.253681961,3.17701811,3.108845918,3.037803891,2.980225252,2.964492046,2.99857941,3.063776683,3.134822958,3.191443321,3.231761958,3.249739625,3.251496076,3.249501691,3.248122183,3.241232348,3.229163239,3.212717002,3.193146102
Ukraine,1.250354814,1.238192097,1.218760693,1.181578836,1.121311122,1.046125035,0.963480178,0.888270798,0.8310798653,0.7991067884,0.783897774,0.7768967476,0.7619402698,0.7284354157,0.6688606207,0.5926311071,0.510769021,0.4399790003,0.3896409856,0.3677799532,0.3665202107,0.3539639589,0.3240398442,0.3566196275,0.3750571917,0.3206423457,0.3528931064,0.3828503553,0.4435200921,0.4879286308,0.2295857855,0.2088116267,0.2876525016,0.05548569749,-0.496000605,-0.790354088,-0.887422999,-0.9111289132,-0.8937415645,-0.9429080458,-1.006597042,-1.005494904,-0.9936765422,-0.8114363624,-0.7586279115,-0.7327907322,-0.6760920347,-0.5968048875,-0.5414622109,-0.4439324169,-0.397285236,-0.3594800807
