GDP per capita growth (annual %),1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011
Rwanda,,-7.135195982,8.03431075,-12.49177378,-15.05772833,3.838053295,3.834682612,3.738718837,3.821110819,7.674639248,2.793534109,-1.877563151,-2.813372181,0.2329855734,-1.773713875,-5.230354654,15.64659847,-1.332610303,5.57645957,8.218849255,5.425140369,2.195994192,-1.138496782,2.867823614,-7.350001878,0.5974752189,0.9035637716,-4.757432422,0.1823694479,-2.355322121,-2.188811303,0.8671744728,12.73934562,-0.9188746877,-47.28722115,37.12005855,8.207296043,4.921026179,-1.274282401,-1.481035561,1.219122589,3.898977033,7.944186419,0.3368682658,5.590508915,7.018529402,6.427854961,2.576093213,7.936936925,0.9987588538,4.335661003,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,7.222186848,9.477749975,6.481186214,0.3196923209,-2.324323748,-0.09436442266,12.966938,8.690061806,12.06959999,9.078495726,9.440780584,7.985423085,2.619363196,0.9335688459,3.843003692,7.185728238,5.601965646,4.136293579,6.882292232,7.11086964,2.68107098,-0.09222914008,-1.916628403,-1.991168248,-0.2709234783,0.4696042494,3.570921122,4.258743941,4.15463666,5.353904496,4.783643666,-7.435884597,-5.45237704,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,1.835017525,-12.31539262,2.787418153,21.6932682,-7.241738028,13.15451727,0.5071574101,10.53341001,7.578746323,21.79444362,1.24347075,6.123568982,0.5516772626,-0.5555095717,1.336243181,4.252399461,-1.343244933,4.753149423,1.192507242,-1.474668681,-6.262267985,2.304802009,1.086486902,4.447822949,3.134330712,4.574695787,-0.002960601412,4.166888581,-2.261288673,2.133515153,
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,3.005399652,2.369539558,-7.33448591,2.562061324,-0.1676296157,-1.024601959,-10.42918597,5.449684621,1.82221749,9.597607665,1.864544767,24.44610467,-12.0938698,-9.83215018,-8.609053051,9.213737766,1.780495151,10.79251165,2.366771053,1.100961588,5.222301198,3.956684928,3.607941688,5.122226361,5.371563321,5.931323327,3.851943129,13.91400033,1.965281218,4.622304193,0.3301277134,7.329351013,0.06383427222,-3.03735489,1.00362963,1.375792123,13.34817883,5.245376849,4.441752324,1.77684756,2.133971022,3.684953329,2.879197116,6.367728253,1.950070811,9.365759018,3.434257376,1.543401533,-1.252651415,-1.04429241,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,0.2438384029,1.069388559,3.614858833,5.09470415,0.001277296972,-1.997667232,3.052823448,-5.079147064,-3.019051538,-0.9835834622,3.22899112,-3.413401235,5.546591818,6.193814248,-0.2511249532,1.346129163,1.332136451,6.188807245,6.430839002,3.915114997,4.381977799,4.466660721,3.834857817,1.689093042,6.185468928,-3.978009748,-2.042468006,0.8271605137,
San Marino,,,,,,,,,,,,0.9580655153,3.17735933,6.740611783,4.960849084,-2.92865059,5.764181131,0.9194492631,1.393261252,4.09212546,1.76716561,-0.5912673183,-0.8786837343,-0.03548693011,2.033804559,1.620164555,1.67693043,2.027411851,3.014018216,2.191839847,0.8393451139,0.2534707269,-0.5571339792,7.326025676,5.685289844,8.134334901,3.97155731,1.697677921,6.726011191,7.927079018,0.6065115916,3.398933393,-2.259598029,1.180124977,2.116204008,0.3650228324,2.435030629,2.538854799,1.274891039,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.80114788,3.802132405,4.989116884,4.069384158,5.058751712,4.389397627,4.151298546,2.295837307,2.926166667,
Saudi Arabia,,,,,,,,,,2.01554699,7.521237753,14.83278324,17.96559483,19.71170275,21.20476909,-0.1953172052,6.739461798,1.204275387,-6.494809917,3.482125696,0.1675423893,-1.720137163,-16.57708446,-13.7234609,-8.538393868,-9.233571696,0.225274208,-8.012317777,4.077875197,-3.494841566,4.712383113,5.630277103,1.467546576,-2.749842575,-1.769405494,-1.824991357,1.762485127,1.329595732,1.574222045,-2.382215055,2.424900804,-2.546055402,-3.51773006,3.459129233,1.279140965,1.921162837,0.003405666762,-0.8017999029,1.589926643,-2.242127204,1.346770993,
Senegal,,0.264966997,-2.815168434,-0.921208987,0.9635928765,-1.605932889,-0.1838135881,-4.213706209,3.01741382,-9.47009508,5.145063378,-3.321606159,2.976773097,-8.549639816,1.083928445,4.533225669,6.1119237,-5.030840958,-6.19775934,4.461537598,-5.716009844,2.322861636,4.915897112,-7.976010009,0.7815173772,0.2933286399,0.09512962058,2.95811079,-3.546143529,0.8880329668,-3.614301129,-0.4678914729,-1.724734684,-1.620005773,-2.817482898,2.518424638,-0.6324443133,0.5398870666,3.288853875,3.709791661,0.5855709267,1.869859271,-1.999878968,3.815410979,3.064588833,2.803813678,-0.2041271713,2.068250046,0.9551206578,-0.6051523782,1.393970497,
Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.060638017,-9.897060571,-27.64430144,-30.98577474,2.031771559,6.040398615,8.221032039,10.9527398,1.789610606,-10.87798169,5.676490827,5.481215572,4.169935732,2.941353969,9.555325756,5.717130555,4.008161889,5.828220845,4.24283844,-3.112276215,1.367023843,
Seychelles,,-7.519112854,5.569816429,7.372728761,3.298608857,-3.515093032,-0.4105998235,-1.935848333,4.980399679,-2.351183383,6.363593575,13.24246636,3.971431047,6.738316887,-0.7453147733,1.214403052,14.16295248,-7.76794353,19.28767684,14.18034015,-5.447497622,-9.240488949,-2.09853788,-2.578463498,3.675577652,10.30434709,-0.8786081662,3.678367295,4.638705719,10.3333824,6.059402927,1.663928087,5.812540144,4.65664727,-2.426726163,-2.642276644,3.389419113,10.65541889,6.303964132,-0.1094376095,3.326711124,-2.356613561,-1.807832392,-4.864161947,-2.497182778,6.951960294,6.124298546,9.139910465,-3.482714246,0.3054961167,6.563765517,
Sierra Leone,,0.2150792868,2.878040707,0.05466721019,4.928258409,5.382400233,-0.03999652119,-1.707134327,0.2185215113,6.596532016,6.683805889,1.618568362,-0.9110724429,0.3943470203,1.566451786,-0.2912461815,-2.43138096,-2.001629902,0.2599251689,2.28106001,2.575064765,0.6767150772,2.566024158,-4.217407869,1.697919149,-7.654349486,-1.517665063,4.163040654,-9.565266641,-1.368263592,2.058633435,1.998448786,-18.68972794,2.22040778,-1.154368343,-7.603806487,5.005010034,-17.06981702,-1.841274082,-9.822255434,0.929548696,13.75666911,21.75658142,4.100820636,2.691709138,2.991737064,3.778374006,3.5095777,3.017253896,0.9134248417,2.664085804,
Singapore,,10.07541362,-2.782392453,6.175826295,-2.005748338,11.15241695,8.158040099,9.761728396,11.63274892,11.92752095,12.05961017,10.01698105,11.43122351,9.011846529,4.541480137,2.915265314,5.995495163,5.983651339,7.337575496,8.020899751,8.67943391,5.523667449,2.569461737,7.191059701,6.793438204,-0.7953451112,1.398474668,9.095564803,8.302508559,7.031719986,5.915076923,3.493066354,3.864077339,8.693671489,7.162874976,4.067142829,3.449039724,4.970960788,-5.377918751,5.368155191,7.199741564,-3.848196213,3.290610519,6.154410796,7.875667699,4.888129543,5.354266654,4.337010665,-3.772520977,-3.718538267,12.45556714,
Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,2.803190211,3.523478718,1.890940634,1.402652424,0.722063832,-3.097919086,-14.63995923,-6.751765597,-4.066895549,5.787846178,5.534215966,6.715243295,4.248909193,4.221075794,-0.0642966846,1.505713843,3.671548075,4.579217775,4.764295571,5.002546991,6.564876132,8.256824721,10.37296652,5.708104387,-5.120440024,4.024508243,
Slovenia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.957881018,-5.324912892,3.088786593,5.449415759,3.620210685,3.712561726,5.098548601,3.740950238,5.250407416,3.957283295,2.777632603,3.698272864,2.868004672,4.33494207,3.827262022,5.512359545,6.274230581,3.425600197,-8.83560663,0.9178641535,
Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.059499332,9.539521948,1.066315758,6.157113893,5.246262046,-1.156798428,-4.09614388,-0.9507586185,-3.165834335,-16.59678377,-10.49680855,-5.47121338,3.567046027,2.011432529,2.529658455,4.024991516,7.692199239,4.412356606,-3.820968662,4.240473978,
Somalia,,-5.452055765,4.627659808,0.4266834405,-8.321459689,-8.198346747,6.285638976,3.000580665,-0.7736687301,-4.095416607,2.46750906,1.345961861,9.299591012,-3.309039879,-21.14150181,21.95461676,-9.841197527,10.55349104,-6.657184526,-10.53435008,-9.005633222,3.066182062,3.908707777,-7.537204142,5.191952731,9.102353564,3.213969536,4.209828338,-1.745486113,-1.1731788,-1.917580152,,,,,,,,,,,,,,,,,,,,,
South Africa,,0.6405852043,3.246781542,4.670555053,5.410280138,6.472081408,2.188799156,4.925638983,1.955135299,2.493018695,2.987568207,1.901262418,-0.6481016681,2.230763135,3.768939514,-0.5178565081,0.06443865205,-2.174945325,0.8657344493,1.534984765,4.164606487,2.830058396,-2.849316378,-4.330319417,2.407092549,-3.743701026,-2.51497285,-0.4159742822,1.742698876,0.1324972797,-2.326864146,-3.037733871,-4.157824439,-0.881778187,1.051409635,0.910049597,2.011319092,0.3247226085,-1.818332027,-0.08329555464,1.606315217,0.654308395,2.248162205,1.647151818,3.32610383,4.086693065,4.42562349,4.416472609,2.438830004,-2.732989408,1.46897874,
Spain,,10.80448686,8.94647029,8.639492989,4.267245417,5.105632144,6.153434725,3.064126596,5.212172291,7.839083051,3.093598922,3.495150635,7.174822574,6.81523496,4.605490309,-0.5228686216,2.128995725,1.62098931,0.08038254309,-0.8421728599,1.55922733,-0.9303412801,0.7067811242,1.290598699,1.369487333,1.947927146,2.9403648,5.287008992,4.863512669,4.62266994,3.623887925,2.312635563,0.5967369089,-1.338718062,2.108140068,2.517343139,2.180495472,3.595190664,4.103387084,4.20770335,4.170692179,2.484092497,1.228835196,1.401490142,1.604648393,1.927646609,2.325013864,1.814521625,-0.6384983302,-4.46259361,-0.4957555599,
Sri Lanka,,1.906748144,1.519735439,0.247687642,1.588671839,0.2240619142,2.627074236,4.000695046,3.402890495,5.344342288,1.652473498,-0.7316971374,-2.325905128,5.066966644,1.946276193,4.193790752,1.454100929,3.200901774,3.780960169,4.585993094,4.125627805,4.077603122,2.625845034,3.344717495,3.646296311,3.545602119,2.903746868,0.3175425125,1.080993715,0.9633086988,5.08663228,3.372802414,3.234418432,5.798607535,4.642078175,4.691059512,3.171232407,5.899258208,4.235498001,3.740037428,5.236746872,-2.464837329,2.811118618,4.650834407,4.150557349,4.99992789,6.489290844,5.690280624,4.907143979,2.560414467,7.023220192,
Sudan,,-2.315401275,4.412316201,-5.127092126,-3.447901356,4.250933575,-5.866010471,-1.006918256,-0.5345594581,-1.186340884,3.114133685,-0.5851151293,-7.796852427,-2.339382265,8.092494874,12.19043335,13.09651544,2.962995259,-8.845199164,-8.010395719,-1.730529738,3.918412661,2.453468996,-1.247156383,-7.91677186,-8.918900557,2.728182239,11.55473744,-2.543896964,6.496779493,-7.677093574,4.875679892,3.877324075,1.864810501,-1.61260034,3.274924118,3.22069471,7.763199508,1.694884571,0.572417437,5.782703691,3.694961792,2.966357419,4.725745863,-0.5294243843,3.815947361,8.58495393,7.420497103,4.150870659,1.361066772,1.875559116,
Suriname,,,,,,,,,,,,,,,,,-2.932170672,10.31364454,7.266827716,-6.130208522,-5.520394567,-0.1526012541,-2.173360449,-3.47996983,-4.512175624,-2.626320274,-4.568476602,-14.77488322,6.61442527,8.582325628,-2.086183892,1.258090904,-1.586542624,-8.485346688,1.892915584,-0.2481397076,-0.09879251362,4.30559086,0.1709638216,-2.223477279,-1.438375237,3.095637233,3.365412954,4.551042237,7.284448033,3.287262125,2.637093823,4.0875184,3.658333457,2.113531216,,
Swaziland,,,,,,,,,,,,10.55016079,2.382583473,5.809236098,2.591478182,10.49024842,-5.089251686,-2.091270621,-1.787488344,-0.02734207384,9.083699732,11.32754564,-1.681508938,-1.745216512,2.763631812,0.07658074799,7.785201984,9.731048266,2.054491034,8.517288168,16.95768739,-1.051181063,0.8743550697,1.073640281,0.4507058287,2.738365902,1.623010833,0.8302557277,2.469785797,2.816167175,1.627024203,1.025516208,1.644032704,2.106316353,2.772034518,2.329259537,3.167393797,3.367334645,1.202311361,0.06689851328,0.7934829545,
Sweden,,5.184862093,3.685332287,4.7359041,6.026349167,2.84820585,1.123981832,2.575483277,3.057442321,4.274285539,5.056728465,0.252434849,1.986921344,3.788932026,2.899184797,2.146253251,0.6912381115,-1.945127165,1.455733746,3.613647556,1.493733138,-0.3218789945,1.135256296,1.763668956,4.176599455,2.021027478,2.622146912,3.112467776,2.195633166,2.095705539,0.2328978758,-1.792996513,-1.781269534,-2.625024905,3.276019706,3.394594424,1.45063262,2.649621698,4.147122362,4.578311174,4.284602541,0.9908155793,2.150439138,1.955625436,3.825712168,2.749024846,3.71217095,2.550949588,-1.384662677,-5.976535294,4.714808972,
Switzerland,,,,,,,,,,,,,,,,,,,,,,1.047028207,-1.884376944,0.2084750921,2.639204451,3.216945098,1.329945824,0.949403508,2.521347134,3.490643005,2.615466238,-2.176493158,-0.9977397496,-1.090193869,0.3873768985,-0.3181100764,0.1849946039,1.830070636,2.334061846,0.8291116079,3.001652173,0.5140387245,-0.3138136401,-0.9355066521,1.830277836,1.98522896,2.98208274,2.722394855,0.8064361695,-3.096421636,1.635599755,
Syria,,7.307247778,20.54400623,-11.58652793,5.734047142,-1.042221002,-10.69898996,4.673389963,0.2791153304,14.80470807,-7.02432725,6.230654053,20.82812429,-11.61020835,19.99558873,15.58247508,7.34823579,-4.456534978,5.220198319,0.246182094,8.253719686,5.788279546,-1.386169656,-2.048047507,-7.300264672,2.647320115,-7.94977023,-1.217177844,9.879361848,-11.63426083,4.51532387,4.788699793,10.22832993,2.241100506,4.764256714,3.050276707,1.899715563,-0.5134588284,3.931714535,-5.860695769,0.07154878552,2.219168348,2.728590883,-2.432281089,3.844109856,3.446051774,2.902235037,3.588249937,2.412224394,3.882256323,1.136260574,
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2794025358,-4.331801648,10.3792061,-9.163120215,-3.090401897,-9.08241962,-30.28949609,-17.72529012,-22.4603865,-13.6674037,-17.90721259,0.2485824738,3.858860247,2.398846381,7.09750289,9.143015659,8.176249342,9.31455304,9.65866302,9.421933666,5.53246481,5.707269337,6.398574353,6.437015475,2.357302224,
Tanzania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6038597597,3.789191083,-1.265023107,-2.772904322,-2.147318393,-1.658664736,0.48890769,1.656627178,0.8386045757,1.124484898,2.249819718,2.301992938,3.290028886,4.387791573,4.022578177,4.952222557,4.45640237,3.792418767,4.146689995,4.388757707,2.984442933,3.97630697,
Thailand,,2.22835176,4.339553661,4.762092048,3.624625092,4.937470277,7.803252276,5.39236519,4.936872591,3.436547819,8.183399447,1.889465921,1.331934733,7.194586003,1.685167231,2.297641868,6.674323168,7.298792575,7.845445603,3.110179332,2.979901541,3.770287544,3.301194932,3.577990626,3.762000927,2.682509198,3.533348191,7.4465143,11.23813707,10.36777584,9.634046934,7.355403105,7.128428112,7.42961587,8.147545624,8.278853991,4.832885229,-2.464976703,-11.56455962,3.195348602,3.512094398,0.9779301118,4.105349148,5.947876466,5.233140137,3.603952671,4.190157165,4.238518992,1.776435261,-2.95269265,7.161861889,
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.74143532,-14.73316283,-1.683256577,-4.540368774,-0.4096935559,2.401688272,-8.321749303,5.515036375,11.17699649,5.157853272,5.117271106,
Togo,,11.04674935,2.864967308,3.852605625,12.28565327,12.39648655,5.450705747,0.9396513273,0.2128337837,6.043935674,-1.318220626,-3.14325497,4.736662589,1.405361709,2.557331305,0.2589245887,-4.085807968,4.795531051,8.703756977,-7.404067372,11.48337259,-6.275315094,-6.805711385,-8.716475253,1.886735869,2.021326166,-1.695066882,-2.640091748,3.470002529,1.201798265,-2.730387498,-2.879017314,-5.860611038,-16.72787864,12.52000092,5.135149536,5.649121405,10.67964776,-5.574311433,-0.8363781985,-3.738136218,-2.867171957,1.562675734,0.3296121818,0.7012936124,-1.060417737,1.759382863,0.06649304254,0.1812331696,1.039677333,1.205216464,
Tonga,,,,,,,,,,,,,,,,,,,,,,,4.484081451,1.881263545,1.670085347,6.428011852,1.907124827,2.709618802,-2.174127878,0.1107426417,-2.262343959,6.241874251,0.1248647663,3.61317013,4.788007066,3.478300064,-0.290242358,-0.4987824344,2.279187442,3.385922462,2.837879914,3.032617106,3.131886164,1.97191167,0.3997272503,-1.577984049,-0.5314439892,-1.603948969,2.032521449,-0.7220834477,-0.9394963482,
Trinidad and Tobago,,12.02891137,1.47797208,4.624196606,6.614650187,-0.4890113628,2.517999776,0.3175224675,3.370380983,1.078203558,2.154804383,0.004690735643,4.935755646,0.959832146,3.049333888,0.5757845814,5.279307431,7.821778356,8.553307166,2.082196446,8.644128695,2.778728143,2.137213993,-10.84259553,-7.288413846,-5.417433715,-4.281295128,-5.293229951,-4.485036622,-1.377646885,0.8773469216,1.948841922,-2.406136971,-2.228524733,2.78427724,3.259039993,3.339790199,2.172284666,7.269932431,3.944468514,5.70788327,3.701051062,7.630711002,14.04022979,7.524834392,5.416818789,12.76860267,4.384650677,1.987027287,-3.883371784,-0.2471775541,
Tunisia,,,3.041741947,9.85748034,2.724432651,0.4051821196,1.237799265,-1.942208051,8.166946275,2.705830305,2.71406801,8.837435854,15.82632843,-2.394692233,6.008921078,4.916382644,5.409496409,0.823842846,3.628019622,3.718879575,4.586711974,2.758639146,-3.066633133,2.014397698,3.685473558,2.479115816,-4.502131289,4.033836472,-2.129428792,0.4545161985,5.359023973,1.858481893,5.625462437,0.2127002456,1.329125815,0.7279836454,5.592401603,4.002644279,3.634822889,4.642956013,3.126220663,3.656583734,0.5743780277,4.850003949,4.97115589,2.998418029,4.622546471,5.249388455,3.470386613,2.003985525,2.624563466,
Turkey,,-1.412843456,2.937899152,6.407874807,2.96449695,0.4718133123,8.759107577,2.491962284,4.534030382,1.895167186,1.041500435,3.290381046,5.082076453,0.9980998521,3.289311504,4.858067952,8.110015036,1.230310223,-0.6372306406,-2.758521929,-4.598572041,2.475610846,1.169023894,2.556450434,4.340052355,2.048978266,4.901440825,7.447995337,0.5018003911,-1.448413801,7.389947419,-0.9964303275,3.266862815,5.85982567,-6.234125048,6.13106287,5.6612715,5.876407101,0.7183850224,-4.829589305,5.205010918,-7.037323888,4.701870726,3.847855871,7.904613715,6.958357348,5.469008886,3.279010722,-0.6624530478,-6.047880109,7.648427598,
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.270759011,-6.708091505,-1.935480431,-7.336169762,-7.974232433,-12.47874893,-19.39187679,-9.2496165,-8.441959702,-12.69721201,5.260386441,15.03901546,17.22317523,19.09526697,14.58271487,15.89524292,15.98080605,11.7845662,10.14704646,10.48854524,13.31118765,4.794415295,7.850095676,
Turks and Caicos Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuvalu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.014370787,2.258020495,3.598583412,9.803288594,-5.405896312,-6.336913888,9.600864211,15.05566104,-1.983662791,-1.443789038,12.55148373,4.886618364,-3.805630865,-1.885719214,-4.574538393,6.182057484,4.556607411,1.032359417,-0.7735497896,-2.077520497,
Uganda,,,,,,,,,,,,,,,,,,,,,,,,2.552902218,-3.469016761,-6.481500906,-3.058953658,0.2759039216,4.383536457,2.589690692,2.796867594,2.009725326,0.02659968646,4.858422151,3.076307735,8.109497003,5.808539124,2.013998401,1.841001571,4.861961232,0.02978727002,1.93748632,5.317333131,3.087304092,3.392068888,2.930770246,7.242654063,4.947632882,5.24184062,3.839575293,1.858113278,
Ukraine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.112567699,3.367511074,-6.560006533,-8.601693562,-9.958378449,-14.27368593,-22.55084839,-11.50331962,-9.197764957,-2.112166442,-1.019309841,0.7454726938,6.971369408,10.30353915,6.250558656,10.29132275,12.95365583,3.455340233,8.027904633,8.545878644,2.855418175,-14.42092879,4.61411044,
United Arab Emirates,,,,,,,,,,,,,,,,,-0.4254226141,4.632506536,-13.90833661,8.01070896,13.04840323,-2.616587788,-11.97303232,-9.417264911,-1.024375039,-8.59627237,-19.70714073,-2.61558031,-8.328784353,5.89856365,11.82421911,-4.482859925,-2.005905442,-3.874594013,1.56919719,1.438348159,0.4338663768,2.488965452,-4.945069678,-2.125294524,5.866309309,-2.333998481,-0.8790615674,4.121261383,1.866233028,-5.743029067,-4.080475489,-10.97000258,-10.03748846,-11.99171952,-6.307403681,
United Kingdom,,1.796497463,0.4717002784,3.181171335,4.357478766,2.130706598,1.488257982,1.761456772,3.479803203,1.628989228,2.047318491,1.598998404,3.215916948,6.921121253,-1.422161265,-0.619271335,2.669386017,2.428087287,3.235758684,2.595672059,-2.204123627,-1.250887988,2.239202406,3.655715711,2.52913386,3.388835455,3.773669965,4.340027446,4.799030647,2.015513296,0.4784700038,-1.696935862,-0.1238212652,1.977455269,4.015093116,2.780064225,2.623681077,5.934140157,3.536850465,3.310672705,4.085089643,2.774686073,2.280539863,3.106725223,2.436653884,1.481565408,1.978348687,2.802788149,-1.758283266,-5.019251823,1.401555497,
United States,,0.6181211927,4.480669354,2.908271948,4.340548963,5.07809761,5.277113858,1.389951286,3.758819368,2.097369706,-0.9605592728,2.158194713,4.398172313,4.905038591,-1.424101643,-1.1752397,4.421793944,3.591017772,4.513183097,2.01573319,-1.239539177,1.539799153,-2.91024754,3.564647358,6.270718475,3.193532176,2.475783516,2.24907656,3.159118331,2.591524336,0.711948804,-1.585126242,1.980562633,1.524900807,2.845578644,1.335074679,2.585610484,3.255072603,3.279363647,3.672278199,3.020607279,0.09770431916,0.8869310651,1.625371991,2.631186788,2.113531276,1.688868055,0.9768358947,-0.9617189734,-4.342271218,2.14181228,
Uruguay,,1.176005268,-2.791314367,-1.016626662,1.278135951,-0.04706938512,1.990442411,-4.610264709,0.9828926588,5.097001962,1.796141237,-0.5512137493,-1.430014206,0.2527019137,2.82394942,5.869488038,3.525304636,0.9011550853,4.685223829,5.465990017,5.128017809,0.8942086921,-10.34501774,-10.8529714,-1.776908759,0.8165065573,8.120954989,7.319914546,0.8455251909,0.4509397919,-0.3804789676,2.810729429,7.154165112,1.908609884,6.500049207,-2.152605838,5.181561044,7.859872245,3.957145987,-2.387715457,-2.287299801,-4.062376107,-7.736755168,0.9574621418,5.061646003,7.330395427,3.82398298,6.23892953,6.84999223,2.597395165,8.087597654,
Uzbekistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.541335687,0.6586961636,-0.7583881424,-2.591204658,-13.25760642,-4.49515541,-7.04287438,-2.674535879,-0.2267168999,3.235306545,2.63473868,2.808168033,2.745177583,2.889386929,2.734567901,2.995693752,6.465347587,5.760996675,5.997663137,7.953355293,7.265342002,6.29165016,6.728053706,
Vanuatu,,,,,,,,,,,,,,,,,,,,,-13.73967738,1.613641781,8.098475575,11.2550571,7.133010508,-1.29383918,-2.3923441,-5.096785093,-3.995798552,-0.9428887651,8.823854606,0.29734918,-0.3674066242,-2.140241678,6.13700082,-1.394925573,0.2316461556,3.031145793,2.528389273,-1.488232534,3.727187126,-5.764530056,-6.860315315,0.9273163987,1.64293592,2.452024595,4.591574209,3.816457939,3.536083643,0.9073849438,0.3817744775,
Venezuela,,-0.6259040101,4.566591454,0.174001288,7.245997888,0.6293647711,-1.82621323,-0.4618122426,3.933951786,-2.510371872,4.208373083,-1.876547661,-2.10329373,3.490697268,-1.413116626,-0.6377907037,3.997640041,2.583867899,-1.147269309,-2.546934597,-7.399952715,-3.779667473,-4.9844809,-6.528755061,-1.36890408,-2.486105075,3.758947605,0.9925255648,3.255495068,-10.72744154,4.012926968,7.301346083,3.688628618,-1.918032192,-4.439788538,1.782367981,-2.233620537,4.253613008,-1.65074051,-7.759095679,1.793274503,1.498779488,-10.50000423,-9.386487001,16.23570789,8.45001821,8.026788016,6.964959748,3.574414351,-4.733523279,-3.026213875,
Vietnam,,,,,,,,,,,,,,,,,,,,,,,,,,1.731539713,0.4332024837,1.065594525,2.620599255,4.859992885,3.122495848,4.02938095,6.729149873,6.219288253,7.02562544,7.758814622,7.604487759,6.477992946,4.153381702,3.213678967,5.364694197,5.548733992,5.844715538,6.10099431,6.506654954,7.183818212,7.034378664,7.286930545,5.185168188,4.218386433,5.67416814,
Virgin Islands (U.S.),,,,,,,,,,,,-0.5505355736,7.12348857,-2.039544721,-3.660692779,-4.844764478,-4.357904726,2.124810534,0.2198927739,8.871999273,8.711075674,1.905158161,-8.504061497,3.954938118,-0.2555869068,-1.472561409,2.473686542,7.934490148,3.033148139,8.699537896,,,,,,,,,,,,,,,,,,,,,,
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.366480455,-1.606262403,7.717925396,8.226904733,5.052979939,-8.782544929,-17.70197722,-13.1571638,2.486678497,2.608137166,2.647530873,,,,,,
"Yemen, Rep.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.275373353,2.875576122,-1.078747226,1.85514578,1.359096264,0.8916100902,1.880155932,2.900011706,0.810679702,3.098328804,0.718850193,0.8124478007,0.6066632618,0.8243191529,2.408313274,0.07149315419,0.2358723375,0.5343596755,0.742531158,4.761248329,
Zambia,,-1.551839813,-5.34419421,0.2085999472,8.855424531,13.13483967,-8.423416999,4.642348258,-1.861635286,-3.553925567,1.442232713,-3.355728783,5.576464269,-4.281241519,2.870431133,-5.506498672,2.745485873,-7.654097995,-2.680762266,-6.140880691,-0.2827082823,2.74593104,-5.934612955,-5.091265964,-3.472220064,-1.526773794,-2.343113638,-0.4011502721,3.173835427,-3.81515556,-3.172914344,-2.612293439,-4.160488277,4.202778498,-10.87630498,-5.292936696,4.115290569,0.4889139621,-4.534088957,-0.4795324309,0.9749846458,2.407825375,0.9463552573,2.74794157,2.987532341,2.860550116,3.623915477,3.50435881,2.913761848,3.525187514,5.918196126,
Zimbabwe,,2.908796166,-1.847398002,2.792380828,-4.312513892,1.528375533,-1.725488389,4.915562176,-1.282944399,8.80728959,18.56336082,5.297188444,4.677006711,-0.8645899691,3.060413776,-5.150588501,-2.749449234,-9.792044905,-5.805247553,-0.1431712162,10.37937303,8.334632272,-1.317400569,-2.376361865,-5.692535347,2.932571654,-1.610756812,-2.398979372,3.962275441,1.92099598,3.92260169,2.792281683,-11.14412458,-1.095123833,7.089327079,-1.683362155,8.44331169,1.022032765,1.414959491,-1.965082156,-3.866993867,0.9109362459,-9.13086847,-17.02906532,-5.694794289,-5.507132233,-3.145359394,-3.279635681,-17.4725532,5.793654811,8.16840116,
