"Total GDP, PPP",1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Togo,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,314383526,318641732,322957153,327331059,331764021,336257338,340811598,345427397,350106067,354847488,359653007,364523993,369461086,374464932,379536933,384677002,389886558,395167043,400519151,405943581,411441813,417013789,422661790,428386560,434188060,440068621,446029016,452070025,458192434,464397844,470687875,477062542,483523486,490072372,496709234,503436586,510255317,517165479,524169645,531268736,538464526,545757109,553148284,560639874,568233727,575929104,583729613,591635405,599648388,607769609,616001014,624343679,632799588,641369847,650056479,658860620,667783417,676827866,685994233,695285564,704702147,714246141,723919730,733724181,743661721,753733650,763941279,774287858,784774745,795403312,806175916,817094947,828160849,839377035,850744972,862267142,873946058,885782242,897779254,909937647,922262066,934752077,947412394,960243645,973248539,986429820,999790265,1013330566,1027054600,1040965232,1055063212,1069352521,1083835029,1098514797,1108359610,1118292281,1128313938,1138425708,1148628721,1158923017,1169308636,1179787797,1190361633,1201029094,1211792402,1222652690,1233610001,1244665467,1255820224,1267074314,1278429964,1289887220,1301447216,1313109997,1324877794,1336751745,1348731896,1360818293,1373014262,1385318757,1397734013,1410260077,1422899186,1435651389,1448516734,1461498554,1474595806,1487811823,1501145562,1514598169,1528171887,1588271189,1632904038,1669685469,1706088154,1746232319,1792159281,1842372165,1894830818,1948965131,2099988457,2212175442,2258936790,2337143066,2654238182,3020612713,3335223989,3584179693,3843382788,4335263408,4302884667,4650170221,4831057712,4638601796,4829157307,4792266276,4758073993,5003675985,5501073549,5831538105,5579318488,5238433667,5037035232,4766879880,4910452871,5135070513,5281665574,5336355141,5545148314,5707522824,5596936410,5493311203,5203690575,4461188406,5320563224,5517325006,5948031955,5623027244,5525594387,5712036561,5617281730,5650869873,5891417498,6173624809,6287443183,6320635546,6559030282,6689142945,6825857031,7065467071,7341606427,7690314163,8101158335,8509180953
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1076214,,,,,,,,
Tonga,13011921,13009131,13007039,13004250,13001460,12999368,12996578,12993789,12991697,12988907,12986118,12983328,12981236,12978446,12975657,12973564,12970775,12967985,12965893,12963104,12960314,13000303,13039713,13079242,13119596,13159366,13199256,13239980,13280113,13320367,13361463,13401963,13442585,13484057,13524926,13565919,13607770,13649013,13690380,13732614,13774233,13815978,13858598,13900597,13945739,13991027,14036462,14082044,14127775,14173654,14219682,14288223,14357058,14426190,14495620,14565348,14635376,14705706,14776338,14847273,14919308,14990857,15062713,15135680,15208158,15281754,15354857,15429087,15503637,15577691,15652882,15728397,15804238,15879578,15956070,16032893,16110046,16187531,16266191,16344346,16422838,16501667,16580835,16661199,16741051,16822108,16902650,16984405,17065643,17148102,17230917,17313210,17396738,17480625,17564873,17649484,17734460,17819801,17905510,17991587,18078035,19043579,19280101,19519782,19761733,20006887,20255268,20506901,20761810,21019088,21280620,21544565,21795904,22049591,22506833,22972935,23449037,23935337,24431036,24938332,25454392,25982473,26694311,27425018,28176091,28948001,29741225,30555132,31392443,32252559,33136000,34043291,35152028,36297259,37479889,38702075,39962309,41264034,42609558,43997390,45887018,47856128,49910897,52053673,54289603,56619846,59051185,61586388,64231168,66988521,69864467,73852208,77580014,81004437,84126761,86997379,89721976,92463224,95427801,98850678,102946407,107828015,113457657,119604284,125907321,132078676,138053356,143861623,149395431,154550954,159257318,163404246,167009956,170299669,178944394,186599270,189841848,199557249,203207830,207075617,240795400,276841166,321595221,345073249,355360324,381798272,391297333,403063067,394349411,394203401,384302848,406850946,405656160,418621130,437612289,449803250,456146120,447033920,459732988,480179454,499808974,516942105,525994594,544257303,552091273,541293092,518115705,506995544,510788579,516512974,525473786,533298343,537469473,543360750
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,77692324,78855384,80036419,81234315,82450573,83685395,84937651,86210212,87500606,88810379,90141109,91490286,92859485,94250309,95661606,97093598,98547918,100023397,101520263,103040179,104583397,106148730,107737868,109351073,110988608,112650740,114336253,116048381,117785921,119550656,121339858,124683122,128119653,131650667,135278942,139005744,142837045,146772638,150817039,154973257,159244344,163633405,168141974,172776476,177536921,182429867,187457041,192623506,197931078,203384939,208990366,215562605,222341558,229333409,236544440,243982763,251654893,259569195,267730659,276151416,284834931,293791848,303031204,312560377,322388676,332525563,342982487,353769254,364893971,376368597,388203418,400410769,413003192,425989632,439384904,453202157,467454753,482154331,497316621,512955652,529085680,543790142,556640145,571616473,586735572,604025466,619444103,635008863,652780105,670721476,688834278,707119821,725579427,744214424,771323423,799263091,828056816,860034331,890659368,922213549,957183514,922836061,953334448,987352217,1017036068,1047546698,1078906086,1111136779,1147188404,1190267671,1237740133,1286721477,1330871954,1376339434,1426493363,1481590305,1538416836,1600579140,1664726914,1730917321,1806800674,1908452161,2021618651,2126675594,2218807460,2313955689,2425177092,2575502851,2708679461,2841842210,2998393069,3236001891,3342969612,3437146107,3500640838,3986069357,4835416829,5290243608,5739571726,6052166651,6747432594,7000404738,7246380609,7544023943,7709086482,8063886432,8422836299,8677290940,9262115902,9674643233,10236365083,10377008110,10911238199,11059299012,11612508000,11800585480,12881245076,13630794939,15185954238,15862040125,17128582075,18009393203,17044036704,15760211353,16732000625,16044921063,15495080274,14756529901,14183044629,14123437028,14461306253,15148966053,15209740151,15266827925,16148566777,17028295025,17931484060,18756445001,19866618010,21419932881,22683549212,23906312987,24948508739,28463739950,30641335654,33774262369,38279434930,40096868147,41452454644,39744389269,39749956347,38698596133,39187514442,39752992680
Tunisia,622687182,623067833,623448370,623829514,624210544,624592180,624974423,625356551,625738564,626121183,626503686,626886796,627269790,627653390,628036874,628420963,628804937,629189515,629573978,629959045,630343996,639006419,647788051,656690397,665714980,674864089,684138546,693539927,703071360,712732951,722527888,732457075,742522992,752727366,763071945,773558496,784188809,794966336,805891290,816966357,828193430,839574424,851112985,862809392,874666493,886686317,898871793,911225016,923747210,936442300,949311568,962357207,975582358,988989290,1002581231,1016358634,1030326680,1044485869,1058839569,1073391207,1088142305,1103096361,1118255940,1133623632,1149202061,1164994899,1181005883,1197235703,1213689195,1230368134,1247276418,1270613379,1294385560,1318603812,1343274828,1368407593,1394010135,1420092850,1446662938,1473729971,1501302538,1529392825,1558007438,1587157742,1616852946,1647104782,1677921599,1709315482,1741296298,1773876524,1807065147,1840876265,1875319215,1910405992,1946148791,1982561296,2019656145,2057443568,2095937880,2135152327,2175101710,2215798398,2257254945,2299488199,2342511185,2386339904,2430989236,2476472892,2522807633,2570009081,2618093110,2667078765,2716979570,2767813664,2833535522,2900818277,2969697920,3040214074,3112403988,3186307064,3261966459,3339422964,3418716485,3499893881,3582999657,3668077469,3755176511,3844343593,3935627930,4029079568,4124749395,4222692467,4322959783,4425609894,4530695605,4638277383,4748413313,4861164172,4976593493,5094762408,5215738319,5339586256,5466374106,5596172687,5729054018,5865091337,6004357296,6146931251,6292890229,6442316257,6595289021,6669297016,7488217186,7770263898,7941427916,7532657204,8057461460,7770263603,8814243624,8457430129,9500018543,10343299008,10117475130,11624399029,12096728969,12829376152,13098461983,12974993281,14319633911,14827134618,15702263219,17369254604,20422948780,20216890136,21770880964,23240714250,25010475688,25895354251,27706731344,29632936740,31864567495,33664695191,33716751465,35536794224,36778247150,38855298122,38249468281,40817807902,40916666749,42522988758,45956880323,47765080725,51456441182,52510141977,54094683125,55309289337,59143463296,62226853367,65114137041,68999450586,72165545797,75605729822,76778933882,80969050256,85755818786,89182064751,94299668655,100364767459,105046749865,108396682153,111870245302,109570787135,113599876188,116339667170
Turkey,16696620113,16751500670,16806562561,16861804609,16917227345,16972833027,17028620471,17084593674,17140747992,17197089164,17253614270,17310325595,17367223691,17424309112,17481580664,17539040648,17596691381,17654529911,17712558554,17770779640,17829190204,17974804186,18121606819,18269609034,18418820061,18569249193,18720907616,18873802954,19027948389,19183353542,19340026246,19497979972,19657222703,19817766229,19979620555,20142797662,20307307728,20473161005,20640367816,20808940507,20978891538,21150229552,21322965207,21497113206,21672684419,21849687792,22028138352,22208045213,22389421600,22572280858,22756632343,22942487522,23129864168,23318767747,23509216265,23701219509,23894791546,24089944442,24286690352,24485043667,24685016751,24886622057,25089876490,25294788364,25501374811,25709648714,25919623050,26131313126,26344732138,26559893383,26776812519,27169505922,27567960403,27455718941,27343933802,27232602910,27121726398,27011302108,26901325688,26791799349,27184712675,27692661425,28210100194,28737208089,29274165304,29821153028,30378365133,30945984983,31524213582,32113246086,32713283642,33324533609,33947204706,34581509486,35227667027,35885900521,36556429313,37239490173,37935310744,38644133810,39366203978,40101761865,40851066794,41614371401,42391938806,43184034044,43990933109,44812904902,45650238697,46503216700,47372129394,48257282345,49158973856,50077510924,46945256655,44008918132,41256244061,38675740872,36256647214,33988861664,31862922085,29869955658,28001644538,26250194929,31284420646,34708030616,40146529171,36366679374,40157656931,46396949064,48323806682,51029129620,47773836458,53857814651,54903624670,55819161751,66189303156,68159111437,73894769804,79752099351,74665447715,67679958376,70368107314,63645770742,60713094160,52326240546,67361932256,70904841257,80229414808,75916975575,83200108809,93838586547,105088797467,116778045600,113272955450,122007746083,125331456047,134315472637,139264334502,144430034468,147445381367,148986820864,157450696684,171802842777,178368978201,182470926364,203053205467,211294168135,224452218127,235137949543,245458906631,266510858158,282277485113,293010582151,314702484935,340577292454,368266679747,382552389720,392081766712,387740515468,384306804696,399079323327,417501099980,431382751680,454435588410,475466787631,506041485540,547012700625,564938948503,568194947366,617370490521,620033356240,654079282674,703597836633,662644783510,708049244411,755651549694,810674748617,833848006809,793184857241,850097355754,784960863549,845397421083,893211062086,971430280565,1041932028484,1115315223741,1169274490721,1177871229605,1120557006345,1222424113487,1325352503733,1352996522118,1397302776581
Turkmenistan,364411298,364791214,365171525,365552233,365933337,366314839,366696739,367079037,367461733,367844828,368228323,368612218,368996512,369381208,369766304,370151802,370537702,370924004,371310709,371697818,372085329,377894176,383793482,389785392,395871052,402051621,408328268,414703233,421177733,427752995,434431338,441212951,448101286,455097667,462202321,469417692,476746265,484189439,491748630,499426409,507223094,515141301,523183692,531351803,539647185,548072592,556628438,565318728,574145124,583108093,592211759,601457863,610846924,620383190,630069739,639905905,649896066,660042124,670347291,680812236,691441532,702235899,713198689,724333307,735641878,747126547,758790838,770636969,782668552,794886498,807297263,819900443,832701216,845700609,858903912,872313648,885930922,899762636,913809988,928075635,942565222,957280029,972225826,987403961,1002818812,1018474823,988169162,1166118130,1132106483,1062392938,1067776898,987078991,1090557059,1247260456,1431174394,1336581198,1485662833,1474267473,1527432300,1635766240,1615381567,1670953099,1832501693,1721798366,1921645044,1716564035,1655739638,1605679174,1769694575,1854302901,1996867244,1861906915,2030264405,2152525982,2074439246,2154668883,1933323951,1713205684,1058460896,920943895,933199547,862055226,1009894850,1173925628,1500943326,1892987271,2145023496,2255086926,2393321209,2443490009,2577344981,2624673220,2608002511,2731044338,3009165939,3472351911,3742727578,4090623242,4116719607,4322960439,4181131457,4140496595,4100256898,4060412567,4020952985,3981874932,3943178537,4421634437,5041588619,5557255619,6074975281,6084936297,6494462549,6821572405,7222821715,7927843701,8796910693,9102257850,9931938892,9975290743,11099300902,11936431963,12489659286,12446240763,14338806637,15461240711,16532640109,17595268363,18981838069,19619432642,21540270729,22535849407,23093383570,25513706495,26095727084,25993267911,27015262918,27441195973,27908074369,27554310481,27366864213,27386822234,27817856510,28451603717,28538967275,28540189441,29458048768,29592169005,29998978017,30340773581,29486489799,28184929246,24091049158,24599573038,20429889641,18994064633,20245867001,17871557048,19031344433,22020892986,23195942284,23966160390,24205991742,25647165447,29189453497,31584857978,34889263065,38589501885,44117267865,46659768558,50758988890,57998828413,64218015762,70497656027
Turks and Caicos Islands,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1688086,1711099,1734341,1758339,1782052,1806530,1831255,1856227,1881450,1906925,1932654,1959191,1985994,2013066,2040408,2068590,2096486,2125233,2154268,2183595,2213214,2243719,2273937,2305053,2336481,2368223,2400891,2433275,2466599,2500256,2534251,2568585,2603895,2639560,2675582,2711965,2748712,2786480,2824626,2863156,2902071,2941375,2981748,3022525,3063712,3105310,3147325,3190457,3234022,3278023,3322465,3368067,3390323,3412726,3435276,3457976,3480826,3503826,3526979,3550285,3573744,3597359,3621130,3645058,3669144,3693389,3717794,3742360,3767089,3791982,3817038,3842261,3914555,3987637,4062348,4138712,4216752,4295643,4376248,4458593,4542702,4627728,4683796,4741288,4798445,4857046,4916212,4975948,5036259,5098070,5159551,5222555,5247677,5272903,5368223,5465249,5564010,5664537,5766862,5871016,5977031,6084941,6235400,6389438,6547137,6709781,6875084,7045554,7218817,7397482,7580398,7767666,7959386,8157062,8358024,8565213,8775851,8992998,9215312,9442914,9675925,9916112,10160353,10412096,10335587,10260784,10184341,10110023,10036247,9961291,9889172,9960116,10144106,10427097,10800021,11239880,11728258,12240621,12750383,13233473,13659155,14018658,14302665,14534196,14730547,14928956,15118684,15310050,15542158,15880020,16367578,18112257,20040737,22179155,24543627,27161023,30055836,33259297,36808869,40724955,45072807,49872716,55170967,61045307,67572012,74786844,82718609,91373594,101175137,112410176,124161583,137136554,151009265,169353203,191173790,204185297,221418845,235009843,258630651,282932350,303832177,337965147,358200089,411160527,479606473,571953026,674286799,738236934,806604273,717112382,770722625,818098615,,
Tuvalu,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2528190,2550609,2573148,2595806,2618584,2642511,2665534,2689714,2712985,2737419,2761984,2785631,2810455,2835410,2860498,2885719,2912139,2937631,2963258,2990096,3015998,3043120,3070386,3097797,3125353,3153056,3180906,3208904,3237050,3265344,3294904,3323502,3353374,3383404,3413595,3443945,3474457,3505131,3535967,3566967,3599282,3630614,3663271,3696102,3727941,3761117,3794471,3828001,3862891,3896781,3930850,3966294,4000728,4036546,4072555,4108754,4145146,4181731,4218509,4256708,4293881,4332483,4370054,4409065,4448282,4487708,4527343,4567188,4608506,4648778,4690532,4731236,4773431,4815851,4858497,4901368,4945761,4989092,5033955,5077750,5123087,5168665,5214486,5260549,5306857,5354742,5401546,5449938,5498588,5547496,5596664,5646093,5695784,5745738,5832539,5920460,6008109,6098298,6189648,6283618,6377344,6472273,6569906,6668798,6768965,6870420,6973181,7077262,7184251,7291034,7400788,7511955,7624554,7738601,7854113,7972785,8091296,8213035,8336342,8461236,8587736,8717635,8847421,8980679,9115654,9252366,9390838,9531089,9675035,9818927,9966592,10166788,10405234,10669069,10948939,11241191,11542028,11855739,12184696,12539740,12923643,13339268,13785257,14242768,14694439,15124471,15525435,15900936,16257009,16604534,16952486,17346507,17524439,23475513,27069585,27082244,27175314,27828969,29394100,30014236,27873391,25920029,20922866,20853416,22360302,21841629,21570688,23503358,25682056,24926737,28535283,29399939,30115811,31291624,34435581,32627880,32839482,36070648,39698640,40520578,35255970,39887340,42137795,44535113,46377819,48265588,,,,,,,,
