"GDP per capita PPP, with projections",1764,1765,1766,1767,1768,1769,1770,1771,1772,1773,1774,1775,1776,1777,1778,1779,1780,1781,1782,1783,1784,1785,1786,1787,1788,1789,1790,1791,1792,1793,1794,1795,1796,1797,1798,1799,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Netherlands Antilles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698.1018395,,,,,,,,,,,,,,,,,,,,698.1018395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1288.032778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10117.71483,10647.82109,11045.68301,11405.40514,11939.91844,12156.48774,12814.80623,17335.4979,18336.28974,19045.01984,20507.68753,20565.54773,20008.68575,19721.5067,19180.38817,18592.10283,17385.59461,17406.52904,17486.36527,18682.47431,18834.42927,19081.35372,19633.01635,20520.87764,21690.98384,22159.93733,22681.57454,23267.5569,22901.64959,22746.85791,22284.25941,22605.41527,22596.59692,22741.80915,22761.26448,22700.4149,22841.44222,23192.82704,23358.37853,22885.0475,22582.63359,22338.11555,,,,,,,
New Caledonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,944.2352169,,,,,,,,,,,,,,,,,,,,944.2352169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1276.526659,,,,,,,,,,,,,,,,,,,,,,,,,4910.200379,,,,,,,,,,,,9374.162815,,,,,,,,,,,,,,,21036.52924,19726.05188,20213.73265,22370.05555,24974.4159,31456.12375,32333.81445,32001.30686,27196.04128,29441.35989,30307.07123,30164.31803,30062.77613,32409.54435,27531.77277,26965.06315,24658.06134,24831.14901,23929.0479,23947.90697,24596.33755,23927.70253,24837.87139,32806.32749,35684.01239,36179.11254,37085.95252,36383.17017,35674.85581,35704.57599,36928.1348,36242.51022,36147.48534,34242.72434,33846.33646,33884.50241,33412.18227,32977.87344,32475.12223,32205.65462,31942.83027,33203.75751,34026.32506,33936.67052,34189.69926,34812.89297,35450.06804,,,,,,,
New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541.6202104,,,,,,,,,,,,,,,,,,,,541.6202104,,,,,,,,,,541.6202104,,,,,,,,,,541.6202104,,,,,,,,,,1549.635602,,,,,,,,,,2995.323891,,,,,,,,,,4197.091321,4272.016135,4770.044962,5187.355439,5204.291352,4993.57492,4905.881052,5392.461085,5782.825057,4832.932506,5072.994563,5097.487751,4936.429066,4732.116435,5013.435473,4857.294594,4876.723284,4880.122922,4812.447874,5011.679509,5085.10519,5052.044881,5146.242722,5129.685013,4846.276236,4930.960136,5399.902811,5348.290444,5396.033878,5471.549346,5819.900439,5718.82911,6009.943634,6401.252778,6188.581031,6567.146525,6983.757485,7229.980032,6546.716018,6459.435886,7198.54853,7438.94547,7053.591423,6976.618619,7026.498696,7005.578854,6933.164252,6781.345971,6649.538323,7153.071608,7638.537257,6943.68898,6555.153812,6965.88536,6963.812648,7165.068093,6641.404941,6340.653953,6961.005196,7125.342485,6716.254764,6059.538876,5859.290532,6196.134328,6455.88956,6715.241077,7907.387361,8261.819913,8750.115088,8746.698681,8531.116712,8298.681424,9155.477484,9380.85624,9299.613282,9381.262324,9696.817687,10624.33027,9382.216095,10183.20827,11449.3763,10362.9881,10556.57566,10637.22008,11839.00284,11814.683,12186.70276,12247.39532,12437.61842,13039.678,12816.33036,13195.09699,13175.678,13719.2622,14107.05469,14730.24819,15384.75074,14463.91893,14279.12289,15586.75554,15150.92549,15674.73716,16046.03728,16823.02457,17439.20031,16910.21404,17126.41732,16233.7177,16294.54258,16633.4424,16718.10218,17445.44339,17632.4104,17919.5392,18612.87789,18647.67814,18979.54569,19007.19129,18874.65232,18983.91778,18833.59677,18380.78411,18363.32494,19337.1909,20116.22892,20661.47565,21064.06604,21050.41377,20876.10874,21689.0128,21895.15598,22426.58919,23189.80135,23728.4829,24339.44451,24554,24997.83299,25605.64999,25160.53458,24468.04904,24607.28417,24756.85881,25223.53514,25711.44888,26162.03366,26572.09767,27028.63167,27481.84215,27935.26984
Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.9695229,,,,,,,,,,,,,,,,,,,,726.9695229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2070.644384,2149.989224,1937.982961,2074.070191,2164.260437,2390.117891,2046.386332,2056.165956,2603.824903,2866.652299,2317.411354,2136.635254,1922.971728,2384.586688,2134.127466,2109.317543,1633.718796,1725.309844,1761.993611,2107.26751,2247.929066,2429.829091,2285.70283,2449.684692,2371.585997,2330.712956,2451.957635,2383.583777,2539.034893,2420.551899,2646.802112,2742.435812,3112.363948,3092.083304,3279.797703,3393.422843,3288.889437,3457.415947,3362.042275,3307.131982,3248.304481,3382.871656,3634.364406,3902.480236,4222.446551,4478.933287,4481.544569,4643.393534,4559.440491,4709.940629,4605.69919,4678.347952,4688.593267,4785.638485,5299.979541,5125.379094,5219.406955,5486.371089,4949.846107,3524.055577,3528.637154,3594.797185,3470.338156,3551.176661,3397.839161,3185.743911,3050.9397,2955.984375,2560.223546,2457.126134,2355.468316,2234.437205,2170.151724,2097.597334,2119.126916,2153.688306,2196.821895,2253.023004,2291.864213,2678.526235,2490.796143,2511.224415,2474.548819,2484.754848,2559.931696,2611,2714.079962,2829.067685,2904.073179,2804.525572,2871.903509,2991.217243,3098.483517,3173.598721,3251.281415,3331.607776,3419.727587,3510.774007,3604.840803
Niger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.2631538,,,,,,,,,,,,,,,,,,,,371.2631538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.626013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732.2103363,747.1751272,761.879376,776.2889616,791.055319,806.1106233,820.7270449,835.5234025,850.4348247,865.3980881,902.9125063,921.4508288,997.7661127,1073.59144,1053.887279,1109.424736,1072.442086,1054.384891,1040.125784,987.3475535,995.5515523,1028.966229,954.2092363,774.2432715,822.8340695,781.8649202,768.8858286,808.8970728,895.5986671,936.3749471,957.4945317,944.6714326,909.7221354,870.318841,704.6122572,698.5349384,711.642741,668.3000228,687.393065,670.1944085,640.5951346,638.9551306,581.182725,573.0476675,579.2646434,577.4819166,580.2881533,580.3052092,623.3428555,602.3585858,577.1908747,600.624701,601.0745012,610.1163038,587.7981553,613,626.2733083,608.2536736,643.8053493,615.9870328,661.1771297,655.0936419,706.7942483,727.8313583,751.326071,772.1116738,792.8643212,821.628387,849.0430245
Nigeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576.3794447,,,,,,,,,,,,,,,,,,,,576.3794447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890.5441854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974.0248263,1026.04557,1077.281856,1080.04006,1132.342652,1134.588238,1082.520384,1100.592563,1062.669337,1083.060661,1104.927097,1115.216754,1150.927478,1228.976992,1251.083771,1303.642655,1231.204035,1014.514104,978.6826141,1210.32842,1542.252837,1679.523549,1698.388838,1796.080975,1947.973845,1833.214284,1971.987706,1981.951806,1807.015788,1870.335195,1843.343654,1641.371604,1576.97375,1448.418821,1358.552595,1439.692072,1434.076131,1385.029563,1481.384981,1534.608973,1571.113656,1621.231341,1619.848217,1612.467224,1561.224534,1561.312205,1619.420048,1624.941275,1613.594119,1590.296573,1619.115759,1629.843229,1615.286395,1746.049177,1807.336669,1892,1955.67624,2036.029517,2100.105751,2186.14934,2297.341367,2400.314044,2483.989409,2590.637189,2698.238931,2810.904034,2927.607856,3050.627254,3169.252261
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5630.640468,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6998.481939,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,741.899099,,,,,,,,,,,,,,,,,,,,741.899099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002.985232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4465.14474,,,,,,,,,,,,,,,,,,,,,,,6284.325892,,,,,,,,,,,,,,,,,6497.344724,,,,,,,,,,,7776.46162,,,,9617.821726,10059.26592,,,,,,,,,,,,
Norway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950,951.3750307,952.7520516,954.1310656,955.5120756,956.8950845,958.2800951,959.6671104,961.0561333,962.4471667,963.8402134,965.2352764,966.6323587,968.031463,969.4325925,970.8357499,972.2409383,973.6481605,975.0574196,976.4687184,977.8820599,983.773877,989.7011927,995.664221,1001.663177,1007.698277,1013.769739,1019.877783,1026.022627,1032.204495,1038.423609,956.7512991,971.4326032,1079.7716,1129.857496,1107.217216,1077.34622,1080.06006,1084.536614,1086.086251,1185.228046,1208.333198,1216.294116,1189.924821,1213.277183,1266.954441,1290.676427,1241.665729,1174.663252,1205.81441,1235.608693,1313.256242,1300.986312,1362.145242,1400.79949,1472.394597,1444.078659,1365.224066,1416.338717,1446.423373,1497.54042,1456.901291,1584.000137,1589.167701,1649.325786,1719.643257,1737.381121,1774.257775,1767.304095,1833.584556,1826.325476,1851.257698,1964.336793,2000.824625,2061.650905,2102.821662,2135.664297,2129.256146,2031.157778,2026.054193,2076.500883,2095.69579,2099.067295,2096.281918,2126.641905,2133.756026,2134.220223,2152.263677,2249.04565,2332.050701,2384.524363,2392.971257,2427.669565,2482.201273,2478.981361,2482.373876,2522.627754,2624.21546,2611.997146,2660.872128,2668.082466,2709.411074,2732.029411,2704.538587,2704.206131,2715.727953,2821.504059,2936.982637,3014.136453,3058.458388,3167.537959,3273.930917,3410.163599,3566.196808,3609.811231,3736.579587,3851.586667,3467.540964,3299.907661,3835.505717,4045.306141,3614.784691,3970.33812,4058.182676,4040.613768,4269.039763,4316.194175,4468.547883,4657.516248,5089.311561,5459.853689,5012.312748,5238.09769,5349.508309,5518.156101,5774.275265,6143.853996,6396.456448,6514.374861,6800.013397,6195.386527,6321.532512,6049.00761,5894.63628,5546.228039,6164.476462,6727.923533,7563.086953,8013.111871,8158.404635,8490.320118,8883.717539,9126.134151,9412.883884,9809.489229,9947.974098,10399.98183,10635.84541,10562.18779,10935.71708,11481.31421,12127.47192,12392.784,12794.14149,13355.33569,13982.32813,14420.76981,15219.56939,15456.44256,16050.29629,16288.7192,17044.2903,17809.79818,18501.34844,19194.27337,20124.85452,21245.52163,22100.79609,22827.88186,23815.08107,24961.13036,25163.57049,25171.51418,26036.23466,27548.86795,28950.26961,29947.30296,30478.02803,30359.20985,30581.45921,31161.75439,32200.44712,33135.03622,33900.43631,35546.93704,36975.02756,38794.59044,40658.93319,41357.93039,42008.30131,43174.48117,43887.58522,44429.39792,44766.70981,46387.24852,47551,48221.98627,48979.06288,48321.90584,47116.84479,46595.82113,46608.41351,47383.62453,48019.29317,48537.85274,48998.97346,49475.39945,49963.02065,50466.5972
Oman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882.536501,,,,,,,,,,,,,,,,,,,,886.7108382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1521.431684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1681.630529,1753.060154,1828.230307,1906.936562,1986.072852,2068.101319,2155.839893,2242.746551,2337.966381,2429.593218,2522.625155,2491.422334,2924.638113,2975.728035,2902.512253,2842.572434,2913.996957,4720.942687,8348.983868,10208.30508,10251.6266,10029.299,10618.03855,8849.078262,9557.802595,11516.2465,12407.01071,11848.34392,11026.70946,10914.09062,10989.4288,12206.77635,12954.79101,14428.57068,16128.07491,17663.75075,17386.2858,18115.22313,18002.57862,18103.04062,17485.61204,17828.04205,18616.70691,19021.94289,19083.43624,19325.58541,19207.86068,19702.05581,19545.61038,18843.38493,19204.28588,19945.3869,19774.83687,19497.67302,19870.60032,20334,21038.55599,21990.96143,24358.545,24303.68023,29371.91689,25829.15719,26292.84807,26540.1711,26602.78537,26674.56316,26805.04375,26949.75012,27161.19649
Pakistan,671.9874507,671.8126593,671.6379133,671.4632128,671.2885578,671.1139481,670.9393839,670.7648651,670.5903917,670.4159637,670.241581,670.0672438,669.8929518,669.7187052,669.5445039,669.3703479,669.1962373,669.0221719,668.8481518,668.6741769,668.5002473,668.326363,668.1525238,667.9787299,667.8049812,667.6312777,667.4576194,667.2840062,667.1104382,666.9369154,666.7634377,666.5900051,666.4166176,666.2432752,666.0699779,665.8967257,665.7235186,665.5503565,665.3772394,665.2041674,665.0311404,664.8581584,664.6852214,664.5123294,664.3394823,664.1666802,663.9939231,663.8212109,663.6485436,663.4759212,663.3033437,663.1308112,662.9583235,662.7858806,662.6134826,662.4411295,662.2688212,662.2647876,662.2607541,662.2567205,662.252687,662.2486535,662.2446201,662.2405867,662.2365533,662.2325199,662.2284865,662.2244532,662.2204199,662.2163866,662.2123533,662.2083201,662.2042869,662.2002537,662.1962206,662.1921874,662.1881543,662.1841212,662.1800882,662.1760551,662.1720221,662.1679891,662.1639562,662.1599232,662.1558903,662.1518574,662.1478246,662.1560313,662.1642381,662.172445,662.1806521,662.1888592,662.1970664,662.2052738,662.2134812,662.2216887,662.2298964,662.2381041,662.246312,662.2545199,662.2627279,662.2709361,662.2791443,662.2873527,662.2955611,662.3037697,662.3119784,663.8323087,665.3561289,666.883447,668.4142711,669.9486092,671.4864693,673.0278596,674.5727881,676.121263,677.6732924,679.2288845,680.7880474,682.3507893,683.9171185,704.0526272,680.5014337,710.210934,715.4054919,694.6892963,725.682788,657.7963836,709.3790399,726.0816432,735.9425893,716.6000838,662.6124509,782.3366081,782.5778453,720.3843833,744.3628026,755.0947358,813.1248712,819.6614712,818.5166687,798.78307,816.6099537,762.5149676,768.7750816,869.1647404,865.3756418,858.0734991,855.5544366,835.4672402,880.2403608,858.0580611,882.2424291,865.4621081,754.1064012,857.4893316,788.8450376,844.0455728,870.872077,833.926746,865.9790517,867.4600602,885.6438974,877.0220116,876.9817896,904.0725225,901.4374928,883.4191843,880.9283363,869.4134463,865.3951484,845.2963102,865.898969,839.9326152,830.324615,836.8606526,852.5769895,858.010552,844.1234462,867.3470418,848.2792784,824.884415,772.4448806,767.2147414,766.4221881,775.5884189,739.1331327,698.3554829,684.5971438,732.5088328,731.5507024,730.4868461,733.7974462,747.0835292,738.6846185,727.8986697,744.1797942,769.0469025,803.3427418,831.4433422,870.8437414,885.8107496,932.8546855,942.4082588,981.7547938,1017.79554,1093.770729,1069.979786,1049.938981,1096.248127,1105.789543,1123.800275,1156.114932,1175.921193,1240.719871,1250.021655,1334.099512,1387.848791,1443.429832,1497.456836,1519.105683,1608.651055,1660.575974,1704.686583,1760.849258,1793.765719,1825.996628,1875.264306,1971.829464,1966.816708,1991.476309,2038.35576,2081.248333,2049.350521,2049.56106,2073.072718,2086.457879,2068.834308,2092.712441,2152.689867,2269.738685,2396,2489.060915,2611.619308,2660.74984,2590.53944,2614.772162,2639.178974,2681.120782,2719.252208,2753.472921,2783.329398,2810.750859,2839.946785,2870.290678
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876.7898442,,,,,,,,,,,,,,,,,,,,876.7898442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185.346183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26849.86316,25883.17232,28494.55189,34014.91329,48723.76885,50933.73654,37129.98883,35385.81882,35739.65269,32289.62616,17343.47899,15308.98884,15504.42809,14960.98199,14932.44009,13245.66158,12919.90545,12549.74653,14937.8488,15270.56372,15994.63832,15023.48182,13702.20071,11691.50874,12199.2685,13155.97015,14126.67225,14059.53345,13974.95873,12923.87368,12723.50646,12706.62004,12134.85039,11888.32491,12397.85294,13012,13332.03634,13539.61191,13331.3236,13638.37255,13825.52047,13980.81927,,,,,,,
Panama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.6575255,,,,,,,,,,,,,,,,,,,,686.6575255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2756.503235,2811.706653,2870.981039,2641.435708,2650.172098,2500.031338,2415.691283,2480.380334,2569.850258,2600.240452,2681.588335,2750.551149,2961.800905,2924.124893,3029.415615,3119.954951,3358.287534,3536.540301,3760.368913,3810.205248,4025.804525,4200.790293,4421.009084,4607.852306,4826.574419,4976.351463,5234.488375,5364.249663,5546.031259,5521.935527,5478.336904,5437.086273,5351.912144,5773.096499,5895.076057,6643.421979,6777.813516,7009.601598,6916.649408,6746.942786,6921.11309,7003.710842,7034.779161,5821.911408,5685.876635,5834.195167,6236.412773,6618.74305,6840.323259,6922.265938,6920.48325,6951.601527,7113.692252,7255.595807,7355.138385,7405.969922,7317.091983,7356.031934,7550.692746,7986.096336,8399,8960.43771,9868.157454,10674.42449,10890.02622,11494.67388,12516.43837,13607.14336,14567.44612,15344.93162,16081.92217,16800.83471,17527.058,18250.84052
Papua New Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,573.2856674,,,,,,,,,,,,,,,,,,,,573.2856674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775.0340427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969.6203832,,,,,,,,,,1120.042611,1168.280943,1219.99664,1245.616007,1325.882421,1432.515945,1484.363316,1511.981089,1543.6843,1634.49139,1771.099345,1839.658112,1898.542817,1975.712543,1981.095561,1919.988978,1814.911995,1791.430017,1903.445066,1895.93918,1809.70519,1761.05879,1722.782537,1732.494889,1681.730589,1704.236404,1739.11221,1742.4451,1748.268178,1680.152631,1588.261601,1695.539523,1880.960637,2166.063092,2235.060257,2104.185324,2206.725215,2064.012896,1933.426251,1917.619248,1821.678261,1773.67197,1727.292022,1722.485131,1728.509788,1747,1745.90514,1828.013749,1904.762816,1976.182786,2073.925052,2247.198573,2391.579512,2436.57414,2510.238864,2940.059633,2975.351581,3013.085006,3023.54999
Paraguay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.1589306,,,,,,,,,,,,,,,,,,,,564.1589306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2455.588831,2271.972527,2256.506103,2333.362586,2328.360409,2323.800917,2191.569946,2352.904784,1998.79681,1976.215635,2255.951015,2054.02978,2038.810627,1952.308701,1955.912309,1938.394197,1974.52218,2006.181608,2046.154706,2107.311486,2049.458422,2016.412249,2058.776587,2148.027146,2150.974115,2187.332874,2253.936264,2219.580474,2299.376311,2318.866664,2345.986662,2426.645304,2465.478829,2523.337977,2642.34371,2779.718299,2878.120344,3000.979118,3248.373311,3525.630184,3829.881526,4283.089644,4534.669831,4258.503604,4015.034055,4023.962677,4064.647497,3943.637435,3998.875695,4136.868251,4254.411686,4261.105759,4244.875446,4196.411078,4242.619859,4248.926246,4318.042674,4254.724259,4247.400261,4117.411647,4028.50084,3907.299889,3885.144987,3783.674243,3828.383762,3885.936819,3900,4007.330952,4141.758159,4318.762318,4066.169958,4508.385932,4611.844026,4467.158725,4861.319788,4985.235783,5117.197907,5252.653145,5391.693964,5534.415274
Peru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,697.3002156,,,,,,,,,,,,,,,,,,,,697.3002156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,842.173114,909.2874791,955.9692635,996.4523871,1036.350959,1098.302006,1143.878556,1206.274631,1231.359181,1304.895938,1391.58057,1460.211544,1469.456695,1475.524256,1482.179832,1495.163038,1528.488685,1559.936422,1530.834253,1642.070853,1789.864398,1832.509839,1820.575225,1857.877433,1852.869799,1899.577155,2031.682382,2138.018481,2302.874681,2327.350758,2523.867707,2529.177043,2650.852866,2882.334695,2512.784182,2272.656652,2150.420994,2354.029916,2629.706622,2830.296552,2918.463769,2910.286408,2908.686885,2877.831704,2887.155188,2841.43692,2729.705809,2726.150628,2910.254184,2967.318232,3029.698329,3062.49103,3110.567748,3288.947241,3486.911299,3665.313789,3758.523437,3896.299746,3902.715697,4084.31499,4157.300479,4245.256698,4144.743794,4053.342434,4486.392408,4747.909208,4957.037982,5038.456563,5235.974859,5430.595213,5724.341356,5788.09333,5568.881524,5555.296381,5823.864669,5916.936797,5937.827283,6078.654114,6224.46124,6536.700637,6453.033246,6281.290855,6118.279773,6317.329343,6441.290571,6561.479167,6434.501797,5452.536822,5578.496743,5563.336493,5987.604668,6360.943444,5714.654778,4911.482613,4564.338626,4581.333664,4446.380924,4603.441655,5123.236824,5453.854842,5474.064588,5838.347657,5745.320552,5704.593812,5791.372109,5714.895327,5909.020073,6054.905034,6161.248424,6466,6860.370006,7317.635887,7912.557759,7859.032504,8419.90566,8864.580289,9277.57076,9709.51205,10149.49545,10594.73842,11058.65041,11544.64268,12053.801
Philippines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626.965186,,,,,,,,,,,,,,,,,,,,626.965186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669.7280135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,722.1282115,862.5860078,728.8554915,760.9383444,775.4643853,801.8666808,831.7813814,831.4004261,938.4423232,979.6211151,978.2452703,1060.576965,1021.542254,939.393483,1076.520637,1231.9375,1380.025821,1301.38868,1383.744852,1326.025061,1456.871692,1341.593338,1436.654422,1420.601829,1463.702899,1466.193156,1493.997372,1516.233521,1483.088118,1460.004867,1489.423949,1468.535601,1447.152511,1317.45496,1463.717433,1532.455803,1545.883618,1619.018771,1617.557322,,,,,,693.5430493,939.2839499,1065.520084,1099.861773,1148.807034,1235.015321,1272.880995,1345.679103,1404.093966,1457.134274,1513.276577,1547.944844,1554.149473,1610.858077,1584.519685,1623.378434,1649.552153,1712.47441,1717.621926,1753.005985,1775.281584,1814.12743,1848.05358,1878.292959,1893.597824,1940.37988,1989.37407,2107.615308,2123.742801,2182.517534,2310.260846,2373.204287,2427.500993,2493.712073,2549.909183,2573.774058,2603.273765,2592.634522,2348.404685,2126.482933,2148.117428,2189.634995,2285.433763,2372.000079,2386.906358,2319.939712,2279.324017,2279.474603,2328.828092,2383.689179,2464.68351,2536.534925,2469.840966,2502.917112,2598.886344,2591.322668,2650.921068,2727.423873,2847.409537,2932,3025.051073,3161.947667,3228.118596,3247.247376,3434.695972,3508.335945,3677.101975,3831.227748,3961.510742,4089.677247,4225.999827,4371.009599,4520.995219
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
