"","wages","education","age","sex","language"
"5397",9.72,15,30,"Female","English"
"5398",14,12.5,36,"Female","English"
"5399",NA,10,59,"Male","Other"
"5400",8,15.5,23,"Female","English"
"5401",NA,14.5,34,"Female","English"
"5402",21.34,15,39,"Female","English"
"5403",NA,8,85,"Female","English"
"5404",NA,10,17,"Male","English"
"5405",27.84,12,38,"Male","English"
"5406",30.72,20,51,"Male","French"
"5407",22.19,12,55,"Male","English"
"5408",11,12,32,"Male","English"
"5409",6.75,11,17,"Female","English"
"5410",NA,16,45,"Male","English"
"5411",13,11.5,31,"Male","French"
"5412",6.12,9,16,"Female","French"
"5413",18,15,25,"Male","English"
"5414",17.62,10,36,"Female","English"
"5415",NA,10,57,"Male","Other"
"5416",17.44,8,37,"Female","Other"
"5417",NA,17.4,35,"Male","English"
"5418",NA,10.1,51,"Female","English"
"5419",NA,8,76,"Male","English"
"5420",NA,9,74,"Female","Other"
"5421",NA,5,68,"Male","Other"
"5422",35.11,14,61,"Female","English"
"5423",40.32,16,48,"Male","French"
"5424",NA,10,26,"Female","English"
"5425",NA,13,58,"Female","English"
"5426",14.5,10,39,"Male","English"
"5427",14.13,13,52,"Female","English"
"5428",NA,14,45,"Female","English"
"5429",7.52,15,31,"Female","English"
"5430",NA,6,80,"Male","Other"
"5431",NA,13,30,"Male","English"
"5432",7.1,13.6,35,"Female","English"
"5433",13.41,13,33,"Female","English"
"5434",6.75,13,20,"Female","English"
"5435",6.33,14,31,"Female","English"
"5436",NA,9,63,"Female","English"
"5437",19.05,17,33,"Female","English"
"5438",NA,9,77,"Female","English"
"5439",15.02,17.2,29,"Female","English"
"5440",8.34,13,23,"Male","French"
"5441",NA,14,19,"Male","English"
"5442",NA,13,62,"Female","English"
"5443",NA,12,45,"Female","English"
"5444",18.92,11,38,"Male","English"
"5445",NA,10.5,69,"Female","English"
"5446",20.95,11,49,"Male","Other"
"5447",NA,12,55,"Male","English"
"5448",27.98,17.7,38,"Female","English"
"5449",9.38,14.4,23,"Male","Other"
"5450",NA,18,67,"Male","English"
"5451",NA,14,22,"Male","English"
"5452",36.25,8,57,"Female","English"
"5453",NA,NA,17,"Male",NA
"5454",NA,20,64,"Female","English"
"5455",NA,13.5,36,"Female","English"
"5456",NA,10.5,39,"Male","French"
"5457",6.7,NA,23,"Female","English"
"5458",6.55,12,18,"Female","French"
"5459",NA,16.5,59,"Female","English"
"5460",10.93,12.5,57,"Female","English"
"5461",13,19,29,"Male","English"
"5462",NA,12,77,"Female","English"
"5463",NA,17,38,"Female","English"
"5464",28.35,12,44,"Male","Other"
"5465",NA,12,69,"Male","English"
"5466",10.08,13.3,27,"Female","English"
"5467",NA,19,46,"Male","English"
"5468",NA,12,75,"Female","English"
"5469",21.33,10,48,"Male","English"
"5470",17,13.4,34,"Female","English"
"5471",21.01,20,31,"Female","English"
"5472",22.86,10,35,"Male","English"
"5473",16.8,12,39,"Male","Other"
"5474",12.5,17,35,"Female","English"
"5475",17.6,17,38,"Male","English"
"5476",NA,10.5,42,"Male","English"
"5477",15.45,16,55,"Female","English"
"5478",9.6,NA,35,"Female","English"
"5479",9.18,13,20,"Female","English"
"5480",11.11,12.1,26,"Male","English"
"5481",12,12,47,"Male","French"
"5482",NA,12,58,"Female","English"
"5483",18.78,16,30,"Male","English"
"5484",NA,17,48,"Male","Other"
"5485",NA,18,32,"Female","French"
"5486",18,NA,55,"Female","Other"
"5487",NA,12,36,"Female","English"
"5488",NA,16,31,"Male","English"
"5489",NA,15.5,37,"Female","English"
"5490",10.38,20,26,"Female","English"
"5491",NA,15.5,55,"Male","English"
"5492",13,14,44,"Female","Other"
"5493",16.7,16.5,41,"Male","English"
"5494",NA,9,69,"Male","English"
"5495",40.43,9.1,34,"Male","English"
"5496",9.04,8,26,"Female","English"
"5497",NA,17,52,"Male","Other"
"5498",8.33,19,22,"Female","English"
"5499",NA,10,63,"Male","English"
"5500",NA,12,35,"Female","French"
"5501",NA,11,17,"Male","English"
"5502",6.79,14.3,19,"Female","English"
"5503",6.7,10.5,23,"Male","English"
"5504",NA,16.5,47,"Male","English"
"5505",10.22,NA,23,"Female","English"
"5506",NA,10.5,79,"Female","English"
"5507",NA,12,18,"Female","English"
"5508",7.18,11.6,20,"Male","English"
"5509",16,12.5,38,"Female","English"
"5510",NA,8,72,"Female","English"
"5511",24.7,14,58,"Male","Other"
"5512",10.4,10,45,"Female","English"
"5513",NA,9,69,"Female","English"
"5514",18,10,47,"Female","English"
"5515",NA,9,29,"Female","English"
"5516",NA,11,65,"Male","English"
"5517",12,NA,21,"Female","English"
"5518",NA,12.5,75,"Male","English"
"5519",NA,13,48,"Female","English"
"5520",NA,8,86,"Female","English"
"5521",NA,16.5,45,"Male","English"
"5522",33.28,15.3,39,"Female","Other"
"5523",6.7,11,17,"Female","English"
"5524",NA,17,65,"Female","English"
"5525",NA,0,90,"Male","English"
"5526",NA,16,22,"Male","Other"
"5527",25.53,8.5,58,"Male","French"
"5528",NA,16,33,"Male","English"
"5529",23.52,17.8,29,"Male","Other"
"5530",NA,8.5,69,"Male","English"
"5531",21.6,12,57,"Male","English"
"5532",NA,8,89,"Female","English"
"5533",17.76,14,44,"Female","English"
"5534",7.75,14.9,27,"Male","English"
"5535",17.76,13,56,"Male","Other"
"5536",13.09,16.1,34,"Male","Other"
"5537",20.16,1,51,"Male","English"
"5538",NA,10,17,"Female","English"
"5539",NA,8,70,"Female","English"
"5540",NA,7,79,"Female","English"
"5541",10,17.1,38,"Male","English"
"5542",6.7,16.5,38,"Female","English"
"5543",16,14,39,"Female","English"
"5544",14.4,15,47,"Female","English"
"5545",NA,12,54,"Male","English"
"5546",26.77,16.5,30,"Female","English"
"5547",NA,13,74,"Male","English"
"5548",20.95,9,57,"Female","English"
"5549",NA,12,54,"Female","Other"
"5550",6.5,11.5,57,"Female","English"
"5551",NA,16,54,"Male","Other"
"5552",22.47,14,30,"Male","English"
"5553",17.72,13.5,35,"Female","English"
"5554",11,12,19,"Male","French"
"5555",8,14,33,"Male","English"
"5556",29.76,15.5,41,"Male","Other"
"5557",18.93,12,42,"Female","Other"
"5558",NA,9,34,"Male","Other"
"5559",10.08,4,41,"Female","Other"
"5560",18.33,8,45,"Male","English"
"5561",15.48,16,37,"Male","English"
"5562",NA,10,17,"Male","English"
"5563",NA,12.5,74,"Female","English"
"5564",NA,17,44,"Male","English"
"5565",28.8,16.8,41,"Female","English"
"5566",NA,15,37,"Male","Other"
"5567",14.26,12,57,"Female","English"
"5568",NA,11,71,"Female","English"
"5569",NA,15,34,"Male","Other"
"5570",9.37,11,62,"Male","English"
"5571",15.77,12,27,"Male","English"
"5572",12,10,47,"Female","English"
"5573",22.08,13,53,"Male","English"
"5574",NA,20,50,"Male","English"
"5575",5,10,16,"Female","English"
"5576",NA,17.2,24,"Female","French"
"5577",NA,8,31,"Female","Other"
"5578",8.34,NA,24,"Female",NA
"5579",NA,10,59,"Female","Other"
"5580",16.61,16.3,43,"Male","English"
"5581",25.02,10.5,40,"Male","Other"
"5582",20.06,12,43,"Male","English"
"5583",NA,10,62,"Female","English"
"5584",15.45,10.5,47,"Male","English"
"5585",8.3,11,47,"Female","English"
"5586",NA,13.5,33,"Female","English"
"5587",18.37,14.2,35,"Male","English"
"5588",6.7,11,27,"Female","English"
"5589",13.53,16,20,"Female","English"
"5590",6.85,8,62,"Female","English"
"5591",10.25,9,60,"Female","English"
"5592",NA,NA,54,"Female","English"
"5593",NA,10,65,"Male","English"
"5594",10,12,18,"Male","English"
"5595",NA,1,82,"Female","French"
"5596",NA,19,35,"Female","English"
"5597",12,14,48,"Female","French"
"5598",9.55,15,30,"Female","English"
"5599",6.25,14,20,"Female","English"
"5600",6.7,13,18,"Female","English"
"5601",24.77,16,53,"Male","English"
"5602",28.8,16.5,54,"Female","English"
"5603",14.98,12,40,"Male","French"
"5604",17.76,NA,38,"Female","English"
"5605",14,14,31,"Female","English"
"5606",11.77,14.5,55,"Female","English"
"5607",NA,NA,50,"Female",NA
"5608",12.48,12,40,"Male","English"
"5609",NA,10,58,"Male","English"
"5610",NA,13,57,"Female","English"
"5611",15,17,25,"Male","English"
"5612",NA,NA,86,"Male","English"
"5613",NA,11,25,"Female","French"
"5614",19,18,31,"Male","English"
"5615",7.5,15.5,46,"Female","English"
"5616",NA,17,37,"Male","English"
"5617",18.74,5,57,"Male","Other"
"5618",27,14,34,"Male","English"
"5619",NA,8,78,"Female","Other"
"5620",NA,7,59,"Male","English"
"5621",NA,8,90,"Male","Other"
"5622",13.13,11,48,"Male","English"
"5623",NA,12,59,"Male","English"
"5624",12,12,22,"Male","English"
"5625",17.9,9,64,"Male","English"
"5626",NA,17,76,"Female","English"
"5627",11.5,5,60,"Male","Other"
"5628",NA,16,71,"Female","English"
"5629",13.65,12,32,"Female","English"
"5630",14.4,11,52,"Male","English"
"5631",NA,17,61,"Male","English"
"5632",NA,10,64,"Female","English"
"5633",8.06,9.5,23,"Female",NA
"5634",16.21,NA,43,"Male","English"
"5635",10.25,12,35,"Female","English"
"5636",8.32,12.5,21,"Male","English"
"5637",6.41,15.5,39,"Female","French"
"5638",10,12,42,"Male","English"
"5639",17.42,12,41,"Female","English"
"5640",32.91,18,47,"Male","English"
"5641",6.7,13.6,20,"Female",NA
"5642",24.4,10,48,"Male","English"
"5643",17.76,15,42,"Male","English"
"5644",10.44,16.5,21,"Female","English"
"5645",15.42,15.8,32,"Female","English"
"5646",NA,12,73,"Male","English"
"5647",11.82,16,34,"Female","English"
"5648",NA,6,82,"Male","English"
"5649",18.43,12,32,"Male","English"
"5650",13,14,23,"Male","English"
"5651",NA,10.6,18,"Male","English"
"5652",20.5,18.3,34,"Female","Other"
"5653",NA,12,73,"Male","English"
"5654",7.5,NA,48,"Male","English"
"5655",9,1,21,"Male","English"
"5656",6.72,12,59,"Female","English"
"5657",NA,10,34,"Female","English"
"5658",NA,17,48,"Male","English"
"5659",9.52,16,43,"Male","English"
"5660",NA,11,54,"Male","English"
"5661",NA,10,42,"Female","French"
"5662",3,12,17,"Male","English"
"5663",NA,10,16,"Female","English"
"5664",NA,16,69,"Male","English"
"5665",NA,11,61,"Female","English"
"5666",NA,12,55,"Female","Other"
"5667",15.49,9,33,"Male","English"
"5668",7,13.5,32,"Female","English"
"5669",13.6,12.5,32,"Male","English"
"5670",8.71,11,34,"Female","French"
"5671",NA,10,58,"Male","Other"
"5672",12.48,15.5,26,"Female","Other"
"5673",NA,13,71,"Male","English"
"5674",9.86,9.5,57,"Female","English"
"5675",11.52,12.3,29,"Female","Other"
"5676",NA,NA,60,"Male","English"
"5677",11.67,14.5,27,"Female","Other"
"5678",15.97,11,24,"Female","English"
"5679",NA,10,71,"Male","English"
"5680",22.02,15.5,42,"Female","English"
"5681",12.46,13,37,"Female","English"
"5682",13.95,12,49,"Female","English"
"5683",NA,10,68,"Male","English"
"5684",18.92,13,36,"Male","Other"
"5685",NA,15,23,"Male","English"
"5686",14.21,18,38,"Female","English"
"5687",24,16,40,"Male","English"
"5688",NA,12,61,"Female","English"
"5689",NA,11,31,"Male","English"
"5690",13.7,18,27,"Female","English"
"5691",NA,17.5,41,"Female","Other"
"5692",35.7,20,58,"Male","English"
"5693",7.27,12.5,19,"Female","Other"
"5694",14.59,13.5,51,"Female","English"
"5695",17,11,54,"Male","English"
"5696",NA,11,49,"Female","French"
"5697",8.31,12,32,"Female","English"
"5698",NA,17,56,"Female","English"
"5699",NA,13,67,"Male","English"
"5700",18.41,15,33,"Male","English"
"5701",NA,12,26,"Female","Other"
"5702",6.52,17,27,"Female","English"
"5703",NA,10,17,"Female","French"
"5704",NA,16,72,"Male","English"
"5705",NA,12.5,37,"Female","English"
"5706",NA,9,78,"Female","English"
"5707",NA,13,63,"Male","English"
"5708",NA,10,24,"Female","English"
"5709",12.65,10,57,"Male","Other"
"5710",NA,7,68,"Male","French"
"5711",NA,8,94,"Male","English"
"5712",NA,10,16,"Female","English"
"5713",11.04,17,27,"Male","English"
"5714",9.33,12.2,25,"Female","English"
"5715",NA,12,39,"Female","English"
"5716",18.29,14.1,28,"Male","English"
"5717",6.7,0,22,"Female","Other"
"5718",NA,12,74,"Male","English"
"5719",NA,15.5,68,"Male","English"
"5720",NA,7,68,"Male","Other"
"5721",10.38,12.8,56,"Female","English"
"5722",7.84,14.5,22,"Male","Other"
"5723",6.65,10,16,"Female","English"
"5724",NA,10.8,17,"Male","English"
"5725",47.52,20,58,"Male","English"
"5726",NA,8,59,"Male","Other"
"5727",12.54,7,31,"Male","Other"
"5728",NA,13,42,"Male","English"
"5729",8.26,12.5,28,"Female","English"
"5730",NA,8,67,"Female","English"
"5731",NA,15,62,"Female","English"
"5732",8.36,10,32,"Male","English"
"5733",23.04,16,42,"Female","English"
"5734",11,16,28,"Male","French"
"5735",12.9,14,42,"Female","English"
"5736",12.48,15,29,"Male","English"
"5737",9.79,15,22,"Male","English"
"5738",19,14.1,53,"Female","English"
"5739",10,12,33,"Female","French"
"5740",27.45,17,40,"Female","French"
"5741",NA,10,52,"Male","English"
"5742",20.84,17.1,34,"Male","English"
"5743",8.57,13.5,20,"Male","English"
"5744",27.5,8,62,"Male","English"
"5745",NA,12.5,75,"Female","English"
"5746",NA,13,39,"Female","English"
"5747",13.23,8,47,"Female","English"
"5748",NA,8,71,"Male","French"
"5749",26.48,13,33,"Female","English"
"5750",NA,8,51,"Female","English"
"5751",NA,0,67,"Female","English"
"5752",20.99,15,48,"Male","English"
"5753",NA,10,16,"Female","English"
"5754",NA,12.5,63,"Male","English"
"5755",NA,12,38,"Female","English"
"5756",7.3,8,29,"Female","English"
"5757",NA,9,75,"Male","French"
"5758",NA,16,63,"Male","Other"
"5759",14.13,12,36,"Male","English"
"5760",NA,12,59,"Female","English"
"5761",9.44,11.2,47,"Male","English"
"5762",9.5,11.5,38,"Female","English"
"5763",NA,12,44,"Female","French"
"5764",10.56,13.5,34,"Male","English"
"5765",22.03,16,41,"Male","English"
"5766",13,14,40,"Male","French"
"5767",NA,11,61,"Female","English"
"5768",NA,13,42,"Female","English"
"5769",NA,8,80,"Female","Other"
"5770",NA,12,66,"Female","English"
"5771",NA,10,61,"Female","English"
"5772",NA,10,75,"Female","English"
"5773",NA,14,40,"Male","Other"
"5774",NA,18,40,"Female","Other"
"5775",17,15.6,37,"Male","English"
"5776",NA,13,70,"Female","English"
"5777",NA,6,49,"Female","English"
"5778",NA,10.8,19,"Male","English"
"5779",15,12,54,"Male","English"
"5780",NA,8,68,"Male","English"
"5781",NA,14.3,24,"Female","English"
"5782",NA,8.5,46,"Male","English"
"5783",NA,12,50,"Female","English"
"5784",NA,10.5,38,"Female","English"
"5785",18.33,18,30,"Male","English"
"5786",4.25,12,17,"Male","English"
"5787",18.16,14.5,38,"Male","English"
"5788",NA,9.8,21,"Female","English"
"5789",7.24,12.5,23,"Female","English"
"5790",12.07,15.3,42,"Female","English"
"5791",NA,10,34,"Female","English"
"5792",26.02,15,44,"Female","Other"
"5793",NA,16.4,26,"Male","Other"
"5794",11.06,11,54,"Female","English"
"5795",16,12,34,"Male","English"
"5796",16.64,14,35,"Female","English"
"5797",21.84,12,20,"Female","English"
"5798",15.67,7,62,"Male","English"
"5799",7.66,17,23,"Female","English"
"5800",19.84,13.1,44,"Male","English"
"5801",NA,16.4,67,"Male","English"
"5802",NA,12,50,"Male","English"
"5803",14.98,12,30,"Male","English"
"5804",8.65,11,17,"Female","English"
"5805",7,12,31,"Female","English"
"5806",NA,13,63,"Female","Other"
"5807",NA,11.1,41,"Male","Other"
"5808",NA,6,60,"Male","English"
"5809",25.6,15,46,"Male","English"
"5810",NA,0,54,"Male","Other"
"5811",21.94,15,46,"Male","Other"
"5812",18.11,15,41,"Male","English"
"5813",6.25,12,29,"Female","Other"
"5814",NA,12,63,"Female","English"
"5815",NA,14,77,"Male","English"
"5816",NA,14,46,"Male","English"
"5817",13.31,13,36,"Female","French"
"5818",19.2,14.5,44,"Female","English"
"5819",NA,12,67,"Female","English"
"5820",NA,16,58,"Female","Other"
"5821",NA,17,37,"Male","English"
"5822",16.83,20,46,"Male","English"
"5823",NA,11,35,"Female","English"
"5824",7,11,16,"Male","English"
"5825",13.75,16.3,43,"Male","Other"
"5826",21.8,10,50,"Male","English"
"5827",40.45,NA,48,"Male",NA
"5828",23.04,18,46,"Male","English"
"5829",14.97,15,23,"Male","English"
"5830",16.73,16,33,"Male","English"
"5831",NA,13,19,"Female","English"
"5832",10,10.5,30,"Female","English"
"5833",30.49,15,46,"Male","Other"
"5834",NA,9,56,"Male","Other"
"5835",7,10,17,"Female","English"
"5836",15.65,16,41,"Female","English"
"5837",NA,13,68,"Female","English"
"5838",NA,12,46,"Male","English"
"5839",10.14,13.5,33,"Male","English"
"5840",10.51,13.3,42,"Female","English"
"5841",NA,15,33,"Male","English"
"5842",NA,12,74,"Male","English"
"5843",NA,14,27,"Female","English"
"5844",NA,8,73,"Female","English"
"5845",27.39,17,48,"Male","English"
"5846",21.12,17,44,"Male","English"
"5847",NA,8,54,"Male","English"
"5848",NA,13,61,"Male","Other"
"5849",NA,3,47,"Female","Other"
"5850",NA,10,54,"Female","English"
"5851",NA,12,29,"Male","English"
"5852",22.34,16,24,"Female","English"
"5853",10.97,14,39,"Female","Other"
"5854",NA,8.5,32,"Female","English"
"5855",20.16,12.5,27,"Female","English"
"5856",39.84,18,58,"Female","English"
"5857",12.67,12,45,"Female","English"
"5858",5,11.5,58,"Female","English"
"5859",NA,14,52,"Female","English"
"5860",11,11,45,"Female","English"
"5861",NA,11,39,"Male","English"
"5862",24,17,49,"Male","English"
"5863",NA,9,24,"Male","English"
"5864",22.4,16.5,31,"Male","English"
"5865",NA,11,59,"Male","Other"
"5866",18,14,25,"Male","English"
"5867",NA,4,57,"Female","Other"
"5868",14.35,6,46,"Male","Other"
"5869",NA,20,53,"Female","English"
"5870",4.65,14,21,"Male","English"
"5871",14,14,28,"Male","English"
"5872",18.27,12.5,40,"Male","English"
"5873",16.8,13,49,"Male","English"
"5874",NA,8,61,"Female","English"
"5875",7.25,9,34,"Female","English"
"5876",15.84,13,55,"Female","English"
"5877",NA,9,16,"Male","English"
"5878",NA,11,17,"Male","English"
"5879",19.91,12.5,48,"Female","Other"
"5880",10.97,13,27,"Female","English"
"5881",10,8,50,"Male","English"
"5882",23.99,NA,33,"Male","English"
"5883",6.35,14.5,19,"Female","English"
"5884",NA,9,78,"Male","English"
"5885",6.58,12,19,"Female","English"
"5886",NA,8,71,"Male","Other"
"5887",22.25,10.5,55,"Male","English"
"5888",NA,NA,27,"Female","English"
"5889",NA,13,47,"Male","English"
"5890",21,8,56,"Male","Other"
"5891",14.4,11.5,54,"Female","English"
"5892",NA,11,51,"Female","English"
"5893",26.4,11,40,"Male","English"
"5894",24,17.1,36,"Male","English"
"5895",19.2,10,49,"Male","Other"
"5896",NA,8,58,"Female","Other"
"5897",NA,10,83,"Female","English"
"5898",12.5,11,59,"Female","English"
"5899",31.43,17.5,36,"Male","English"
"5900",NA,NA,42,"Male",NA
"5901",6.74,13,19,"Male","English"
"5902",8.32,14,32,"Female","English"
"5903",NA,11,83,"Female","French"
"5904",8.86,12,29,"Male","English"
"5905",7.7,14.6,21,"Male","English"
"5906",24.44,13.5,43,"Male","English"
"5907",NA,5,72,"Female","Other"
"5908",19.5,14,45,"Male","Other"
"5909",9.61,17,31,"Male","English"
"5910",6.53,19,67,"Male","English"
"5911",12.03,14.5,33,"Female","English"
"5912",30.27,17,41,"Male","English"
"5913",15,11,52,"Male","English"
"5914",7.49,15,21,"Female","English"
"5915",5.56,NA,31,"Male","English"
"5916",NA,12,42,"Male","English"
"5917",NA,12,25,"Male","Other"
"5918",9,12,42,"Male","English"
"5919",6.7,12,18,"Female","English"
"5920",12,8,43,"Male","English"
"5921",9.16,6,42,"Male","Other"
"5922",NA,0,66,"Female","English"
"5923",7.16,11,29,"Female","English"
"5924",NA,11,55,"Male","English"
"5925",17.08,12,30,"Male","English"
"5926",NA,12,35,"Male","Other"
"5927",NA,9,72,"Male","English"
"5928",7.4,14,22,"Male","English"
"5929",16.79,10.5,33,"Female","English"
"5930",NA,16,65,"Male","English"
"5931",9.02,15.5,21,"Female","English"
"5932",17.18,11,34,"Male","English"
"5933",47.26,17.3,42,"Male","English"
"5934",13.97,11,47,"Male","English"
"5935",7.42,11,19,"Female","English"
"5936",NA,10,40,"Male","English"
"5937",NA,20,51,"Female","English"
"5938",12.5,10,49,"Female","Other"
"5939",14.37,14,27,"Female","English"
"5940",NA,15,32,"Female","English"
"5941",NA,15,42,"Male","English"
"5942",NA,12,85,"Female","Other"
"5943",10.51,13,27,"Female","French"
"5944",NA,16.5,68,"Female","English"
"5945",NA,12,42,"Male","English"
"5946",NA,16,36,"Male","English"
"5947",NA,NA,16,"Female",NA
"5948",NA,9.5,34,"Female","English"
"5949",34.23,18,26,"Male",NA
"5950",16.25,14,57,"Female","French"
"5951",NA,13,58,"Female","English"
"5952",14.63,13,59,"Female","English"
"5953",NA,7,70,"Female","French"
"5954",NA,13,39,"Female","English"
"5955",12.51,14.5,35,"Female","English"
"5956",7.13,12,46,"Female","English"
"5957",17.88,12,37,"Female","French"
"5958",NA,15.5,38,"Female","Other"
"5959",6.7,13.8,20,"Female","English"
"5960",NA,14,29,"Female","English"
"5961",13.95,10,35,"Female","English"
"5962",18.65,13,55,"Female","English"
"5963",NA,16,61,"Female","English"
"5964",14.94,11,45,"Female","English"
"5965",7.08,12,49,"Female","English"
"5966",16.96,12.1,39,"Female","English"
"5967",12.73,9,57,"Female","Other"
"5968",NA,10,50,"Male","English"
"5969",8.5,8,64,"Male","Other"
"5970",16.51,4.5,52,"Male","English"
"5971",7,9,39,"Female","English"
"5972",22.45,13,28,"Male","English"
"5973",13,12.6,35,"Female","English"
"5974",23.04,13,31,"Male","English"
"5975",7,10,16,"Male","English"
"5976",20,11,56,"Male","English"
"5977",NA,8,72,"Male","Other"
"5978",29.62,17,42,"Female","English"
"5979",16.3,16.4,29,"Female","English"
"5980",16.59,16,44,"Male","English"
"5981",NA,12,82,"Female","English"
"5982",NA,12,34,"Male","French"
"5983",NA,17,41,"Female","Other"
"5984",10,12,33,"Male","Other"
"5985",NA,0,80,"Male","Other"
"5986",21.06,13,60,"Female","English"
"5987",NA,12,25,"Female","French"
"5988",10.25,12,63,"Female","Other"
"5989",9.38,10.5,34,"Male","French"
"5990",NA,16,48,"Female","English"
"5991",26.27,18,34,"Male","English"
"5992",12.37,13.3,25,"Female","English"
"5993",22.38,11.5,46,"Male","English"
"5994",7.88,13,20,"Female","English"
"5995",NA,10.5,52,"Female","Other"
"5996",NA,10,65,"Female","Other"
"5997",NA,10.5,60,"Male","Other"
"5998",15.73,15.6,39,"Female","Other"
"5999",7.08,13,19,"Male","English"
"6000",28.32,17,46,"Female","English"
"6001",NA,3,40,"Male","English"
"6002",30.72,20,36,"Male","Other"
"6003",22.17,16.8,24,"Female","Other"
"6004",6.9,14,20,"Male","English"
"6005",NA,12,46,"Female","English"
"6006",12.75,10.5,41,"Female","English"
"6007",NA,10,48,"Female","English"
"6008",NA,16.9,24,"Female","English"
"6009",12.21,11,30,"Male","English"
"6010",7.65,12,53,"Female","English"
"6011",8.32,18,25,"Female","English"
"6012",NA,12.5,35,"Female","English"
"6013",7.12,16.5,23,"Male","English"
"6014",12.5,15,45,"Female","Other"
"6015",18.92,19,52,"Male","English"
"6016",NA,12,30,"Female","English"
"6017",NA,8,71,"Male",NA
"6018",NA,14.5,21,"Male","English"
"6019",NA,12,29,"Male","English"
"6020",NA,0,82,"Female","Other"
"6021",10,18.3,23,"Male","English"
"6022",7,13,18,"Male","English"
"6023",11.5,11.3,21,"Male","French"
"6024",17.92,13.1,39,"Female","English"
"6025",NA,4.6,20,"Male","English"
"6026",NA,17,81,"Female","English"
"6027",NA,17,73,"Female","English"
"6028",NA,15,45,"Female","English"
"6029",NA,16,67,"Female","English"
"6030",15.36,12,37,"Female","French"
"6031",6.7,13.1,42,"Female","English"
"6032",14.21,12,32,"Male","English"
"6033",NA,13.5,37,"Female","French"
"6034",NA,7,77,"Female","English"
"6035",14.61,10,51,"Male","French"
"6036",15,3,59,"Male","Other"
"6037",8.57,13.8,31,"Female","French"
"6038",13.75,11,30,"Male","English"
"6039",13.92,12,59,"Female","English"
"6040",6.7,13.9,59,"Male","English"
"6041",20.91,12.5,41,"Female","English"
"6042",32.16,12,43,"Male","English"
"6043",11,14,30,"Female","Other"
"6044",13.71,13.3,45,"Female","English"
"6045",17.89,14,25,"Female","English"
"6046",10.97,16,26,"Male","English"
"6047",16.47,12,34,"Female","English"
"6048",15.1,14.1,27,"Female","English"
"6049",3.18,20,35,"Male","French"
"6050",NA,12.5,24,"Male","English"
"6051",8.21,14,32,"Female","English"
"6052",14.4,16,41,"Female","English"
"6053",9.91,15,39,"Female","French"
"6054",NA,0,80,"Female","Other"
"6055",NA,16,62,"Female","English"
"6056",NA,8.6,22,"Female","English"
"6057",NA,NA,16,"Male",NA
"6058",NA,10,70,"Male","English"
"6059",NA,13,19,"Female","English"
"6060",NA,9.5,41,"Female","English"
"6061",10.81,12,62,"Female","English"
"6062",NA,16,40,"Male","English"
"6063",NA,8,66,"Female","English"
"6064",13,12,39,"Female","English"
"6065",NA,19,52,"Male","English"
"6066",NA,12,34,"Female","French"
"6067",8.7,12,26,"Female","English"
"6068",NA,19,51,"Male","English"
"6069",29.01,14,41,"Male","English"
"6070",NA,5,67,"Female","Other"
"6071",16.96,12,26,"Female","French"
"6072",7.15,11.9,18,"Female","English"
"6073",15.76,16,63,"Female","English"
"6074",10.26,9,32,"Female","English"
"6075",7,12,18,"Female","English"
"6076",25.74,13,34,"Male","Other"
"6077",NA,13,76,"Male","English"
"6078",26.72,18,46,"Female","English"
"6079",8.64,16,39,"Female","English"
"6080",NA,8,74,"Female","Other"
"6081",NA,14,48,"Female","Other"
"6082",10.59,8,22,"Male","English"
"6083",NA,8,54,"Female","Other"
"6084",24.67,NA,44,"Female","English"
"6085",8.32,11,30,"Female","English"
"6086",11.52,13,67,"Male","English"
"6087",45.12,8,53,"Male","English"
"6088",9.7,15,29,"Male","English"
"6089",NA,20,71,"Female","English"
"6090",25.48,13,56,"Female","English"
"6091",NA,12,82,"Male","English"
"6092",NA,17,35,"Female","English"
"6093",33.6,16,40,"Male","English"
"6094",NA,13,41,"Female","English"
"6095",NA,6,68,"Female","Other"
"6096",18.92,NA,54,"Male",NA
"6097",17.28,15,30,"Female","English"
"6098",23.04,20,44,"Female","English"
"6099",6.7,12,43,"Female","English"
"6100",NA,4,55,"Male","French"
"6101",6.35,12.8,22,"Male","English"
"6102",31.2,18,48,"Male","English"
"6103",NA,8,79,"Female","English"
"6104",30.7,14,44,"Male","Other"
"6105",12.57,20,47,"Female","English"
"6106",11.65,8,63,"Male","English"
"6107",8.23,15,21,"Female","English"
"6108",NA,8,75,"Female","English"
"6109",NA,10,53,"Male","English"
"6110",NA,9,49,"Male","English"
"6111",NA,10,67,"Male","Other"
"6112",18.21,19,30,"Female","French"
"6113",NA,9,32,"Female","English"
"6114",17.9,9,38,"Male","English"
"6115",23.48,16,44,"Female","English"
"6116",NA,12,76,"Female","English"
"6117",NA,14,70,"Male","English"
"6118",8.65,13,19,"Male","English"
"6119",6.25,11,17,"Female","English"
"6120",32.34,16,51,"Female","English"
"6121",22.57,15,57,"Male","French"
"6122",19,14.5,39,"Male","English"
"6123",NA,11.5,60,"Male","English"
"6124",NA,14,41,"Male","English"
"6125",NA,13,63,"Female","English"
"6126",25.89,NA,35,"Female",NA
"6127",NA,9,78,"Female","Other"
"6128",18,15,24,"Female","French"
"6129",NA,15,64,"Female","English"
"6130",6.35,12,17,"Male","English"
"6131",13.44,12,51,"Female","English"
