Event_id,cause_of_death,dataset,date,quarter,Date-month,Year,dead,dead_and_missing,description,latitude,location,longitude,latlong,missing,name,route,source,source_url
35877,Drowned,United,2002-10-04T00:00:00Z,4Q2002,2002 -- 10,2002,0,6,"drowned after their boat capsized off the Spanish coastline (Oct 4, 2002)",35.010802,Africa to Spain,-7.514648,"35.010802, -7.514648",0,"Event at Africa To Spain on Oct 04, 2002",Western Mediteranean route,IRR,
35879,Drowned,United,2002-10-01T00:00:00Z,4Q2002,2002 -- 10,2002,0,9,"drowned when overloaded boat capsized near Cadiz (E) (Oct 1, 2002)",36.527061,cadiz,-6.288596,"36.527061, -6.288596",0,"Event at Cadiz on Oct 01, 2002",Western Mediteranean route,Freies Wort,
35880,,Del grande,2002-09-26T00:00:00Z,3Q2002,2002 -- 9,2002,0,2,"2 bodies recovered at two different points on the coast of Almeria (Sep 27, 2002)",36.834047,almeria,-2.463714,"36.834047, -2.463714",0,"Event at Almeria on Sep 26, 2002",Western Mediteranean route,Ansa,http://dea.ansa.it/
35882,Drowned,United,2002-09-25T00:00:00Z,3Q2002,2002 -- 9,2002,0,10,"reportedly drowned, when fishing boat heading for Lesbos (GR) sank near Narli (TR) (Sep 25, 2002). From Del Grande's data set (translated): Direct boat in Greece, the island of Lesbos, is shipwrecked off the coast of Ayvacik. 3 dead and 10 missing (Sep 28, 2002)",39.16408,lesbos,26.372171,"39.16408, 26.372171",0,"Event at Lesbos on Sep 25, 2002",Eastern Mediteranean route Sea,HRFT/AFP,http://www.turkishdailynews.com.tr/archives.php?id=29519
35881,Drowned,United,2002-09-25T00:00:00Z,3Q2002,2002 -- 9,2002,0,3,"drowned, when fishing boat heading for Lesbos (GR) sank near Narli (TR) (Sep 25, 2002)",39.16408,lesbos,26.372171,"39.16408, 26.372171",0,"Event at Lesbos on Sep 25, 2002",Eastern Mediteranean route Sea,HRFT/AFP,
35883,,United,2002-09-21T00:00:00Z,3Q2002,2002 -- 9,2002,0,1,"died when security forces tried to stop 70 people from crossing the Iranian-Turkish border (Sep 21, 2002). From Del Grande's data set (translated): A dead along the Iran-Turkey border during clashes between police and migrants 70 (Sep 22, 2002)",32.427908,iran,53.688046,"32.427908, 53.688046",0,"Event at Iran on Sep 21, 2002",,HRFT,http://www.tihv.org.tr/EN/
35884,Drowned,United,2002-09-21T00:00:00Z,3Q2002,2002 -- 9,2002,0,15,"drowned, forced by smugglers to swim ashore near Scoglitti (south Sicily, I) (Sep 21, 2002). From Del Grande's data set (translated): One smuggler abandoned at sea, 300 meters from the coast of Ragusa, Sicily, about sixty passengers, drowning 14 people (Sep 22, 2002)",36.893322,scoglitti,14.42889,"36.893322, 14.42889",0,"Event at Scoglitti on Sep 21, 2002",Central Mediteranean route,VK/MNS/IRR/TL/LR/MUGAK/Vita,http://www.repubblica.it/online/cronaca/sbarcodue/ragusano/ragusano.html
35885,Frozen,United,2002-09-15T00:00:00Z,3Q2002,2002 -- 9,2002,0,1,"stowaway, froze to death in wheel bay of airplane from Cameroon to Paris (F) (Sep 15, 2002). From Del Grande's data set (translated): Found in Paris on the body of a man frozen to death hidden in the undercarriage of a plane departed from Cameroon to Paris (Sep 16, 2002)",48.856614,paris,2.352222,"48.856614, 2.352222",0,"Event at Paris on Sep 15, 2002",,Morgeng./MNS,http://www.migpolgroup.com/topics/2054.html
35886,Drowned,United,2002-09-14T00:00:00Z,3Q2002,2002 -- 9,2002,0,1,"drowned, after boat with more than 100 refugees capsized south of Sicily (Sep 14, 2002)",37.599994,sicily,14.015356,"37.599994, 14.015356",0,"Event at Sicily on Sep 14, 2002",Central Mediteranean route,VK/AP/Morgengr./MNS/HRFT/ICARE/IRR/inq7/HRA/Reu/Vita/MUGAK,
35887,Drowned,United,2002-09-14T00:00:00Z,3Q2002,2002 -- 9,2002,0,36,"drowned, boat with more than 100 refugees aboard capsized south of Sicily (Sep 14, 2002). From Del Grande's data set (translated): Agrigento: sinking boat about a half mile from Capo Rossello. Recovered 37 bodies. 92 Survivors (Sep 15, 2002)",38.158524,capo,14.742693,"38.158524, 14.742693",0,"Event at Capo on Sep 14, 2002",Central Mediteranean route,VK/AP/Morgengr./MNS/HRFT/ICARE/IRR/inq7/HRA/Reu/Vita/MUGAK,http://www.repubblica.it/online/cronaca/sbarco/agrigentino/agrigentino.html
35888,Suicide - Hanged,United,2002-09-13T00:00:00Z,3Q2002,2002 -- 9,2002,0,1,"suicide, hung himself in a refugee centre in Germany in fear of deportation (Sep 13, 2002)",51.165691,Germany,10.451526,"51.165691, 10.451526",0,"Event at Germany on Sep 13, 2002",,ARI,
35889,,Del grande,2002-09-12T00:00:00Z,3Q2002,2002 -- 9,2002,0,1,"Port of Algeciras. During an inspection of the containers on board a ship from Tangier match is found the corpse of a young man died asphyxiated traveling hidden in a shipping container (Sep 13, 2002)",36.132977,algeciras,-5.453909,"36.132977, -5.453909",0,"Event at Algeciras on Sep 12, 2002",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/CaDIZ/inmigrante/irregular/muere/asfixiado/contenedor/puerto/Algeciras/elpepiesp/20020913elpepinac_6/Tes
35890,,United,2002-09-07T00:00:00Z,3Q2002,2002 -- 9,2002,0,2,"Kurds, died on refugee boat between Italy and Greece (Sep 7, 2002)",39.587628,Greece to Italy,18.94043,"39.587628, 18.94043",0,"Event at Greece To Italy on Sep 07, 2002",Apulia & Calbria,Kurdish Observer,
35891,Suicide - Hanged,United,2002-09-06T00:00:00Z,3Q2002,2002 -- 9,2002,0,1,"suicide, hung himself in detention centre in Malaga (E) in fear of expulsion (Sep 6, 2002)",36.721261,malaga,-4.421266,"36.721261, -4.421266",0,"Event at Malaga on Sep 06, 2002",Western Mediteranean route,MNS,
35892,,Del grande,2002-09-04T00:00:00Z,3Q2002,2002 -- 9,2002,0,2,"Found along the coast of Tarifa the bodies of two young men drowned (Sep 5, 2002)",36.018776,tarifa,-5.600819,"36.018776, -5.600819",0,"Event at Tarifa on Sep 04, 2002",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/Guardia/Civil/recupera/cadaveres/jovenes/magrebies/aguas/Tarifa/elpepiesp/20020905elpepinac_9/Tes
35893,Suicide - Under train,United,2002-09-01T00:00:00Z,3Q2002,2002 -- 9,2002,0,1,"Kurd, suicide, jumped in front of train in Stadtallendorf (D) in fear of deportation (Sep 1, 2002)",50.821854,"Stadtallendorf, Germany",9.020215,"50.821854, 9.020215",0,"Event at Stadtallendorf, Germany on Sep 01, 2002",,INDd/jW/IRR,
35894,Frozen,United,2002-08-31T00:00:00Z,3Q2002,2002 -- 8,2002,0,1,"frozen to death trying to cross Turkish-Greek border illegally near Edirne (TR) (Aug 31, 2002)",41.681808,edirne,26.562269,"41.681808, 26.562269",0,"Event at Edirne on Aug 31, 2002",Eastern Mediteranean route Land,HRFT,
35895,Suffocated,United,2002-08-30T00:00:00Z,3Q2002,2002 -- 8,2002,0,5,"Kurds, stowaways found suffocated in truck near Napels (I) coming from GR (Aug 30, 2002). From Del Grande's data set (translated): Caserta having suffocated in trucks were hidden, 9 dead (Sep 1, 2002)",40.851775,napels,14.268124,"40.851775, 14.268124",0,"Event at Napels on Aug 30, 2002",,OBV/MUGAK,http://archivio.repubblica.extra.kataweb.it/archivio
35896,Minefield,United,2002-08-27T00:00:00Z,3Q2002,2002 -- 8,2002,0,1,"Kurd, died near village Vyssa (TR/GR border) after straying into marked minefield (Aug 27, 2002). From Del Grande's data set (translated): Minefield on the border with Turkey. An explosion kills a man trying to enter Greece. Since 1990, 64 deaths on mines (Aug 29, 2002)",41.58738,"Vyssa, Turkey",26.490198,"41.58738, 26.490198",0,"Event at Vyssa, Turkey on Aug 27, 2002",Eastern Mediteranean route Land,KI,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=20273
35897,Drowned,United,2002-08-21T00:00:00Z,3Q2002,2002 -- 8,2002,0,9,"drowned near Fuerteventura (E) traffickers forced them to swim ashore   (Aug 21, 2002)",28.358744,fuerteventura,-14.053676,"28.358744, -14.053676",0,"Event at Fuerteventura on Aug 21, 2002",Western African route,ANP/AFP,
35898,Suffocated,United,2002-08-18T00:00:00Z,3Q2002,2002 -- 8,2002,0,4,"stowaways, already decomposing bodies were found inside lorry in Billabona (E) (Aug 18, 2002). From Del Grande's data set (translated): Villabona, 4 young people found dead in a truck departed from Casablanca to Paris (Aug 20, 2002)",48.856614,paris,2.352222,"48.856614, 2.352222",0,"Event at Paris on Aug 18, 2002",,MNS/taz/AFP,http://www.elpais.com/articulo/espana/GUIPUZCOA/inmigrantes/hallados/muertos/camion/marroqui/Villabona/elpepiesp/20020820elpepinac_18/Tes
35899,,Del grande,2002-08-17T00:00:00Z,3Q2002,2002 -- 8,2002,0,26,"At least 26 people are reported missing after the sinking of a vessel from the Hoceima game for Spain (Aug 18, 2002)",35.249299,hoceima,-3.937112,"35.249299, -3.937112",0,"Event at Hoceima on Aug 17, 2002",Western Mediteranean route,Ansa,http://dea.ansa.it/
35900,,Del grande,2002-08-09T00:00:00Z,3Q2002,2002 -- 8,2002,0,1,"4 year old girl dies on a kwassa kwassa party from Anjouan and Mayotte intercepted north of (Aug 10, 2002)",-12.8275,mayotte,45.166244,"-12.8275, 45.166244",0,"Event at Mayotte on Aug 09, 2002",,Mayotte sans frontires,http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html
35902,Drowned,United,2002-08-09T00:00:00Z,3Q2002,2002 -- 8,2002,0,14,"reportedly drowned, boat capsized near Barbate (E) avoiding detection by SIVE (Aug 9, 2002)",36.19002,barbate,-5.92248,"36.19002, -5.92248",0,"Event at Barbate on Aug 09, 2002",Western Mediteranean route,MNS/AFP,
35901,Drowned,United,2002-08-09T00:00:00Z,3Q2002,2002 -- 8,2002,0,2,"drowned, boat capsized near Barbate (E) avoiding detection by SIVE cameras  (Aug 9, 2002)",36.19002,barbate,-5.92248,"36.19002, -5.92248",0,"Event at Barbate on Aug 09, 2002",Western Mediteranean route,MNS/AFP,
35903,,United,2002-08-05T00:00:00Z,3Q2002,2002 -- 8,2002,0,1,"drowned, dead body found at the shore of Menderes district (TR) (Aug 5, 2002)",38.244854,menderes,27.13824,"38.244854, 27.13824",0,"Event at Menderes on Aug 05, 2002",Eastern Mediteranean route Sea,HRFT,
35905,Drowned,United,2002-08-05T00:00:00Z,3Q2002,2002 -- 8,2002,0,4,"reportedly drowned when smugglers forced them to swim ashore near Puglia (I) (Aug 5, 2002)",40.792839,puglia,17.101193,"40.792839, 17.101193",0,"Event at Puglia on Aug 05, 2002",Apulia & Calbria,HRFT/ECRE/Vita/TL,
35904,Drowned,United,2002-08-05T00:00:00Z,3Q2002,2002 -- 8,2002,0,1,"drowned when smugglers forced them to swim ashore near Puglia (I) (Aug 5, 2002)",40.792839,puglia,17.101193,"40.792839, 17.101193",0,"Event at Puglia on Aug 05, 2002",Apulia & Calbria,HRFT,
35906,,Del grande,2002-08-03T00:00:00Z,3Q2002,2002 -- 8,2002,0,34,"34 lost at sea on a kwassa kwassa party from Bimbao, Anjouan to Mayotte (Aug 4, 2002)",-12.8275,mayotte,45.166244,"-12.8275, 45.166244",0,"Event at Mayotte on Aug 03, 2002",,Mayotte sans frontires,http://mayottesansfrontieres.blogspot.com/2006_01_01_archive.html
35907,,Del grande,2002-08-01T00:00:00Z,3Q2002,2002 -- 8,2002,0,13,"Landing in Tarifa. At 150 meters from the shore the two rails of the boat force passengers to dive and continue swimming. At least 13 people die drowned (Aug 2, 2002)",36.018776,tarifa,-5.600819,"36.018776, -5.600819",0,"Event at Tarifa on Aug 01, 2002",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/Trece/inmigrantes/ahogados/intentar/llegar/Tarifa/elpepiesp/20020802elpepinac_2/Tes
35908,,United,2002-07-29T00:00:00Z,3Q2002,2002 -- 7,2002,0,1,"died of two consecutive heart attacks in police station on Fuerteventura (E) (Jul 29, 2002)",28.358744,fuerteventura,-14.053676,"28.358744, -14.053676",0,"Event at Fuerteventura on Jul 29, 2002",Western African route,Statewatch/IRR,
35909,Frozen,United,2002-07-29T00:00:00Z,3Q2002,2002 -- 7,2002,0,1,"stowaway, died of hypothermia in wheel bay of airplane from Rio to Paris (F) (Jul 29, 2002). From Del Grande's data set (translated): Found in Paris on the body of a man frozen to death hidden in the undercarriage of a plane left Brazil to Paris (Jul 30, 2002)",48.856614,paris,2.352222,"48.856614, 2.352222",0,"Event at Paris on Jul 29, 2002",,AP/MNS,http://www.migpolgroup.com/topics/2054.html
35911,,United,2002-07-20T00:00:00Z,3Q2002,2002 -- 7,2002,0,15,"missing, after an Italian customs patrol boat and the dinghy collided near Vlora (Al) (Jul 20, 2002)",40.471882,vlora,19.490219,"40.471882, 19.490219",0,"Event at Vlora on Jul 20, 2002",Apulia & Calbria,Statewatch/VK,
35910,Drowned,United,2002-07-20T00:00:00Z,3Q2002,2002 -- 7,2002,0,7,"drowned, after an Italian customs patrol boat and the dinghy collided near Vlora (Al) (Jul 20, 2002). From Del Grande's data set (translated): Off the coast of Vlora in a collision between a boat and a patrol boat of the Guardia di Finanza 2 people die (Jul 22, 2002)",40.471882,vlora,19.490219,"40.471882, 19.490219",0,"Event at Vlora on Jul 20, 2002",Apulia & Calbria,Statewatch/VK/TL/Vita,http://www.repubblica.it/online/cronaca/sbarco/scontro/scontro.html
35913,,Del grande,2002-07-10T00:00:00Z,3Q2002,2002 -- 7,2002,0,5,"Shipwreck off the coast of Fuerteventura, in the Canary Islands, 5 missing (Jul 11, 2002)",28.358744,fuerteventura,-14.053676,"28.358744, -14.053676",0,"Event at Fuerteventura on Jul 10, 2002",Western African route,El Pais,http://www.elpais.com/articulo/espana/FUERTEVENTURA/desaparecidos/hundirse/patera/Fuerteventura/elpepiesp/20020711elpepinac_31/Tes
35912,,Del grande,2002-07-10T00:00:00Z,3Q2002,2002 -- 7,2002,0,1,"Found the body of a drowned man on the beaches of Tuineje, Fuerteventura, in the Canary Islands (Jul 11, 2002)",28.358744,fuerteventura,-14.053676,"28.358744, -14.053676",0,"Event at Fuerteventura on Jul 10, 2002",Western African route,El Pais,http://www.elpais.com/articulo/espana/GUARDIA/CIVIL/RESCATA/CADaVER/INMIGRANTE/elpepiesp/20020711elpepinac_32/Tes
35914,,Del grande,2002-07-05T00:00:00Z,3Q2002,2002 -- 7,2002,0,7,"7 found dead in the sea, off the coast of Corfu and close to Athens (Jul 6, 2002)",37.983716,athens,23.72931,"37.983716, 23.72931",0,"Event at Athens on Jul 05, 2002",Eastern Mediteranean route Sea,Kathimerini,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=18400
35915,,Del grande,2002-07-04T00:00:00Z,3Q2002,2002 -- 7,2002,0,1,"Found a corpse in the cargo bed of a truck greek to Venice, where he traveled secretly (Jul 5, 2002)",45.440847,venice,12.315515,"45.440847, 12.315515",0,"Event at Venice on Jul 04, 2002",,Ansa,http://dea.ansa.it/
35916,Suicide - Hanged,United,2002-07-04T00:00:00Z,3Q2002,2002 -- 7,2002,0,1,"suicide, found hanged in Bristol (GB), after his asylum claim was refused (Jul 4, 2002)",51.454513,bristol,-2.58791,"51.454513, -2.58791",0,"Event at Bristol on Jul 04, 2002",,NCADC/CARF/IRR/ERB/BBC,
35917,,Del grande,2002-07-03T00:00:00Z,3Q2002,2002 -- 7,2002,0,1,"Died of a heart attack a man just landed detained at the police station of Fuerteventura, in the Canary Islands (Jul 4, 2002)",28.358744,fuerteventura,-14.053676,"28.358744, -14.053676",0,"Event at Fuerteventura on Jul 03, 2002",Western African route,El Pais,http://www.elpais.com/articulo/espana/FUERTEVENTURA/extranjero/muerto/comisaria/Fuerteventura/sufrio/infartos/elpepiesp/20020704elpepinac_18/Tes
35920,,United,2002-07-02T00:00:00Z,3Q2002,2002 -- 7,2002,0,47,"missing, after vessel capsized in rough sea between Lampedusa (I) and Malta (Jul 2, 2002)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on Jul 02, 2002",Central Mediteranean route,VK/MigrantNews/MNS/AFP/CNN/DPA/ANP/SZ/Rheinpfalz/Statewatch/TG/MUGAK/ProAsyl,
35919,Drowned,United,2002-07-02T00:00:00Z,3Q2002,2002 -- 7,2002,0,12,"drowned, after vessel capsized in rough sea between Lampedusa (I) and Malta (Jul 2, 2002)",35.508622,lampedusa,12.59292,"35.508622, 12.59292",0,"Event at Lampedusa on Jul 02, 2002",Central Mediteranean route,VK/MigrantNews/MNS/AFP/CNN/DPA/ANP/SZ/Rheinpfalz/Statewatch/TG/MUGAK/TL/Vita,
35918,,Del grande,2002-07-02T00:00:00Z,3Q2002,2002 -- 7,2002,0,1,"Found the body of a young man along the border between Ceuta and Morocco, died of a strong blow to the chest after a fall (Jul 3, 2002)",35.888384,ceuta,-5.324636,"35.888384, -5.324636",0,"Event at Ceuta on Jul 02, 2002",Western Mediteranean route,El Pais,http://www.elpais.com/articulo/espana/africano/muere/despenado/frontera/ceuti/elpepiesp/20020703elpepinac_18/Tes
35921,,Del grande,2002-07-01T00:00:00Z,3Q2002,2002 -- 7,2002,0,2,"Brindisi: suffocated in trucks where they were hidden, 2 dead (Jul 2, 2002)",40.632728,brindisi,17.941762,"40.632728, 17.941762",0,"Event at Brindisi on Jul 01, 2002",Apulia & Calbria,La Repubblica,http://archivio.repubblica.extra.kataweb.it/archivio
35922,,Del grande,2002-06-27T00:00:00Z,2Q2002,2002 -- 6,2002,0,12,"Sinking boat off the coast of Kos in the Dodecanese, 6 dead and 6 missing (Jun 28, 2002)",36.799851,kos,27.102943,"36.799851, 27.102943",0,"Event at Kos on Jun 27, 2002",Eastern Mediteranean route Sea,Turkish Daily News,http://www.turkishdailynews.com.tr/archives.php?id=28553
35924,Drowned,United,2002-06-26T00:00:00Z,2Q2002,2002 -- 6,2002,0,6,"reportedly drowned, boat from Turkey to Kos (GR) sank near Datca (TR) (Jun 26, 2002)",36.799851,kos,27.102943,"36.799851, 27.102943",0,"Event at Kos on Jun 26, 2002",Eastern Mediteranean route Sea,VK/MNS/HRFT/IRR,
35923,Drowned,United,2002-06-26T00:00:00Z,2Q2002,2002 -- 6,2002,0,5,"drowned, the boat bringing them from Turkey to Kos (GR) sank near Datca (TR) (Jun 26, 2002)",36.799851,kos,27.102943,"36.799851, 27.102943",0,"Event at Kos on Jun 26, 2002",Eastern Mediteranean route Sea,VK/MNS/HRFT/IRR,
35927,Drowned,United,2002-06-23T00:00:00Z,2Q2002,2002 -- 6,2002,0,1,"drowned, fell off overloaded rubber boat after it collided against rocks near Spain (Jun 23, 2002)",35.010802,Africa to Spain,-7.514648,"35.010802, -7.514648",0,"Event at Africa To Spain on Jun 23, 2002",Western Mediteranean route,MNS,
35926,Car accident,United,2002-06-23T00:00:00Z,2Q2002,2002 -- 6,2002,0,1,"died in a car accident after taxi driver tried to escape the border police (TR-GR)  (Jun 23, 2002)",38.652771,Turkey to Greece,26.613007,"38.652771, 26.613007",0,"Event at Turkey To Greece on Jun 23, 2002",Eastern Mediteranean route Sea,HRFT,
35925,,Del grande,2002-06-23T00:00:00Z,2Q2002,2002 -- 6,2002,0,2,"2 men killed by the fire of the Turkish police along the border with Iran to Aslanyazi (Jun 24, 2002)",39.75425,"Aslanyazi, turkey",42.881542,"39.75425, 42.881542",0,"Event at Aslanyazi, Turkey on Jun 23, 2002",,Hrft,http://www.tihv.org.tr/EN/
35928,No medical treatment,United,2002-06-22T00:00:00Z,2Q2002,2002 -- 6,2002,0,1,"died after lack of medical treatment in asylum seeker centre Vught (NL) (Jun 22, 2002)",51.653306,"Vught, Netherlands",5.294347,"51.653306, 5.294347",0,"Event at Vught, Netherlands on Jun 22, 2002",,NRC,
35929,Drowned,United,2002-06-18T00:00:00Z,2Q2002,2002 -- 6,2002,0,3,"drowned, after boat capsized near Lanzarote, island part of Canary Islands (E) (Jun 18, 2002). From Del Grande's data set (translated): Shipwreck off the coast of Lanzarote, in the Canary Islands, 3 dead (Jun 20, 2002)",29.046854,lanzarote,-13.589973,"29.046854, -13.589973",0,"Event at Lanzarote on Jun 18, 2002",Western African route,MNS,http://www.elpais.com/articulo/espana/extranjeros/papeles/mueren/naufragio/Lanzarote/elpepiesp/20020620elpepinac_19/Tes
35930,,United,2002-06-18T00:00:00Z,2Q2002,2002 -- 6,2002,0,2,"shot by security forces when trying to enter Turkey near Aslanyazi (Jun 18, 2002)",39.75425,"Aslanyazi, turkey",42.881542,"39.75425, 42.881542",0,"Event at Aslanyazi, Turkey on Jun 18, 2002",,HRFT/ProAsyl,
35931,Drowned,United,2002-06-14T00:00:00Z,2Q2002,2002 -- 6,2002,0,10,"drowned, forced to swim to a ship which would have carried them from TN to I (Jun 14, 2002). From Del Grande's data set (translated): Mob Kelibia to embark towards Sicily, the smugglers moor the ship at a distance from the shore and on board admit only the first 70 reaching to swim the boat, 4 men die drowned (Jun 18, 2002)",37.599994,sicily,14.015356,"37.599994, 14.015356",0,"Event at Sicily on Jun 14, 2002",Central Mediteranean route,Spits/MNS/MN/TL,http://dea.ansa.it/
35932,,Del grande,2002-06-11T00:00:00Z,2Q2002,2002 -- 6,2002,0,1,"Sinking canoe in the waters of the English Channel, drowning 1 of 2 migrants bound for England (Jun 12, 2002)",52.355518,england,-1.17432,"52.355518, -1.17432",0,"Event at England on Jun 11, 2002",,Irr,http://www.irr.org.uk/2006/december/ak000015.html
35933,,Del grande,2002-06-10T00:00:00Z,2Q2002,2002 -- 6,2002,0,2,"Found the bodies of two other men drowned on the coast of Menderes, Izmir (Jun 11, 2002)",38.41885,izmir,27.12872,"38.41885, 27.12872",0,"Event at Izmir on Jun 10, 2002",Eastern Mediteranean route Sea,Hrft,http://www.tihv.org.tr/EN/
35935,Drowned,United,2002-06-07T00:00:00Z,2Q2002,2002 -- 6,2002,0,1,"drowned, found dead on the beach of Los Carabos in Melilla (E/MA) (Jun 7, 2002)",35.292278,melilla,-2.938097,"35.292278, -2.938097",0,"Event at Melilla on Jun 07, 2002",Western Mediteranean route,MNS,
35934,,Del grande,2002-06-07T00:00:00Z,2Q2002,2002 -- 6,2002,0,4,"Lecce: smugglers spotted by the Guardia di Finanza, throwing 40 people overboard and stab two men who resist. 4 drowned (Jun 8, 2002)",40.351516,lecce,18.175016,"40.351516, 18.175016",0,"Event at Lecce on Jun 07, 2002",Apulia & Calbria,La Repubblica,http://www.repubblica.it/online/cronaca/sbarco/castromarina/castromarina.html
35936,,Del grande,2002-06-01T00:00:00Z,2Q2002,2002 -- 6,2002,0,45,"Deaths in the desert in the north west of Sudan 45 men trying to enter Libya to emigrate to Europe (Jun 2, 2002)",12.862807,sudan,30.217636,"12.862807, 30.217636",0,"Event at Sudan on Jun 01, 2002",,Ansa,http://dea.ansa.it/
35937,,Del grande,2002-05-30T00:00:00Z,2Q2002,2002 -- 5,2002,0,19,"Found 19 corpses, including 9 children. Died of cold walking through the border between Turkey and Iran into Europe (May 31, 2002)",32.427908,iran,53.688046,"32.427908, 53.688046",0,"Event at Iran on May 30, 2002",,Kathimerini,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=17050
35938,,Del grande,2002-05-30T00:00:00Z,2Q2002,2002 -- 5,2002,0,5,"Found along the coast of Menderes Airport in Izmir, the bodies of drowned migrants 5 (May 31, 2002)",38.41885,izmir,27.12872,"38.41885, 27.12872",0,"Event at Izmir on May 30, 2002",Eastern Mediteranean route Sea,Turkish Daily News,http://www.turkishdailynews.com.tr/archives.php?id=28202
35939,,United,2002-05-28T00:00:00Z,2Q2002,2002 -- 5,2002,0,5,"found dead on beach of Maydanoz in Izmir province in Western Turkey (May 28, 2002)",38.41885,izmir,27.12872,"38.41885, 27.12872",0,"Event at Izmir on May 28, 2002",Eastern Mediteranean route Sea,Spits/MNS/HRFT,
35940,Suffocated,United,2002-05-25T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"died in attempt to enter Melilla (E/MA), got trapped in frontier fence and suffocated (May 25, 2002). From Del Grande's data set (translated): A minor boy dies suffocated after being trapped in the network that was climbing to get to Melilla from Morocco (May 27, 2002)",35.292278,melilla,-2.938097,"35.292278, -2.938097",0,"Event at Melilla on May 25, 2002",Western Mediteranean route,MNS,http://www.elpais.com/articulo/espana/MELILLA/menor/marroqui/muere/atrapado/intentar/cruzar/valla/fronteriza/Melilla/elpepiesp/20020527elpepinac_16/Tes
35941,,Del grande,2002-05-22T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"Turkish Coast Guard fires on boat with 250 people on board after refusing to stop. 1 dead, 7 injured (May 23, 2002)",35.126413,Cyprus,33.429859,"35.126413, 33.429859",0,"Event at Cyprus on May 22, 2002",,Kathimerini,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=16746
35942,,United,2002-05-22T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"died when lorry with 35 refugees inside turned over near Köprüköy (TR) (May 22, 2002)",39.968176,"Köpraköy, Tukey",41.870802,"39.968176, 41.870802",0,"Event at KöPraköY, Tukey on May 22, 2002",,HRFT,
35943,,United,2002-05-21T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"shot to death on a vessel near Cyprus by Turkish coast guards, on way to Italy (May 21, 2002)",35.126413,cyprus,33.429859,"35.126413, 33.429859",0,"Event at Cyprus on May 21, 2002",Eastern Mediteranean route Sea,MNS/Vivre/Parool/HRFT,
35944,,Del grande,2002-05-19T00:00:00Z,2Q2002,2002 -- 5,2002,0,8,"We found 8 bodies, including one child, drowned with a ship carrying 16 Turkish Kurds along a river on the border with Bosnia (May 20, 2002)",45.1,Croatia,15.2,"45.1, 15.2",0,"Event at Croatia on May 19, 2002",Western Balkan route,Kathimerini,http://www.ekathimerini.com/4dcgi/news/content.asp?aid=16605
35945,Frozen,United,2002-05-15T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"stowaway, found dead in the wheelarch of a flight from Ghana to Great Britain. (May 15, 2002). From Del Grande's data set (translated): He died frozen to death a man hidden in the undercarriage of a plane landed at Heathrow from Ghana (May 17, 2002)",51.47238,heathrow,-0.45094,"51.47238, -0.45094",0,"Event at Heathrow on May 15, 2002",,IRR,http://www.telegraph.co.uk/news/main.jhtml?xml=/news/2002/05/17/nbul17.xml
35946,Frozen,United,2002-05-14T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"stowaway found in undercarriage of plane from Accra (Ghana) at Heathrow (GB) (May 14, 2002)",51.47238,heathrow,-0.45094,"51.47238, -0.45094",0,"Event at Heathrow on May 14, 2002",,Telegraph,
35948,Drowned,United,2002-05-12T00:00:00Z,2Q2002,2002 -- 5,2002,0,11,"Kurds, drowned when boat capsized crossing river Sava between HR and BH (May 12, 2002)",40.403712,sava,17.557323,"40.403712, 17.557323",0,"Event at Sava on May 12, 2002",Apulia & Calbria,MNS/HRFT,
35947,Drowned,United,2002-05-12T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"Kurd, drowned when boat capsized crossing river Sava between Croatia and Bosnia (May 12, 2002)",40.403712,sava,17.557323,"40.403712, 17.557323",0,"Event at Sava on May 12, 2002",Apulia & Calbria,MNS/HRFT/NCAs,
35949,,Del grande,2002-05-11T00:00:00Z,2Q2002,2002 -- 5,2002,0,1,"Found in Deuil-la-Barre the body of a man who fell from the undercarriage of a plane to Paris, where he traveled secretly (May 12, 2002)",48.856614,paris,2.352222,"48.856614, 2.352222",0,"Event at Paris on May 11, 2002",,Migration News Sheet,http://www.migpolgroup.com/topics/2054.html
35950,Drowned,United,2002-05-08T00:00:00Z,2Q2002,2002 -- 5,2002,0,2,"drowned, forced by smugglers to swim ashore near Tarifa (E) (May 8, 2002)",36.018776,tarifa,-5.600819,"36.018776, -5.600819",0,"Event at Tarifa on May 08, 2002",Western Mediteranean route,MNS,
